Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 126, Sample, n/a, SFug_F2	Abundances Count: F5: 126, Sample, n/a, SFug_F2	Modifications
P91939	Cuticle protein LCP65Ad	10.19	1	1	1	3106.4736	1	
P91941	Adult cuticle protein 65Aa	60.0	4	89	4	9287025.2957	62	
P92181	Cuticle protein DCP2	37.61	4	8	4	84271.025	7	
Q0E8E2	Phenoloxidase-activating factor 2	2.19	2	2	0	27673.817	2	
Q0E8E8	Phosphate carrier protein, mitochondrial	44.66	14	49	12	3515988.0551	45	
Q0E8G6	Cleavage and polyadenylation specificity factor subunit 5	16.03	5	8	1	246994.61930000002	8	
Q0E8H9	beta-N-acetylhexosaminidase	4.5	3	3	0	65363.0275	3	
Q0E8J3	Zormin, isoform I	17.77	62	96	0	1531672.20918	81	
Q0E8P1	Uncharacterized protein, isoform B	6.87	1	1	0	4388.813	1	
Q0E8P5	FI05614p	19.04	11	19	11	89241.89603	15	
Q0E8S7	Homer, isoform E	30.13	14	34	1	1501699.068	33	
Q0E8U4	FI09636p	20.0	6	7	6	126124.3619	7	
Q0E8V7	Mitochondrial import inner membrane translocase subunit	78.57	7	19	7	467015.75045	18	
Q0E8X6	Translation initiation factor eIF2B subunit delta	6.6	3	3	0	37790.1705	3	
Q0E8X7	Reduction of Rh1, isoform A	50.0	6	42	6	1919925.3616	42	
Q0E8X8	ATP synthase F1 subunit epsilon	48.6	7	19	7	611293.2291	19	
Q0E980	Uncharacterized protein, isoform C	29.77	14	23	14	360678.61209	21	
Q0E9B7	DNAation factor-related protein 3, isoform A	9.77	2	3	2	4173.3978	3	
Q0E9E2	Pyruvate carboxylase	32.66	33	58	0	1023125.3403	51	
Q0E9F9	Zinc carboxypeptidase A 1	26.71	10	19	10	476156.16237	18	
Q0E9G4	CG1600-PA	3.41	1	3	0	85339.515	3	
Q0KHQ6	6-phosphofructo-2-kinase, isoform A	21.08	10	15	0	284635.6002	15	
Q0KHR3	Bazooka, isoform B	0.79	1	1	0	1787.1631	1	
Q0KHR7	Septin	15.46	9	14	0	334755.9866	13	
Q0KHX7	FI18193p1	6.03	7	7	0	73532.4002	7	
Q0KHZ6	Electron transfer flavoprotein subunit beta	79.05	17	123	17	6668648.44674	105	
Q0KI15	Complex III assembly factor LYRM7	23.36	4	4	4	69684.773	4	
Q0KI25	Uncharacterized protein, isoform B	10.67	11	14	1	133897.93995	14	
Q0KI39	FI16806p1	18.15	3	6	1	21361.656899999998	4	
Q0KI76	Uncharacterized protein, isoform A	15.47	10	19	0	397336.03859999997	17	
Q0KI81	protein-tyrosine-phosphatase	6.86	10	11	10	66892.91870000001	9	
Q0KI98	Tryptophan--tRNA ligase, cytoplasmic	7.91	3	4	3	100262.0387	4	
Q0KIE7	Ankyrin, isoform B	1.23	2	2	2	16604.2598	2	
Q1RL12	IP16413p	54.97	15	74	2	113587.7505	3	
Q24090	GH08712p	7.57	3	3	3	51479.903000000006	3	
Q24253	AP complex subunit beta	20.2	15	23	15	988477.4253400001	22	
Q26459	EN protein binding protein	18.26	9	16	0	238846.22269999998	15	
Q29QY7	IP15859p	9.86	1	1	0	64805.977	1	
Q2MGK7	GEO13330p1	20.47	3	5	3	92920.955	5	
Q2PDM3	Uncharacterized protein, isoform C	0.44	1	1	1	10674.0	1	
Q2PDR0	Dolichol-phosphate mannosyltransferase subunit 3	23.4	2	2	2	31143.086	2	
Q3YMU0	Protein disulfide-isomerase (Fragment)	63.19	31	117	31	7743185.7602	108	
Q494G8	F-box and leucine-rich repeat protein 6, isoform A	9.31	5	5	5	39106.1126	4	
Q4LDP7	NADH-cytochrome b5 reductase	18.35	7	13	0	394115.6078	9	
Q4QPU3	Synaptic plasticity regulator PANTS	20.51	3	3	3	22972.4594	3	
Q4QQ49	IP09595p	2.7	1	1	1	13035.585	1	
Q4QQ70	IP09819p	18.42	6	7	6	60174.5612	6	
Q4V429	Cytochrome c oxidase assembly factor 5	22.78	2	5	2	17613.495300000002	3	
Q4V5H1	Peptidyl-prolyl cis-trans isomerase	13.11	2	2	2	18537.8445	2	
Q4V619	IP07950p	6.9	2	3	0	22058.417500000003	3	
Q4V6M1	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	28.87	4	5	4	215366.1993	5	
Q500Y7	GEO11443p1	87.72	4	40	4	717706.86049	38	
Q59E01	FI02065p	3.0	2	2	0	3105.1691800000003	2	
Q59E14	Neural cell adhesion molecule 2	5.98	3	3	3	37148.2225	3	
Q5BIA9	RE10908p	2.48	1	1	1	3039.2654	1	
Q5LJT3	MIP01391p	10.93	2	5	2	112739.20790000001	5	
Q5U124	alpha-glucosidase	17.62	10	18	0	346156.0188	17	
Q5U126	GEO11286p1	59.42	7	37	7	3019841.3932000003	36	
Q5U191	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	17.84	7	10	0	266485.7262	10	
Q5U1B0	Beta hydroxy acid dehydrogenase 2	15.87	5	6	5	31987.55185	6	
Q6IDF5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	55.75	8	30	8	744220.87114	29	
Q6IGM9	LYR motif-containing protein 2	21.11	2	2	2	14463.5736	2	
Q6IGN6	HDC05827	42.05	4	5	4	99061.304	4	
Q6IGW6	GEO13367p1	44.23	2	4	2	62057.79305	4	
Q6IHY5	Cytochrome c oxidase subunit 7A-like 2, isoform A	35.48	2	14	2	1570306.6318	14	
Q6IIF2	GEO11103p1	7.14	1	1	1	15010.791	1	
Q6IL43	GEO11093p1	13.25	1	2	1	97006.02100000001	2	
Q6NL44	GH28815p	20.08	8	10	8	95359.77925	10	
Q6NLJ9	AT19138p	38.64	2	2	2	23259.157	2	
Q6NMY2	RH54371p	21.43	5	27	5	1848304.197	22	
Q6NNV2	RE44043p	5.81	2	2	0	154751.393	2	
Q6NNV7	RH03309p	36.84	7	23	1	882077.25321	20	
Q6NP69	GST-containing FLYWCH zinc-finger protein	1.34	1	2	0	40521.44	2	
Q6NP72	GEO09659p1	33.33	4	16	4	881304.9426	16	
Q76NQ0	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	4.8	2	2	2	39727.239	2	
Q76NR6	Regucalcin	83.07	23	133	0	7907125.60589	119	
Q7JMV3	Calcium/calmodulin-dependent protein kinase type 1	22.72	8	15	0	210399.05419999998	13	
Q7JNE1	Regulatory protein zeste	29.48	9	14	9	236549.64425	13	
Q7JPS2	Igloo, isoform A	48.75	10	29	3	1197900.5759	26	
Q7JQH9	carnitine O-palmitoyltransferase	2.18	2	2	0	10355.837	1	
Q7JQR3	Sulfhydryl oxidase	24.96	15	20	15	533319.0697999999	18	
Q7JQX9	FI14001p1	4.33	4	4	0	22921.487999999998	2	
Q7JR58	Probable enoyl-CoA hydratase, mitochondrial	59.66	13	107	13	5110640.30619	97	
Q7JR69	Cuticular protein 49Ac, isoform C	25.93	6	8	0	214625.675	7	
Q7JRC3	Epoxide hydrolase	9.28	4	4	3	30583.142499999998	3	
Q7JRF1	RE48509p	6.5	2	3	1	14942.408	3	
Q7JRH5	RE28271p	1.31	1	1	1	12975.555	1	
Q7JRL9	GH25289p	67.12	10	52	1	2476571.3497	46	
Q7JRN6	GH06388p	6.73	2	2	2	8787.456	2	
Q7JS69	FI04632p	35.69	10	68	1	1031051.657	8	
Q7JUN9	Deoxyribonuclease TATDN1	9.62	3	3	3	17555.752500000002	3	
Q7JUS9	Phosphate carrier protein, mitochondrial	31.82	13	33	11	1821094.3632	24	
Q7JV09	GH28348p	4.84	5	5	2	21486.30212	5	
Q7JV69	SD11922p	11.76	4	9	4	156613.82252	8	
Q7JVG2	diphosphoinositol-polyphosphate diphosphatase	15.82	2	3	2	12063.0407	3	
Q7JVH6	LD24696p	47.27	12	27	11	462130.20834	18	
Q7JVI6	Glutathione S transferase E13, isoform A	14.6	3	9	3	129826.1011	8	
Q7JVK6	Translin	24.26	6	8	6	170990.2237	8	
Q7JVK8	GEO08987p1	53.42	7	13	7	883321.91	13	
Q7JVM1	GH25962p	22.64	5	6	5	38226.7046	3	
Q7JVX3	Zinc carboxypeptidase A 1	18.2	7	8	0	127982.18745	7	
Q7JVZ8	Glutathione S transferase E11, isoform A	23.56	7	8	7	131264.8865	8	
Q7JW03	Ubiquitin-conjugating enzyme E2 H	18.58	4	8	4	62774.375100000005	4	
Q7JW48	RE12410p	5.57	2	2	2	3220.729	1	
Q7JWD6	Elongin-C	46.15	5	17	5	1324365.8025	17	
Q7JWF1	Electron transfer flavoprotein-ubiquinone oxidoreductase	18.21	12	28	12	1712458.0247	28	
Q7JWH5	RING-box protein 2	27.43	2	3	2	45246.0965	3	
Q7JWQ7	RE01730p	5.34	2	3	2	14648.482600000001	3	
Q7JWU9	AT07420p	19.68	5	5	5	28198.1738	3	
Q7JWX3	GH10112p	22.48	7	11	7	247764.7154	11	
Q7JX87	1-Cys peroxiredoxin	55.0	11	48	1	111019.96900000001	5	
Q7JX94	Phospholipase A2	15.61	3	3	3	9275.762060000001	2	
Q7JXB5	Phosphoenolpyruvate carboxykinase [GTP]	9.56	7	7	1	124384.68299999999	7	
Q7JXB9	Endonuclease	10.65	3	3	3	50758.630999999994	3	
Q7JXC4	CG6459 protein	33.46	6	38	6	2312157.7233	37	
Q7JXW8	Off-track2	4.39	2	2	2	6520.2159	2	
Q7JXZ2	cystathionine gamma-lyase	19.59	6	8	6	153460.9118	8	
Q7JYH3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	30.59	4	8	4	747015.99	8	
Q7JYW9	Phosphotransferase	19.38	9	13	9	323886.4189	13	
Q7JYX5	Vesicle-associated membrane protein 7	11.93	3	5	3	50559.336500000005	5	
Q7JYZ0	lysozyme	39.13	4	9	4	201382.7567	9	
Q7JYZ9	Glutathione S transferase E2	31.22	7	19	7	266808.5474	16	
Q7JZB1	RE49860p	2.09	1	1	1	3090.4314	1	
Q7JZD3	Eb1, isoform A	56.7	14	33	0	1238627.5396	29	
Q7JZD5	Dorsal interacting protein 3	6.32	2	2	2	3678.032	2	
Q7JZE1	Peroxin 11	6.22	2	2	2	45129.484000000004	2	
Q7JZF5	DNA-directed RNA polymerases I, II, and III subunit RPABC1	8.57	2	3	2	126157.739	3	
Q7JZK1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	47.58	10	37	10	3215421.90973	32	
Q7JZN0	Protein transport protein Sec61 subunit beta	56.0	5	15	5	154528.7602	13	
Q7JZW0	Cuticular protein 51A	62.5	11	31	11	627521.60147	23	
Q7JZW2	40S ribosomal protein S15	61.49	7	18	2	1789434.69	17	
Q7K012	Brahma associated protein 55kD	13.18	4	6	4	30832.264300000003	4	
Q7K076	GEO08269p1	22.14	2	2	0	18358.418	1	
Q7K084	Odorant-binding protein 44a, isoform A	70.63	13	163	13	11706792.119409999	135	
Q7K0A0	Large ribosomal subunit protein mL42	7.26	1	1	1	27889.408	1	
Q7K0B6	Glutathione S transferase T1	57.46	14	37	14	1279007.45957	37	
Q7K0E6	Aspartate--tRNA ligase, cytoplasmic	13.37	5	7	5	81653.38844	5	
Q7K0P0	Juvenile hormone-inducible protein 26	4.1	2	3	2	69457.609	3	
Q7K0S1	LD39211p	1.83	1	1	1	3637.7344	1	
Q7K0S5	UBX domain-containing protein 6	34.47	18	25	18	337000.47907	22	
Q7K0S6	LD36817p	19.03	8	9	8	206487.594	9	
Q7K0W4	LD27203p	46.95	14	45	14	2369881.09677	44	
Q7K0X9	LD23667p	23.4	5	12	5	120300.9068	11	
Q7K127	Alpha-galactosidase	15.83	7	17	7	143173.56802	14	
Q7K148	Proteasome subunit beta	22.34	6	8	6	157743.2605	8	
Q7K159	LD06557p	22.47	5	6	5	76113.30930000001	6	
Q7K180	LD02709p	22.5	11	14	11	133088.78744	13	
Q7K188	GEO05126p1	30.97	6	40	6	2405634.13253	37	
Q7K1C0	GH23780p	50.5	6	11	1	140505.377	9	
Q7K1C3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	17.89	5	5	5	108313.20300000001	5	
Q7K1C5	GH21176p	9.19	6	7	6	271475.5878	6	
Q7K1H0	GH09096p	20.06	7	8	6	73239.3114	7	
Q7K1M4	SD04017p	16.99	5	12	5	175953.0854	12	
Q7K1S1	Arginine-hydroxylase NDUFAF5, mitochondrial	9.91	4	6	4	204567.805	5	
Q7K1W5	LD35843p	30.05	12	20	12	641866.26303	20	
Q7K204	17S U2 SnRNP complex component HTATSF1	5.58	2	2	2	32998.676400000004	2	
Q7K221	Aspartate aminotransferase, cytoplasmic	31.01	12	32	1	902336.83243	26	
Q7K2E1	LD05247p	18.9	10	15	10	349669.68292	12	
Q7K2L7	GH27120p	28.14	4	11	4	590270.8627	11	
Q7K2N0	Endoplasmic reticulum junction formation protein lunapark	7.49	3	3	3	32618.3627	3	
Q7K2P1	Cuticular protein 50Cb	11.24	2	3	2	23496.59	2	
Q7K2P3	GH20817p	58.7	13	31	1	579795.8177	22	
Q7K2Q8	Trafficking protein particle complex subunit 5	35.57	7	8	7	122643.6443	7	
Q7K2W6	tyrosinase	22.32	13	21	13	117017.79764	16	
Q7K332	GH17623p	23.43	6	10	5	317778.09479999996	8	
Q7K3D4	peptidylprolyl isomerase	34.76	12	14	12	278112.6337	12	
Q7K3E2	LD34147p	59.21	30	59	30	1224207.11405	56	
Q7K3H0	LD28067p	1.44	3	3	0	39328.7823	3	
Q7K3J0	T-complex protein 1 subunit theta	41.21	21	39	21	1453821.4716	35	
Q7K3N4	GH26015p	14.95	6	7	6	172356.8709	7	
Q7K3V6	Elongation factor Tu, mitochondrial	10.31	5	7	5	98278.8252	6	
Q7K3W2	Mitochondrial-processing peptidase subunit alpha	18.35	9	12	9	224990.015	11	
Q7K3W4	GH08941p	25.85	8	20	8	757300.10224	20	
Q7K3Y9	Spondin-1	1.26	1	1	1	841.52496	1	
Q7K3Z3	GH01724p	51.6	16	44	16	793865.0693	38	
Q7K485	Cathepsin D	35.71	9	36	9	1414968.091	30	
Q7K4C7	choline-phosphate cytidylyltransferase	4.18	2	4	0	77143.8573	4	
Q7K4J7	LD36653p	7.38	2	2	2	10411.7436	2	
Q7K4Q9	Hydroxymethylglutaryl-CoA synthase	1.94	1	1	1	3104.6484	1	
Q7K4T8	LD23856p	6.55	3	4	3	29653.4868	2	
Q7K4Y0	Desaturase 1, isoform A	5.48	2	2	1	37273.881	2	
Q7K511	D-2-hydroxyglutarate dehydrogenase, mitochondrial	17.45	7	10	7	147611.593	9	
Q7K519	GH16429p	17.66	5	8	5	63674.0312	7	
Q7K533	GH14572p	6.14	2	2	2	12922.100579999998	2	
Q7K549	GH13040p	18.08	8	8	8	59916.9816	8	
Q7K561	GH11294p	6.82	2	2	2	2040.498	1	
Q7K568	GH10642p	8.33	3	3	3	40375.7491	3	
Q7K569	Glycerol-3-phosphate dehydrogenase	35.36	26	53	26	1851169.2389	47	
Q7K5J8	Cuticular protein 57A, isoform A	45.11	7	14	7	304644.19487	12	
Q7K5M6	GH04176p	20.95	6	11	6	176245.3252	10	
Q7K7G0	Coatomer subunit delta	28.44	13	24	0	464717.9342	24	
Q7K860	FI07231p	39.22	7	12	7	711246.8988	11	
Q7K8X7	Glutathione S transferase E9	33.03	7	15	7	365860.1791	12	
Q7K9H6	Zinc finger FYVE domain-containing protein	4.77	4	5	4	2358.8543	2	
Q7KJ08	receptor protein-tyrosine kinase	2.12	3	4	3	42875.1559	4	
Q7KK90	GH14654p	55.8	9	28	9	1632116.0145999999	24	
Q7KKI0	T-complex protein 1 subunit epsilon	26.94	14	19	0	435314.5211	17	
Q7KLE5	Amphiphysin	49.67	26	71	3	2379449.004	60	
Q7KLW9	Pre-mRNA-processing factor 19	16.04	7	10	7	96647.74326	10	
Q7KLX3	Translocon-associated protein subunit delta	24.7	4	23	4	674457.86665	13	
Q7KM15	Transcription factor BTF3	32.54	4	7	4	192991.424	7	
Q7KMM4	Glucosidase II subunit alpha	3.9	4	4	4	25139.0826	3	
Q7KMP8	26S proteasome non-ATPase regulatory subunit 13	28.53	10	21	10	540268.7341	21	
Q7KMQ0	26S proteasome regulatory subunit 7	51.73	22	57	20	1611337.58724	53	
Q7KMS3	Dynein light chain roadblock	43.3	3	5	3	72721.1067	5	
Q7KN75	Dodeca-satellite-binding protein 1, isoform A	19.75	24	36	24	859671.68581	36	
Q7KN94	Electron transfer flavoprotein subunit alpha	71.52	18	114	18	4510292.05199	102	
Q7KND8	FI09619p	3.7	3	3	3	71110.444	3	
Q7KNM2	Dorsal interacting protein 4	26.42	6	14	6	594827.084	13	
Q7KRT4	GH07253p	4.94	2	2	0	12116.0708	2	
Q7KRZ3	Exocyst complex component 8	5.36	4	4	0	33807.292239999995	4	
Q7KS11	Uracil-DNA degrading factor, isoform B	12.66	4	6	4	52487.7437	6	
Q7KSD3	non-specific serine/threonine protein kinase	13.77	6	10	1	358100.4571	10	
Q7KSE4	GH05443p	2.78	2	2	2	17654.1975	2	
Q7KSM5	SUMO-activating enzyme subunit 1	29.08	9	15	9	772248.9757	15	
Q7KSQ0	Citrate transport protein	28.71	10	26	10	2018882.4174	23	
Q7KSQ2	Tyrosine-protein kinase	2.21	2	3	0	30476.669	2	
Q7KSV7	Uncharacterized protein, isoform D	12.54	3	3	0	11269.2685	2	
Q7KSW3	pyridoxal 5'-phosphate synthase	45.99	12	24	1	583682.0016	21	
Q7KT11	Glyoxylate reductase/hydroxypyruvate reductase	76.07	16	43	0	1413767.5494	43	
Q7KT58	GH08155p	3.52	2	3	2	26878.929	3	
Q7KT70	FI18641p1	2.93	3	3	3	20111.397	3	
Q7KTA1	HL01444p	17.1	7	10	7	146728.887	9	
Q7KTG2	Apolipoprotein lipid transfer particle	5.72	25	28	25	340801.3219	24	
Q7KTJ7	Basigin, isoform G	22.69	14	67	3	4021951.6463	62	
Q7KTN9	FI01009p	3.11	2	2	0	10011.6386	2	
Q7KTP7	LP22840p	31.49	5	7	5	205866.74469999998	7	
Q7KTW5	Inositol-1-monophosphatase	52.88	17	62	17	2050396.89093	58	
Q7KUA4	SUMO-activating enzyme subunit	18.71	11	17	11	505128.1407	16	
Q7KUC2	Pyridoxal kinase	38.49	11	26	10	610259.56636	24	
Q7KUD4	phospholipase A2	2.93	3	3	0	4231.478	2	
Q7KUK9	Uncharacterized protein, isoform B	7.73	13	14	8	1447008.8699	14	
Q7KUL1	Dally-like, isoform C	4.58	3	3	0	53394.248	3	
Q7KUT5	Protein MIX23	26.89	4	6	0	57905.952000000005	5	
Q7KUU5	Sulfhydryl oxidase	19.16	5	7	0	106409.393	6	
Q7KUW2	5' nucleotidase B, isoform B	7.68	5	6	0	41562.095	2	
Q7KUX7	Eukaryotic translation initiation factor 4H	46.09	14	24	0	400018.97803999996	16	
Q7KV27	alanine transaminase	51.76	27	130	0	9298314.6075	120	
Q7KV34	Pinkman	38.9	26	40	26	1702145.1927	39	
Q7KV94	Purine nucleoside phosphorylase	7.08	2	2	0	18989.303	2	
Q7KVB1	Iron-sulfur clusters transporter ABCB7, mitochondrial	1.27	1	1	0	13151.452	1	
Q7KVI9	Uncharacterized protein, isoform B	22.04	4	19	1	85693.43825	15	
Q7KVL7	Vacuolar protein sorting-associated protein 35	0.87	1	1	0	47085.53	1	
Q7KVX1	Pyruvate dehydrogenase E1 component subunit alpha	46.05	19	92	0	7949385.8062	82	
Q7KY04	small monomeric GTPase	21.13	4	7	3	22122.734	2	
Q7PL91	GEO11417p1	19.15	3	8	3	508192.29500000004	6	
Q7PLE9	Ras-related protein Rab-21	12.16	3	3	0	7709.9936	2	
Q7PLI0	P120 catenin	15.62	12	15	12	213266.98014	13	
Q7PLL3	Eukaryotic initiation factor 4B	28.1	12	14	1	431917.26070000004	14	
Q7PLS1	LD01937p	15.76	6	8	0	138361.94400000002	8	
Q7PLT4	Translocase of the inner mitochondrial membrane 17b, isoform A	19.65	3	6	3	121051.87444	6	
Q7YU88	SD08871p	2.84	3	3	0	3580.2191000000003	2	
Q86B44	Glutathione synthetase	13.17	8	13	0	231654.5235	10	
Q86B74	WASp, isoform C	12.55	5	5	0	56541.8794	5	
Q86B93	Uncharacterized protein, isoform D	24.39	3	4	0	62870.746999999996	4	
Q86BG8	Terminal ADP-ribose protein glycohydrolase 2, isoform C	4.06	1	1	0	19050.455	1	
Q86BI3	Zinc-finger protein at 72D, isoform B	24.66	17	22	5	292749.65847	21	
Q86BM0	Uncharacterized protein, isoform A	45.45	8	11	8	157705.4763	9	
Q86BM5	A kinase anchor protein 200, isoform D	12.78	10	19	1	374858.4885	17	
Q86BP1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	32.12	10	16	0	677513.6248999999	15	
Q86BQ4	Histidine triad nucleotide binding protein 1, isoform B	54.76	6	15	0	1392247.7411999998	15	
Q86BR8	Mitochondrial transcription factor A, isoform B	39.08	13	28	0	666057.8722	24	
Q86BS3	Chromator, isoform A	28.19	21	40	21	526116.94204	30	
Q86BS7	Glycogen debranching enzyme	3.75	6	6	0	36841.2621	6	
Q86PD3	Persulfide dioxygenase ETHE1, mitochondrial	42.29	11	23	11	581207.0996	20	
Q86PF5	PRKCA-binding protein	5.34	3	3	0	21680.4026	3	
Q8I099	Uncharacterized protein, isoform A	16.56	5	5	5	113231.336	4	
Q8I0D4	RE20510p	28.36	21	42	0	1095633.7171	39	
Q8I0J3	Mitochondrial ribosomal protein S21, isoform A	19.54	2	3	2	38785.7145	3	
Q8I0P9	acid phosphatase	1.76	1	1	0	38477.61	1	
Q8I725	Glyoxylate reductase/hydroxypyruvate reductase	32.56	12	18	12	641742.1455	18	
Q8I930	GH14147p	2.22	1	1	0	14412.195	1	
Q8I941	GH16843p	35.59	10	23	10	675866.8303	23	
Q8IGY1	RE08101p	30.52	35	241	0	18148091.11834	116	
Q8IH23	GEO02102p1	20.74	4	12	4	435625.10599999997	11	
Q8IM93	FI18814p1	37.97	17	28	17	464842.55117	25	
Q8IMF4	RE24176p	5.23	3	5	0	42958.3341	5	
Q8IMJ0	VhaAC45-related protein, isoform A	27.86	11	29	0	551687.6143	26	
Q8IMK7	Alphabet, isoform B	9.97	4	4	0	68752.93950000001	4	
Q8IMQ8	RH29536p	42.94	12	32	0	1292398.62593	31	
Q8IMT3	IP12392p	6.19	3	3	2	50555.259999999995	3	
Q8IMT6	FI01822p	8.29	4	5	4	61218.641	4	
Q8IMU2	RE10237p	6.53	2	2	0	34199.8345	2	
Q8IMV6	Scaffold attachment factor B, isoform B	3.88	2	2	1	12508.093	2	
Q8IMX4	FI04408p	6.6	2	4	0	17692.7555	4	
Q8IMX8	U6 snRNA-associated Sm-like protein LSm3	26.21	2	7	2	103410.7415	6	
Q8IN49	MIP05539p	9.17	8	10	8	125128.84090000001	9	
Q8IN51	FI17609p1	37.59	7	17	7	175525.92221	17	
Q8INA9	Fasciclin 1, isoform C	51.3	33	128	1	107696.557	3	
Q8ING0	Peptidase S1 domain-containing protein	3.65	2	3	2	21377.949	2	
Q8INH5	Aminopeptidase	7.53	7	8	0	70352.089	8	
Q8INQ9	LIM domain-containing protein	8.62	3	4	0	40525.637	3	
Q8INU6	Glyoxylate reductase/hydroxypyruvate reductase	9.79	3	7	1	6284.8115	1	
Q8IP52	RE16941p	2.66	3	3	3	16545.803200000002	3	
Q8IP62	Small ribosomal subunit protein mS23	46.03	7	8	7	115982.2918	8	
Q8IP80	ethanolamine-phosphate cytidylyltransferase	32.55	14	25	1	466351.01919	23	
Q8IP94	threonine--tRNA ligase	2.46	2	2	0	64676.26700000001	2	
Q8IP97	Peroxin-19	52.05	11	27	11	473680.33504000003	24	
Q8IPA5	RE15581p	5.36	1	2	0	25606.023999999998	2	
Q8IPB1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	9.77	2	2	0	82109.30600000001	2	
Q8IPD8	Cuticular protein 30F	29.45	4	10	4	212378.18170000002	10	
Q8IPE8	Trifunctional enzyme subunit alpha, mitochondrial	56.85	33	79	1	3329339.58116	72	
Q8IPG8	Uncharacterized protein	14.21	4	4	4	35463.8164	4	
Q8IPH0	protein-glutamine gamma-glutamyltransferase	3.52	3	3	0	29396.425	3	
Q8IPP8	Ketoreductase domain-containing protein	57.03	12	23	11	558949.8062	17	
Q8IPQ6	Polymerase (DNA-directed), delta interacting protein 2, isoform B	3.71	1	1	0	16879.012	1	
Q8IPT0	ER membrane protein complex subunit 10	24.67	5	6	0	140694.2989	6	
Q8IPT6	small monomeric GTPase	11.95	5	9	1	20451.0596	2	
Q8IPT9	SD05439p1	43.49	11	21	0	616291.13766	15	
Q8IPU3	hydroxyacylglutathione hydrolase	35.92	10	34	0	1121636.1079	32	
Q8IPW1	Arouser, isoform A	8.2	6	7	0	47460.120129999996	7	
Q8IPZ5	Uncharacterized protein, isoform B	4.51	3	3	0	14793.874	2	
Q8IQ99	PAR-domain protein 1, isoform J	2.69	2	2	0	9182.8633	2	
Q8IQB7	MIP21654p	9.44	3	4	3	52662.2313	3	
Q8IQB8	Tequila, isoform D	2.9	4	4	0	23857.991800000003	4	
Q8IQC6	Small VCP interacting protein, isoform A	23.17	3	3	3	26738.773	3	
Q8IQD3	Uncharacterized protein, isoform C	1.57	1	1	1	35789.832	1	
Q8IQE6	Insulin receptor substrate 53 kDa, isoform A	7.06	8	9	2	82170.82087	7	
Q8IQH0	FI12817p	5.37	8	8	1	58031.666	7	
Q8IQM5	Uncharacterized protein, isoform A	19.87	5	8	1	93223.46123	7	
Q8IQM9	folate gamma-glutamyl hydrolase	2.14	1	2	1	3798.1659499999996	2	
Q8IQQ0	2-oxoglutarate dehydrogenase, mitochondrial	14.45	14	23	0	184754.9012	23	
Q8IQT0	Gamma-glutamylcyclotransferase	8.72	2	2	1	64908.388	2	
Q8IQW5	RE23625p	73.96	13	69	3	3132957.44536	56	
Q8IQX3	Uncharacterized protein, isoform A	32.26	4	4	4	25192.524100000002	4	
Q8IR41	Uncharacterized protein, isoform C	2.56	2	3	0	7525.45915	3	
Q8IR76	FAD synthase	17.35	5	5	0	31430.6156	4	
Q8IRD0	RH17559p	40.82	2	7	2	118481.48270000001	6	
Q8IRD3	Glutathione peroxidase	47.06	9	62	0	6261043.41997	61	
Q8IRH0	Puromycin-sensitive aminopeptidase	11.59	13	18	0	211288.32603	17	
Q8IRI5	Trio, isoform D	10.7	8	10	0	126716.6988	10	
Q8IRQ5	fumarate hydratase	73.45	29	159	0	8188921.43571	139	
Q8MKJ5	GEO08105p1	13.27	1	1	1	1898.4993	1	
Q8MKK1	AaRS-interacting multifunctional protein 3	6.15	1	2	1	22986.0256	2	
Q8MLP9	GEO08457p1	33.93	4	5	4	46540.4869	5	
Q8MLQ0	FI14118p	21.05	2	4	2	101057.2586	3	
Q8MLS1	5-formyltetrahydrofolate cyclo-ligase	33.33	7	15	7	473298.1053	14	
Q8MLS2	ribose-5-phosphate isomerase	34.02	6	13	6	217983.5387	13	
Q8MLW4	Uncharacterized protein, isoform A	32.29	8	15	8	467187.4404	14	
Q8MMD2	Epidermal growth factor receptor pathway substrate clone 15, isoform B	32.47	33	84	0	2864832.60267	75	
Q8MQP2	MIP16184p	7.0	2	2	0	23666.076	2	
Q8MRI4	Diphthine--ammonia ligase	1.11	1	2	1	9763.030299999999	2	
Q8MRM0	GH16740p	35.44	8	18	8	458212.32373999996	18	
Q8MRT7	SD26038p	9.2	2	2	2	24027.958	2	
Q8MRW1	SD19278p	5.83	1	1	1	5286.2935	1	
Q8MSB1	E3 ubiquitin-protein transferase MAEA	4.31	2	3	2	15858.6301	3	
Q8MSI2	GH15296p	82.01	19	124	19	12758614.2917	109	
Q8MSS7	Small ribosomal subunit protein uS2m	13.26	3	5	3	20268.4776	3	
Q8MST5	Tubulin beta chain	45.08	17	105	0	652275.0078	29	
