Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127N, Sample, n/a, SFug_M1	Abundances Count: F5: 127N, Sample, n/a, SFug_M1	Modifications
Q7K0L5	5'-nucleotidase	3.67	2	4	1	746.13916	1	
Q7K0P0	Juvenile hormone-inducible protein 26	4.1	2	3	2	11359.0346	2	
Q7K0S1	LD39211p	3.43	2	3	2	4763.9035	2	
Q7K0S5	UBX domain-containing protein 6	30.39	15	33	15	113565.85248	20	
Q7K0S6	LD36817p	21.02	8	13	8	34613.80926	10	
Q7K0T7	LD33470p	1.5	2	2	0	443.35864	1	
Q7K0W1	LD27406p	3.85	2	2	2	4880.09838	2	
Q7K0W4	LD27203p	56.4	18	61	17	1168461.05402	39	
Q7K0X9	LD23667p	8.51	2	17	2	21643.15333	13	
Q7K126	CCR4-NOT transcription complex subunit 3	5.21	5	8	5	16023.894099999998	4	
Q7K127	Alpha-galactosidase	18.71	7	24	7	258739.3056	16	
Q7K130	Dynactin subunit 4	4.67	3	4	3	10098.814999999999	2	
Q7K148	Proteasome subunit beta	21.28	6	13	6	95075.469	12	
Q7K159	LD06557p	26.22	6	8	6	4660.40021	5	
Q7K180	LD02709p	17.73	8	12	8	9177.39137	6	
Q7K188	GEO05126p1	29.68	6	49	6	1155239.85912	43	
Q7K1C0	GH23780p	46.53	5	11	1	363610.5493	9	
Q7K1C3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	11.58	4	9	4	39296.686740000005	8	
Q7K1C5	GH21176p	10.85	7	9	7	38850.97885	8	
Q7K1H0	GH09096p	16.67	6	8	6	25201.4563	7	
Q7K1M4	SD04017p	17.31	5	15	5	34024.082239999996	11	
Q7K1S1	Arginine-hydroxylase NDUFAF5, mitochondrial	9.91	4	11	4	54182.55715	10	
Q7K1W5	LD35843p	23.4	10	26	10	288640.64566	23	
Q7K204	17S U2 SnRNP complex component HTATSF1	6.65	4	6	4	6021.3748399999995	3	
Q7K221	Aspartate aminotransferase, cytoplasmic	38.22	12	26	0	289083.17265	21	
Q7K2E1	LD05247p	9.07	5	13	5	71098.70917	11	
Q7K2I4	Peptidyl-prolyl cis-trans isomerase	35.98	7	24	2	12752.3313	2	
Q7K2L7	GH27120p	17.59	3	5	3	29812.6524	4	
Q7K2N0	Endoplasmic reticulum junction formation protein lunapark	17.57	6	8	6	23504.38746	8	
Q7K2P1	Cuticular protein 50Cb	7.3	1	3	1	1715.46567	3	
Q7K2P3	GH20817p	63.48	14	46	1	158710.93838	33	
Q7K2Q8	Trafficking protein particle complex subunit 5	23.2	5	5	5	7559.641	3	
Q7K2W6	tyrosinase	23.91	16	34	16	73360.42454	19	
Q7K332	GH17623p	6.28	2	11	1	11441.91491	7	
Q7K3D4	peptidylprolyl isomerase	28.97	12	23	12	196258.5643	18	
Q7K3E2	LD34147p	38.81	22	51	22	350740.77763	40	
Q7K3H0	LD28067p	2.93	6	10	0	22467.48163	7	
Q7K3J0	T-complex protein 1 subunit theta	44.14	21	47	21	602610.57374	40	
Q7K3N4	GH26015p	16.49	7	13	7	49786.645300000004	8	
Q7K3V6	Elongation factor Tu, mitochondrial	8.77	4	6	4	23184.5643	6	
Q7K3W2	Mitochondrial-processing peptidase subunit alpha	19.06	9	22	9	66529.15944	20	
Q7K3W4	GH08941p	24.88	8	21	8	194625.32292	18	
Q7K3Y9	Spondin-1	5.04	5	7	5	8163.51398	3	
Q7K3Z3	GH01724p	39.07	15	44	15	521279.13974	36	
Q7K485	Cathepsin D	25.51	7	29	7	730503.45326	24	
Q7K4C7	choline-phosphate cytidylyltransferase	8.94	5	11	4	12857.35854	6	
Q7K4I5	UBX domain-containing protein 7	6.45	3	3	3	4053.9033	1	
Q7K4J7	LD36653p	4.06	1	1	1	970.3687	1	
Q7K4Q9	Hydroxymethylglutaryl-CoA synthase	3.44	2	3	2	5148.073630000001	2	
Q7K4T8	LD23856p	8.52	4	6	4	10011.8085	5	
Q7K4Y0	Desaturase 1, isoform A	7.57	3	3	2	5656.355750000001	3	
Q7K511	D-2-hydroxyglutarate dehydrogenase, mitochondrial	15.2	7	10	7	47273.4455	8	
Q7K519	GH16429p	6.75	3	3	3	16303.895400000001	2	
Q7K549	GH13040p	6.1	3	4	3	3945.42005	3	
Q7K568	GH10642p	13.82	5	11	5	92378.7098	10	
Q7K569	Glycerol-3-phosphate dehydrogenase	19.48	16	42	16	469753.75591	41	
Q7K5J8	Cuticular protein 57A, isoform A	34.78	6	25	6	200000.57254999998	20	
Q7K5M6	GH04176p	19.59	6	16	6	84293.24463	12	
Q7K7G0	Coatomer subunit delta	13.94	8	23	0	246876.2602	20	
Q7K860	FI07231p	33.33	5	18	5	554448.7178	14	
Q7K8X7	Glutathione S transferase E9	27.15	6	28	6	367031.58083	24	
Q7K9H6	Zinc finger FYVE domain-containing protein	3.2	4	6	4	1125.94476	2	
Q7KJ08	receptor protein-tyrosine kinase	3.41	6	8	6	4981.30287	4	
Q7KK54	MIP07328p	2.21	2	3	2	16949.0048	3	
Q7KK90	GH14654p	47.77	7	29	7	731715.38393	26	
Q7KKI0	T-complex protein 1 subunit epsilon	19.74	12	22	1	137054.8581	20	
Q7KLE5	Amphiphysin	41.86	27	94	3	1123386.98877	75	
Q7KLW9	Pre-mRNA-processing factor 19	16.04	8	15	8	85030.6435	12	
Q7KLX3	Translocon-associated protein subunit delta	24.7	4	18	4	129602.94275	10	
Q7KM15	Transcription factor BTF3	39.05	5	6	5	53239.4459	4	
Q7KMM4	Glucosidase II subunit alpha	4.0	4	5	4	3915.5546	2	
Q7KMP8	26S proteasome non-ATPase regulatory subunit 13	16.23	7	17	7	141571.65454000002	13	
Q7KMQ0	26S proteasome regulatory subunit 7	57.51	25	63	23	613864.83037	46	
Q7KMS3	Dynein light chain roadblock	22.68	3	4	3	9663.88537	4	
Q7KN61	Farnesyl pyrophosphate synthase	3.82	2	2	2	10218.938	1	
Q7KN75	Dodeca-satellite-binding protein 1, isoform A	14.83	22	43	22	153385.83815999998	37	
Q7KN94	Electron transfer flavoprotein subunit alpha	78.48	21	113	21	2683119.69733	90	
Q7KND8	FI09619p	9.18	8	10	8	15245.89853	8	
Q7KNM2	Dorsal interacting protein 4	23.27	4	20	4	330895.66743000003	18	
Q7KRT4	GH07253p	2.47	1	1	0	1642.3234	1	
Q7KRZ3	Exocyst complex component 8	6.25	5	7	0	9188.4532	6	
Q7KS11	Uracil-DNA degrading factor, isoform B	9.49	3	6	3	10036.53796	5	
Q7KSD3	non-specific serine/threonine protein kinase	8.7	2	3	0	28792.6359	3	
Q7KSE4	GH05443p	5.39	4	5	4	10691.73846	5	
Q7KSM5	SUMO-activating enzyme subunit 1	30.56	9	17	9	132280.8322	14	
Q7KSQ0	Citrate transport protein	26.81	10	28	10	715947.77468	26	
Q7KSQ2	Tyrosine-protein kinase	5.95	5	6	0	10270.982539999999	6	
Q7KSV7	Uncharacterized protein, isoform D	9.49	3	3	0	1600.7239	1	
Q7KSW3	pyridoxal 5'-phosphate synthase	42.19	11	42	1	171728.36442	29	
Q7KT11	Glyoxylate reductase/hydroxypyruvate reductase	59.2	13	35	0	472820.15387	24	
Q7KT58	GH08155p	7.03	4	6	4	9903.39785	5	
Q7KT70	FI18641p1	4.18	4	4	4	6977.934130000001	4	
Q7KTA1	HL01444p	20.43	10	22	10	91876.30113	17	
Q7KTG2	Apolipoprotein lipid transfer particle	3.85	19	26	19	91823.8619	25	
Q7KTJ7	Basigin, isoform G	28.55	19	87	5	2088170.49901	75	
Q7KTN9	FI01009p	4.26	3	3	0	5048.7199	2	
Q7KTP7	LP22840p	61.88	10	18	10	86558.24479	14	
Q7KTW5	Inositol-1-monophosphatase	56.12	16	54	16	1451967.77613	40	
Q7KUA4	SUMO-activating enzyme subunit	18.14	12	21	12	102115.60051999999	18	
Q7KUB3	Ecdysone-inducible gene E1, isoform A	3.03	4	5	4	9957.9271	3	
Q7KUC2	Pyridoxal kinase	36.18	11	37	10	267941.02926	32	
Q7KUD4	phospholipase A2	3.95	4	6	0	10501.288100000002	3	
Q7KUK9	Uncharacterized protein, isoform B	9.36	17	32	8	79153.25962	23	
Q7KUT5	Protein MIX23	21.01	3	4	0	7750.832179999999	3	
Q7KUU5	Sulfhydryl oxidase	13.41	4	7	0	20077.35606	4	
Q7KUW2	5' nucleotidase B, isoform B	5.56	4	6	0	11827.3637	4	
Q7KUX7	Eukaryotic translation initiation factor 4H	56.42	15	46	0	117633.7977	21	
Q7KV27	alanine transaminase	47.01	23	110	0	3749249.66321	97	
Q7KV34	Pinkman	39.06	24	47	24	846084.7347799999	39	
Q7KV94	Purine nucleoside phosphorylase	6.52	2	2	1	6763.83626	2	
Q7KVB1	Iron-sulfur clusters transporter ABCB7, mitochondrial	3.67	3	3	0	635.9776	1	
Q7KVI9	Uncharacterized protein, isoform B	22.04	4	23	1	72855.11587000001	13	
Q7KVL7	Vacuolar protein sorting-associated protein 35	2.24	2	2	0	854.04442	2	
Q7KVX1	Pyruvate dehydrogenase E1 component subunit alpha	48.76	18	101	0	2302814.8448199998	79	
Q7KY04	small monomeric GTPase	15.96	3	10	2	15218.089	2	
Q7PL91	GEO11417p1	26.6	3	13	3	113855.8195	10	
Q7PLE9	Ras-related protein Rab-21	8.56	2	3	1	2462.659	1	
Q7PLI0	P120 catenin	10.5	10	17	10	77523.26814	13	
Q7PLL3	Eukaryotic initiation factor 4B	33.12	15	31	2	142537.17877	26	
Q7PLS1	LD01937p	11.46	5	8	0	16742.89406	7	
Q7PLT4	Translocase of the inner mitochondrial membrane 17b, isoform A	24.28	4	7	4	9800.322259999999	4	
Q7YU88	SD08871p	5.67	6	8	0	3329.8057	1	
Q86B44	Glutathione synthetase	11.03	6	11	0	28181.29945	6	
Q86B74	WASp, isoform C	16.19	7	10	0	8031.3231399999995	5	
Q86B93	Uncharacterized protein, isoform D	8.54	1	1	0	7102.237	1	
Q86BG8	Terminal ADP-ribose protein glycohydrolase 2, isoform C	5.62	2	2	0	4012.0079	2	
Q86BI3	Zinc-finger protein at 72D, isoform B	17.31	15	26	3	80684.09657	22	
Q86BM0	Uncharacterized protein, isoform A	30.62	8	23	8	65998.59739	14	
Q86BM5	A kinase anchor protein 200, isoform D	20.07	15	41	3	360713.45231	35	
Q86BP1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	29.79	10	25	0	206104.01247	24	
Q86BQ4	Histidine triad nucleotide binding protein 1, isoform B	65.08	6	28	0	409772.46576	25	
Q86BR8	Mitochondrial transcription factor A, isoform B	37.68	13	45	0	229988.7506	40	
Q86BS3	Chromator, isoform A	27.65	20	50	20	124630.77372	37	
Q86BS7	Glycogen debranching enzyme	3.17	6	9	0	11847.4035	4	
Q86PD3	Persulfide dioxygenase ETHE1, mitochondrial	21.51	7	17	7	116423.1142	15	
Q86PF5	PRKCA-binding protein	8.62	5	7	0	14966.9264	5	
Q8I099	Uncharacterized protein, isoform A	16.56	5	8	5	46399.36547	7	
Q8I0D4	RE20510p	20.9	17	39	0	469343.61512000003	26	
Q8I0J3	Mitochondrial ribosomal protein S21, isoform A	35.63	3	6	3	15376.060300000001	5	
Q8I0P9	acid phosphatase	1.76	1	2	0	6050.4077	1	
Q8I725	Glyoxylate reductase/hydroxypyruvate reductase	23.63	10	20	10	81312.58245	18	
Q8I930	GH14147p	4.68	3	4	0	5838.8754	3	
Q8I941	GH16843p	28.83	7	29	7	153748.25546000001	23	
Q8IGI1	Misexpression suppressor of KSR 2, isoform J	18.8	8	19	1	5376.738600000001	4	
Q8IGY1	RE08101p	33.61	41	326	0	5317189.0683699995	144	
Q8IH23	GEO02102p1	43.7	5	11	5	41190.8956	9	
Q8IM93	FI18814p1	36.72	17	40	17	131507.19324	27	
Q8IMF4	RE24176p	10.11	5	7	0	8328.46314	4	
Q8IMJ0	VhaAC45-related protein, isoform A	16.41	7	31	0	343708.65175	24	
Q8IMK7	Alphabet, isoform B	7.28	3	4	0	12348.65	3	
Q8IMQ8	RH29536p	33.72	10	31	0	296245.81788	28	
Q8IMT3	IP12392p	5.95	3	4	3	3163.16394	2	
Q8IMT6	FI01822p	6.64	3	6	3	32814.85188	5	
Q8IMU2	RE10237p	13.88	3	5	0	12376.38464	3	
Q8IMV6	Scaffold attachment factor B, isoform B	4.42	3	3	3	1683.3275	1	
Q8IMX4	FI04408p	6.6	2	7	0	16289.139439999999	6	
Q8IMX8	U6 snRNA-associated Sm-like protein LSm3	40.78	4	13	4	58467.27496	10	
Q8IN49	MIP05539p	7.19	7	14	7	63679.1783	11	
Q8IN51	FI17609p1	21.17	3	9	3	22979.658900000002	6	
Q8IN95	Nuclear migration protein nudC	5.56	2	2	2	1602.86784	2	
Q8INA9	Fasciclin 1, isoform C	43.97	29	147	1	27020.516	4	
Q8ING0	Peptidase S1 domain-containing protein	6.92	4	8	4	16660.88665	5	
Q8INH5	Aminopeptidase	5.65	6	9	0	16841.067900000002	9	
Q8INQ9	LIM domain-containing protein	10.63	4	5	0	37750.7511	5	
Q8INU6	Glyoxylate reductase/hydroxypyruvate reductase	16.21	6	16	4	18440.116439999998	7	
Q8IP52	RE16941p	3.69	4	4	4	555.8929	1	
Q8IP62	Small ribosomal subunit protein mS23	23.28	4	4	4	4143.82504	3	
Q8IP80	ethanolamine-phosphate cytidylyltransferase	24.93	10	32	1	256768.90058	27	
Q8IP94	threonine--tRNA ligase	5.36	4	6	0	12979.00697	5	
Q8IP97	Peroxin-19	54.11	10	30	10	496391.4656	25	
Q8IPA5	RE15581p	6.07	2	2	0	9434.3125	1	
Q8IPB1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	37.93	6	9	0	17480.65573	8	
Q8IPD8	Cuticular protein 30F	40.41	6	12	6	86571.068	9	
Q8IPE8	Trifunctional enzyme subunit alpha, mitochondrial	62.77	38	117	1	1614334.92959	98	
Q8IPG8	Uncharacterized protein	17.77	4	12	4	38466.7072	11	
Q8IPK0	Stathmin, isoform B	5.3	2	2	0	1592.8212	1	
Q8IPP8	Ketoreductase domain-containing protein	45.31	9	24	8	178217.85373	17	
Q8IPQ6	Polymerase (DNA-directed), delta interacting protein 2, isoform B	6.5	2	2	0	689.29504	1	
Q8IPT0	ER membrane protein complex subunit 10	18.94	4	4	0	26039.1181	3	
Q8IPT9	SD05439p1	36.84	12	19	0	229015.55200000003	14	
Q8IPU3	hydroxyacylglutathione hydrolase	29.31	9	60	0	567558.28602	48	
Q8IPU7	BNIP3, isoform C	10.17	2	3	0	6917.45554	3	
Q8IPW1	Arouser, isoform A	10.81	8	14	0	17590.26286	11	
Q8IPZ5	Uncharacterized protein, isoform B	15.12	8	14	0	18194.757550000002	10	
Q8IQ99	PAR-domain protein 1, isoform J	4.11	3	4	0	10642.818	4	
Q8IQB7	MIP21654p	9.44	3	5	3	955.1850300000001	2	
Q8IQB8	Tequila, isoform D	5.66	7	7	1	10625.6304	4	
Q8IQC6	Small VCP interacting protein, isoform A	42.68	6	10	6	24180.91502	7	
Q8IQD3	Uncharacterized protein, isoform C	5.3	3	6	3	30103.87664	4	
Q8IQD7	Phospholipid scramblase	5.15	1	3	0	8471.7822	3	
Q8IQE6	Insulin receptor substrate 53 kDa, isoform A	7.34	9	17	2	31676.32963	13	
Q8IQH0	FI12817p	5.22	8	11	0	18784.0999	8	
Q8IQM5	Uncharacterized protein, isoform A	20.82	6	14	1	45637.9696	10	
Q8IQM9	folate gamma-glutamyl hydrolase	6.43	3	5	3	4413.8228	3	
Q8IQQ0	2-oxoglutarate dehydrogenase, mitochondrial	15.63	17	30	1	35422.27214	21	
Q8IQT0	Gamma-glutamylcyclotransferase	8.72	2	3	1	17519.4697	2	
Q8IQV4	Lysosome-associated membrane glycoprotein 2-like luminal domain-containing protein	2.71	2	4	2	17338.6691	4	
Q8IQW5	RE23625p	79.17	16	78	4	1734708.8022	58	
Q8IR41	Uncharacterized protein, isoform C	0.61	1	1	0	900.7202	1	
Q8IR72	FI19011p1	10.06	1	3	1	11634.9674	2	
Q8IR76	FAD synthase	12.59	4	7	0	17104.65855	6	
Q8IRD0	RH17559p	42.86	3	12	3	84271.9565	10	
Q8IRD3	Glutathione peroxidase	51.68	11	86	0	2098771.89232	71	
Q8IRH0	Puromycin-sensitive aminopeptidase	14.15	17	31	0	136161.6507	24	
Q8IRI5	Trio, isoform D	8.83	7	10	0	17452.5883	8	
Q8IRQ5	fumarate hydratase	74.95	29	186	0	4100649.10209	142	
Q8MKK1	AaRS-interacting multifunctional protein 3	15.08	3	6	3	23933.78025	5	
Q8MLP9	GEO08457p1	16.96	2	5	2	3618.7564	2	
Q8MLQ0	FI14118p	21.05	2	3	2	31297.5838	3	
Q8MLS1	5-formyltetrahydrofolate cyclo-ligase	17.91	4	14	4	55100.34151	10	
Q8MLS2	ribose-5-phosphate isomerase	25.31	5	5	5	25844.4204	5	
Q8MLW0	Receptor protein-tyrosine kinase	0.8	1	1	0	848.156	1	
Q8MLW4	Uncharacterized protein, isoform A	31.39	8	17	8	120704.9939	15	
Q8MMD2	Epidermal growth factor receptor pathway substrate clone 15, isoform B	32.55	32	79	0	1419662.96417	72	
Q8MQP2	MIP16184p	7.0	2	5	0	37685.546	4	
Q8MRI4	Diphthine--ammonia ligase	5.99	5	5	5	13375.1029	2	
Q8MRM0	GH16740p	23.63	6	17	6	59588.50373	13	
Q8MRS5	AT03104p	3.18	3	3	0	1722.3567	1	
Q8MRT7	SD26038p	13.22	3	7	3	35335.3451	7	
Q8MS69	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	4.73	2	3	2	4581.3240000000005	2	
Q8MSB1	E3 ubiquitin-protein transferase MAEA	11.17	4	4	4	2092.0989	1	
Q8MSI2	GH15296p	77.78	17	127	17	4123860.91022	97	
Q8MSS7	Small ribosomal subunit protein uS2m	13.26	3	4	3	2845.1919	2	
Q8MST5	Tubulin beta chain	47.92	18	97	0	568263.7272	36	
Q8MT58	Carnosine dipeptidase 2, isoform A	44.77	20	64	4	1176371.26363	55	
Q8MZ07	GEO07581p1	10.96	2	5	2	7316.73267	3	
Q8MZI3	RNA helicase	17.36	13	23	6	112162.70384	15	
Q8SWS2	RE29468p	39.05	5	14	0	106640.22224	9	
Q8SWS3	RE26528p	17.13	2	3	2	70916.312	3	
Q8SWZ6	RH51312p	8.33	2	3	2	2508.13585	2	
Q8SX35	GEO07743p1	33.33	3	8	1	30968.73526	6	
Q8SX50	RE04530p	14.96	6	11	0	22444.05784	9	
Q8SX54	CLIP domain-containing serine protease	2.78	1	1	1	357.0562	1	
Q8SX57	LD44221p	42.41	8	19	8	95216.2387	16	
Q8SX78	LD05679p	19.7	8	11	8	14971.49637	8	
Q8SX89	Kugelkern, isoform A	9.82	5	6	5	17854.066600000002	5	
Q8SXC2	FI04487p	7.56	4	4	4	6922.0737	3	
Q8SXD5	GH02216p	53.85	11	59	2	363734.54472	39	
Q8SXE1	RH69521p	6.23	3	3	3	411.42603	1	
Q8SXF0	Small ribosomal subunit protein uS9m	8.35	4	9	4	49582.0993	7	
Q8SXF2	RH40246p	10.75	5	7	5	13455.8264	5	
Q8SXG7	tRNA selenocysteine-associated protein 1	5.06	2	2	2	4815.6591	2	
Q8SXK0	RE18748p	10.55	3	3	3	3194.28516	3	
Q8SXM8	Lysine--tRNA ligase	21.95	13	35	0	112627.50178	27	
Q8SXP8	TAR DNA-binding protein 43	9.98	5	5	2	15760.9466	3	
Q8SXQ1	aldehyde dehydrogenase (NAD(+))	28.15	13	30	13	93434.03735	17	
Q8SXQ5	Glutaredoxin-related protein 5, mitochondrial	10.06	2	6	2	129442.00675	3	
Q8SXS0	RE40914p	11.92	4	6	4	5210.3134900000005	5	
Q8SXX1	Phosphatidylinositol 5-phosphate 4-kinase, isoform A	35.15	13	28	13	260338.54363	21	
Q8SY13	Beaten path IIIc, isoform A	8.62	4	6	0	12847.01058	5	
Q8SY19	Microsomal glutathione S-transferase 1	13.16	2	10	1	123918.42025	8	
Q8SY58	Ketimine reductase mu-crystallin	6.48	2	3	2	940.7543	1	
Q8SY67	lysozyme	35.85	3	3	3	44623.2417	3	
Q8SY69	MICOS complex subunit MIC10	29.17	3	11	3	229142.68296	10	
Q8SYC4	RE68566p	1.97	1	1	1	593.81866	1	
Q8SYD9	Endophilin B, isoform A	57.69	19	89	0	1297336.9958600001	76	
Q8SYG3	E2 ubiquitin-conjugating enzyme	52.98	9	22	1	218408.39781999998	15	
Q8SYH8	RE57644p	19.78	5	13	1	41495.33927	9	
Q8SYJ2	GEO09626p1	61.45	8	53	8	2054277.91542	47	
Q8SYN0	RE52086p	9.56	4	5	4	6440.4295	3	
Q8SYQ4	RE42475p	52.03	10	68	10	822620.17386	50	
Q8SYQ8	RE40412p	32.35	5	10	5	35858.703480000004	10	
Q8SZK5	RH26533p	10.93	3	5	3	11646.55754	4	
Q8SZK9	HL04814p	47.19	11	54	11	1500627.58988	44	
Q8SZM2	RH04334p	28.15	10	38	10	987041.5663500001	32	
Q8SZN1	GEO08217p1	51.61	7	31	3	488450.0549	24	
Q8T0I9	GH27479p	23.63	10	27	1	202706.99301	21	
Q8T0J5	GH26851p	29.62	9	33	0	332623.66257	30	
Q8T0N5	GH17516p	16.56	6	16	6	130022.0895	14	
Q8T0U6	Serine/threonine-protein phosphatase	12.15	6	13	0	20031.613299999997	5	
Q8T0V2	GH02495p	21.25	10	23	0	79178.82191	19	
Q8T389	Endophilin B	56.35	18	77	0	3779.9116	1	
Q8T3V6	Large ribosomal subunit protein uL29m	6.27	2	2	2	357.41785	1	
Q8T3W8	Venom allergen-1	20.61	6	10	0	22585.89605	6	
Q8T4G5	AFG3 like matrix AAA peptidase subunit 2, isoform A	26.51	22	41	2	297731.8961	37	
Q8T6I0	Achaete scute target 1, isoform B	50.94	25	77	0	875423.36761	61	
Q8T972	N-terminal E2 ubiquitin-conjugating enzyme	6.49	1	2	0	13530.346000000001	2	
Q8WR19	AFGF intracellular binding protein	2.23	1	1	1	5318.737	1	
Q94513	Boundary element associated factor	12.41	5	12	1	14935.71423	6	
Q94533	Ribosomal protein S6 kinase	5.31	3	7	3	22206.17724	6	
Q95NU8	GH16255p	16.25	8	18	8	96338.25995	15	
Q95NV8	Allatostatin C, isoform B	9.92	1	4	0	18159.56898	3	
Q95PE4	GEO07784p1	6.17	1	1	1	431.76263	1	
Q95R34	GH16463p	9.71	3	4	3	7362.0744	2	
Q95R98	Protein phosphatase methylesterase 1	12.22	5	11	5	39656.1419	6	
Q95RB1	Pre-mRNA-splicing factor RBM22	18.66	8	19	8	31540.7516	13	
Q95RB2	Cuticular protein 49Ae	81.34	9	171	9	11164647.18949	125	
Q95RE4	LD37574p	44.32	15	30	1	26784.59617	18	
Q95RF6	LD34461p	43.27	5	7	5	28718.25	4	
Q95RI2	LD28549p	27.78	9	14	9	30766.55346	8	
Q95RI7	Survival of motor neuron-related-splicing factor 30	24.69	6	8	1	22304.44314	7	
Q95RQ1	LD16414p	3.71	2	2	2	442.606	1	
Q95RR6	LD15002p	64.6	17	77	0	40542.269	2	
Q95RS6	Phenoloxidase-activating factor 2	17.34	6	13	6	76338.206	12	
Q95RV5	Ribulose-phosphate 3-epimerase	12.22	2	4	2	140592.1656	4	
Q95RY2	LD01461p	20.61	5	11	1	71365.37945	9	
Q95SH0	GH26463p	5.58	5	6	5	6431.868	1	
Q95SH2	Charged multivesicular body protein 1, isoform A	33.99	9	38	9	163265.64305	28	
Q95SH7	GH26007p	7.94	2	3	2	701.83765	1	
Q95SI7	GH23390p	75.09	17	43	17	804869.60906	37	
Q95SN8	GH12395p	26.76	5	14	5	127672.057	11	
Q95TK5	LD44914p	12.95	7	17	7	50962.6802	11	
Q95TL8	Endoplasmic reticulum protein 44, isoform A	30.58	13	39	0	366884.02992	30	
Q95TP0	LD34582p	1.97	1	1	1	2673.5652	1	
Q95TZ7	GH19182p	79.35	28	155	0	1554764.71365	105	
Q95U15	GH14252p	82.05	32	274	0	899391.05249	22	
Q95U34	GH11113p	20.41	10	36	10	213358.48181	27	
Q95WY3	Nucleolar protein 56	9.68	5	6	5	37912.0802	6	
Q960D4	SD06560p	22.09	14	22	0	98942.29754	18	
Q960M4	Peroxiredoxin-5	64.74	12	97	12	3303707.78836	72	
Q960Y8	Aluminum tubes, isoform G	21.28	19	34	0	76734.02693	23	
Q961B3	5'-nucleotidase domain-containing protein 1	4.49	3	5	0	6710.47282	3	
Q961B9	LD24073p	8.37	4	4	4	8493.278	1	
Q961C8	LD22649p	15.3	5	10	0	14417.116119999999	8	
Q961E7	phosphorylase kinase	10.74	5	5	1	9960.980800000001	3	
Q961K6	GH19047p	4.19	3	3	3	5623.77873	3	
Q961Q8	GH10454p	10.86	5	7	5	22968.6635	5	
Q961T9	GH07914p	35.88	6	11	6	69629.60246	8	
Q961X4	Combover, isoform B	10.01	8	13	0	39611.518	8	
Q966T5	Paxillin, isoform D	37.06	7	18	2	30555.21863	6	
Q967S0	Amidophosphoribosyltransferase	10.97	6	11	0	22694.13633	8	
Q9I7I3	GH12831p	9.56	3	4	3	2845.3301	2	
Q9I7J0	GH21596p	73.37	11	57	11	937531.65315	41	
Q9I7K3	N-acyl-aliphatic-L-amino acid amidohydrolase	3.49	2	4	2	10055.3654	3	
Q9I7L9	Uncharacterized protein, isoform A	15.91	6	8	0	11490.406780000001	6	
Q9I7M3	Uncharacterized protein, isoform A	48.17	12	30	1	540644.33795	26	
Q9I7Q5	Cuticular protein 65Au, isoform A	65.09	7	19	7	949707.19995	18	
Q9NCC3	Sorting nexin	14.34	8	16	8	52476.10391	16	
Q9NF31	EG:BACN25G24.3 protein (Fbgn0004860;ph-d protein)	2.35	3	3	0	419.621	1	
Q9U1K7	Thioredoxin domain-containing protein 17	16.3	3	10	3	54470.21466	5	
Q9U1L2	EG:BACR7A4.14 protein	37.05	9	16	9	74235.83353	13	
Q9U6P7	FI18813p1	14.35	7	9	7	41357.5251	8	
Q9U6R9	Gamma-soluble NSF attachment protein	57.28	17	44	15	469985.60468	39	
Q9U9Q2	Neosin, isoform A	12.13	5	6	5	14203.22568	4	
Q9V393	Kurtz arrestin	10.0	5	9	5	66024.65429	8	
Q9V396	Carbonic anhydrase	46.67	12	54	12	897322.12689	40	
Q9V3A8	Ergic53, isoform A	11.13	7	10	7	35639.82827	7	
Q9V3C8	DShc protein	3.42	2	3	2	3334.4482	1	
Q9V3D9	Signal recognition particle 54 kDa protein	13.19	8	16	8	79377.16532	13	
Q9V3E3	Large ribosomal subunit protein mL50	10.05	2	3	2	4360.1075	2	
Q9V3E7	LD24793p	42.48	12	35	12	229672.92038	28	
Q9V3E9	RNA polymerase II-associated protein 3	5.24	3	4	3	11069.9333	4	
Q9V3F8	Pyrroline-5-carboxylate reductase	25.71	5	13	5	160006.0397	13	
Q9V3H0	DNAation factor-related protein 4	4.22	2	2	2	957.483	1	
Q9V3I0	EG:BACR42I17.2 protein	6.09	2	8	2	26883.1558	8	
Q9V3L7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	48.0	4	6	4	82785.1045	6	
Q9V3N7	dihydropyrimidinase	38.03	21	56	6	687788.94836	44	
Q9V3N9	B6	5.73	4	6	4	27661.5602	3	
Q9V3P3	LD45860p	40.0	10	21	10	326326.62113	18	
Q9V3Q4	thioredoxin-dependent peroxiredoxin	11.16	3	9	3	53650.572700000004	8	
Q9V3R3	GPN-loop GTPase	5.5	2	3	2	5254.8722	2	
Q9V3T8	LD32469p	14.36	4	5	4	36384.061200000004	5	
Q9V3U6	26-29kD-proteinase	24.41	11	43	11	910984.38032	37	
Q9V3V2	peptidylprolyl isomerase	67.59	13	44	1	644503.05259	41	
Q9V3V6	26S proteasome regulatory complex subunit p50	53.27	21	64	20	1181335.31156	52	
