Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 126, Sample, n/a, SFug_F3	Abundances Count: F8: 126, Sample, n/a, SFug_F3	Modifications
Q59E01	FI02065p	7.44	5	6	0	18567.6314	4	
Q59E14	Neural cell adhesion molecule 2	8.12	4	5	4	24721.8505	4	
Q5BIA9	RE10908p	0.99	1	1	1	21371.928	1	
Q5LJT3	MIP01391p	25.1	4	10	4	354417.5138	10	
Q5U124	alpha-glucosidase	20.95	11	16	0	725766.4147	14	
Q5U126	GEO11286p1	59.42	7	33	7	5450711.998	31	
Q5U191	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	25.11	8	12	1	236644.3782	11	
Q5U1B0	Beta hydroxy acid dehydrogenase 2	10.16	3	4	3	17805.3933	4	
Q6IDF5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	55.75	8	29	8	1791014.8415	27	
Q6IGM9	LYR motif-containing protein 2	28.89	3	4	3	39851.46053	3	
Q6IGN6	HDC05827	50.0	4	7	4	247767.932	7	
Q6IGW6	GEO13367p1	44.23	2	5	2	59401.4995	3	
Q6IHY5	Cytochrome c oxidase subunit 7A-like 2, isoform A	35.48	2	20	2	4053489.7061	19	
Q6IIF2	GEO11103p1	24.29	3	4	3	11749.4097	3	
Q6IL43	GEO11093p1	27.71	2	4	2	247518.5237	4	
Q6NL44	GH28815p	13.18	6	6	6	52227.6977	5	
Q6NLJ9	AT19138p	53.41	5	6	5	72984.8647	4	
Q6NMY2	RH54371p	36.81	6	28	6	4260359.687	18	
Q6NNV2	RE44043p	5.5	2	2	0	205281.182	2	
Q6NNV7	RH03309p	47.37	7	19	1	1379921.5706	18	
Q6NP69	GST-containing FLYWCH zinc-finger protein	4.88	4	5	1	79944.0715	4	
Q6NP72	GEO09659p1	33.33	4	18	4	754725.0422	18	
Q76NQ0	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	6.55	3	3	3	67954.9614	3	
Q76NR6	Regucalcin	81.19	23	173	0	19522674.27742	158	
Q7JMV3	Calcium/calmodulin-dependent protein kinase type 1	23.7	9	11	1	440581.5965	11	
Q7JMZ0	small monomeric GTPase	16.29	4	5	4	37427.27944	5	
Q7JNE1	Regulatory protein zeste	28.03	10	14	10	430233.3854	13	
Q7JPS2	Igloo, isoform A	55.83	12	29	4	2568420.20994	27	
Q7JQH9	carnitine O-palmitoyltransferase	2.56	2	2	0	4252.7258999999995	2	
Q7JQR3	Sulfhydryl oxidase	24.65	16	30	16	1100221.0033	27	
Q7JQX9	FI14001p1	7.6	5	5	1	48815.0364	5	
Q7JR58	Probable enoyl-CoA hydratase, mitochondrial	56.61	15	119	15	18857625.7297	109	
Q7JR69	Cuticular protein 49Ac, isoform C	37.65	10	18	0	680614.9844	16	
Q7JRB2	RH09039p	4.52	1	1	1	753.65875	1	
Q7JRC3	Epoxide hydrolase	5.7	3	4	2	134489.4108	3	
Q7JRF1	RE48509p	8.67	2	3	1	16540.303	2	
Q7JRH5	RE28271p	5.61	3	3	3	20679.276	2	
Q7JRL9	GH25289p	70.78	13	48	1	5306648.243	47	
Q7JRN6	GH06388p	11.21	3	8	3	60087.9346	6	
Q7JS69	FI04632p	40.84	11	75	1	2026515.3566	14	
Q7JUN9	Deoxyribonuclease TATDN1	11.0	3	3	3	10656.423999999999	3	
Q7JUS1	NADP-retinol dehydrogenase	9.97	3	6	2	22831.43966	2	
Q7JUS9	Phosphate carrier protein, mitochondrial	32.35	15	44	12	4982226.3695	33	
Q7JV09	GH28348p	6.55	7	8	3	82323.3941	8	
Q7JV69	SD11922p	10.96	4	6	4	310279.39540000004	6	
Q7JVG2	diphosphoinositol-polyphosphate diphosphatase	23.73	3	4	3	70288.5242	4	
Q7JVH6	LD24696p	37.3	11	25	10	1312401.9932000001	15	
Q7JVI6	Glutathione S transferase E13, isoform A	18.58	4	12	4	385745.571	10	
Q7JVK6	Translin	22.13	5	11	5	392729.3585	9	
Q7JVK8	GEO08987p1	71.92	10	16	10	875157.0791999999	15	
Q7JVM1	GH25962p	11.79	3	6	3	78460.93239999999	4	
Q7JVX3	Zinc carboxypeptidase A 1	13.28	6	7	0	204497.31999999998	7	
Q7JVZ8	Glutathione S transferase E11, isoform A	24.44	6	9	6	433269.91500000004	8	
Q7JW03	Ubiquitin-conjugating enzyme E2 H	27.32	6	11	6	405506.44749999995	9	
Q7JW07	LD08826p	5.63	1	1	1	2607.6858	1	
Q7JW48	RE12410p	2.23	1	2	1	30883.26	1	
Q7JW66	LD21545p	4.83	2	2	2	47783.918	2	
Q7JWD6	Elongin-C	63.25	7	34	7	2862782.35528	30	
Q7JWF1	Electron transfer flavoprotein-ubiquinone oxidoreductase	26.32	16	41	16	3446501.3328	39	
Q7JWH5	RING-box protein 2	19.47	1	1	1	14128.534	1	
Q7JWQ7	RE01730p	14.62	5	8	5	105885.1106	8	
Q7JWR4	GH19585p	9.09	1	1	1	25934.29	1	
Q7JWU9	AT07420p	30.12	8	10	8	111702.10399999999	8	
Q7JWX3	GH10112p	35.92	11	23	11	654208.4003	21	
Q7JX87	1-Cys peroxiredoxin	50.0	9	54	1	699311.89407	9	
Q7JX94	Phospholipase A2	15.61	3	4	3	4413.2943000000005	2	
Q7JXB5	Phosphoenolpyruvate carboxykinase [GTP]	17.4	11	13	2	381162.8008	12	
Q7JXB9	Endonuclease	16.77	5	5	5	841018.842	5	
Q7JXC4	CG6459 protein	35.74	7	44	7	8037500.0036700005	43	
Q7JXW8	Off-track2	12.24	5	5	5	78325.774	4	
Q7JXZ2	cystathionine gamma-lyase	19.34	7	13	7	689471.6439	12	
Q7JYH3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	28.24	4	8	4	1660769.912	7	
Q7JYW9	Phosphotransferase	22.25	10	12	10	564416.8470000001	10	
Q7JYX5	Vesicle-associated membrane protein 7	11.93	3	3	3	64953.4131	3	
Q7JYZ0	lysozyme	39.13	4	10	4	159455.7479	10	
Q7JYZ9	Glutathione S transferase E2	37.1	8	21	8	978020.3249	19	
Q7JZB1	RE49860p	3.58	1	1	1	18731.201	1	
Q7JZD3	Eb1, isoform A	52.92	13	35	0	2216046.1832999997	29	
Q7JZD5	Dorsal interacting protein 3	9.2	3	3	3	6130.442999999999	2	
Q7JZF5	DNA-directed RNA polymerases I, II, and III subunit RPABC1	15.24	3	4	3	223092.72999999998	4	
Q7JZK1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	64.52	12	40	12	5372134.03348	36	
Q7JZN0	Protein transport protein Sec61 subunit beta	56.0	5	21	5	251911.44162	20	
Q7JZR5	asparagine--tRNA ligase	4.57	2	2	2	6507.8676	2	
Q7JZW0	Cuticular protein 51A	62.5	9	32	9	1926634.0203	29	
Q7JZW2	40S ribosomal protein S15	61.49	7	32	2	2501573.1999	32	
Q7K012	Brahma associated protein 55kD	15.76	5	10	5	134199.32986	9	
Q7K076	GEO08269p1	34.35	3	4	0	93034.06805	4	
Q7K084	Odorant-binding protein 44a, isoform A	70.63	17	184	17	29552188.87757	165	
Q7K0A0	Large ribosomal subunit protein mL42	8.06	1	1	1	10512.323	1	
Q7K0B6	Glutathione S transferase T1	67.98	17	32	17	1698129.7126	31	
Q7K0E6	Aspartate--tRNA ligase, cytoplasmic	22.79	9	13	9	212376.7519	12	
Q7K0L5	5'-nucleotidase	2.17	1	1	1	1576.348	1	
Q7K0P0	Juvenile hormone-inducible protein 26	8.2	4	4	4	68103.07639999999	4	
Q7K0S1	LD39211p	3.66	2	2	2	50573.2625	2	
Q7K0S5	UBX domain-containing protein 6	34.24	15	27	15	617704.2234499999	25	
Q7K0S6	LD36817p	27.56	10	14	10	477381.9793	14	
Q7K0T7	LD33470p	2.07	2	3	0	4920.085	1	
Q7K0W1	LD27406p	3.67	2	2	2	29386.995000000003	2	
Q7K0W4	LD27203p	57.93	19	64	18	9169983.6812	59	
Q7K0X9	LD23667p	28.72	6	13	6	240270.5811	12	
Q7K126	CCR4-NOT transcription complex subunit 3	5.33	4	5	4	114998.6946	3	
Q7K127	Alpha-galactosidase	35.97	13	22	13	762520.0536	22	
Q7K130	Dynactin subunit 4	13.04	5	6	5	28898.3667	4	
Q7K148	Proteasome subunit beta	17.73	5	7	5	149356.211	7	
Q7K159	LD06557p	13.11	4	5	4	29449.4328	5	
Q7K180	LD02709p	23.18	10	13	10	237457.6888	12	
Q7K188	GEO05126p1	32.9	7	45	7	13316578.47994	40	
Q7K1C0	GH23780p	50.5	7	12	1	931851.509	11	
Q7K1C3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	18.25	6	10	6	407413.0269	10	
Q7K1C5	GH21176p	6.62	4	5	4	314873.22640000004	5	
Q7K1H0	GH09096p	20.37	6	7	6	172573.4209	7	
Q7K1M4	SD04017p	24.68	8	15	8	486949.17494	14	
Q7K1S1	Arginine-hydroxylase NDUFAF5, mitochondrial	7.81	3	4	3	89460.713	4	
Q7K1W5	LD35843p	35.11	14	28	14	2155365.4292	27	
Q7K204	17S U2 SnRNP complex component HTATSF1	12.41	6	8	6	45191.76084	8	
Q7K221	Aspartate aminotransferase, cytoplasmic	34.62	13	30	1	2054425.7796	27	
Q7K2E1	LD05247p	11.72	7	10	7	221288.3592	8	
Q7K2K2	FI04612p	7.06	2	3	1	21430.702299999997	2	
Q7K2L7	GH27120p	17.59	3	12	3	492670.09180000005	10	
Q7K2N0	Endoplasmic reticulum junction formation protein lunapark	14.73	6	6	6	64125.583	6	
Q7K2P1	Cuticular protein 50Cb	11.24	2	4	2	56341.113	4	
Q7K2P3	GH20817p	63.91	15	37	1	1014185.81972	33	
Q7K2Q8	Trafficking protein particle complex subunit 5	20.1	4	6	4	170805.07946	5	
Q7K2W6	tyrosinase	26.81	17	23	17	145357.84346	18	
Q7K332	GH17623p	30.96	8	10	7	242504.1239	9	
Q7K3D4	peptidylprolyl isomerase	29.97	12	18	12	876990.129	16	
Q7K3E2	LD34147p	66.97	33	68	33	3759063.24017	62	
Q7K3H0	LD28067p	2.56	5	7	0	44851.3635	4	
Q7K3J0	T-complex protein 1 subunit theta	40.66	21	39	21	2359692.5368	37	
Q7K3N4	GH26015p	15.98	7	11	7	282387.0586	10	
Q7K3V6	Elongation factor Tu, mitochondrial	13.6	6	9	6	184745.2758	7	
Q7K3W2	Mitochondrial-processing peptidase subunit alpha	29.5	13	16	13	397314.0213	16	
Q7K3W4	GH08941p	26.81	8	27	8	1469820.9163	26	
Q7K3Y9	Spondin-1	4.58	3	3	3	4699.712799999999	2	
Q7K3Z3	GH01724p	56.76	18	53	18	1272156.55152	46	
Q7K485	Cathepsin D	28.83	8	27	8	3797372.9359999998	26	
Q7K4C7	choline-phosphate cytidylyltransferase	16.54	8	9	5	140486.20369999998	7	
Q7K4I5	UBX domain-containing protein 7	6.45	3	3	3	14610.112669999999	2	
Q7K4J7	LD36653p	7.38	2	3	2	44904.957500000004	3	
Q7K4Q9	Hydroxymethylglutaryl-CoA synthase	10.11	4	4	4	63925.839700000004	4	
Q7K4T8	LD23856p	6.99	3	4	3	15025.717330000001	4	
Q7K4Y0	Desaturase 1, isoform A	5.74	2	2	1	3209.2588	2	
Q7K511	D-2-hydroxyglutarate dehydrogenase, mitochondrial	14.63	7	10	7	370649.886	9	
Q7K519	GH16429p	23.9	7	8	7	130823.70775	8	
Q7K533	GH14572p	5.48	2	2	2	10773.4903	2	
Q7K549	GH13040p	21.35	8	10	8	64155.574499999995	10	
Q7K568	GH10642p	21.49	6	8	6	84017.12605	6	
Q7K569	Glycerol-3-phosphate dehydrogenase	43.65	30	68	30	5234629.69614	62	
Q7K5J8	Cuticular protein 57A, isoform A	38.59	7	21	7	295311.1838	14	
Q7K5M6	GH04176p	37.5	9	17	9	927475.0311	16	
Q7K7G0	Coatomer subunit delta	32.2	17	24	0	1007669.15	23	
Q7K860	FI07231p	39.22	6	19	6	2953650.5664999997	19	
Q7K8X7	Glutathione S transferase E9	33.03	7	20	7	2779847.99187	18	
Q7K9H6	Zinc finger FYVE domain-containing protein	3.8	4	5	4	13402.00274	3	
Q7KJ08	receptor protein-tyrosine kinase	2.7	4	5	4	47976.3317	5	
Q7KK54	MIP07328p	10.52	7	7	7	89664.35130000001	7	
Q7KK90	GH14654p	50.0	8	36	8	5255953.59946	26	
Q7KKI0	T-complex protein 1 subunit epsilon	26.75	15	24	2	1331853.0946	24	
Q7KLE5	Amphiphysin	37.04	23	65	2	4423035.5453	61	
Q7KLW9	Pre-mRNA-processing factor 19	19.41	9	14	9	333436.2597	14	
Q7KLX3	Translocon-associated protein subunit delta	24.7	4	16	4	2220409.1859	12	
Q7KM15	Transcription factor BTF3	36.09	4	5	4	150395.308	5	
Q7KMM4	Glucosidase II subunit alpha	5.09	5	5	5	119880.35930000001	5	
Q7KMP8	26S proteasome non-ATPase regulatory subunit 13	30.63	11	23	11	2035095.2125	22	
Q7KMQ0	26S proteasome regulatory subunit 7	54.97	25	67	23	3328362.17656	66	
Q7KMQ6	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	6.42	3	3	0	16295.146999999999	2	
Q7KMS3	Dynein light chain roadblock	39.18	4	7	4	94821.63930000001	7	
Q7KN61	Farnesyl pyrophosphate synthase	3.82	2	2	2	12276.5088	2	
Q7KN75	Dodeca-satellite-binding protein 1, isoform A	22.83	27	37	27	1915834.651	37	
Q7KN94	Electron transfer flavoprotein subunit alpha	82.42	22	116	22	12949860.23995	101	
Q7KND8	FI09619p	6.03	4	5	4	39390.2955	4	
Q7KNM2	Dorsal interacting protein 4	37.11	6	16	6	1698087.0158	16	
Q7KRT4	GH07253p	2.47	1	1	0	7371.6226	1	
Q7KRZ3	Exocyst complex component 8	7.89	7	7	0	57048.1227	5	
Q7KS11	Uracil-DNA degrading factor, isoform B	11.71	4	7	4	153265.1972	6	
Q7KSD3	non-specific serine/threonine protein kinase	15.76	7	12	1	764480.6654	12	
Q7KSE4	GH05443p	2.78	2	2	2	7881.3072	2	
Q7KSM5	SUMO-activating enzyme subunit 1	28.78	10	18	10	718832.9016	17	
Q7KSQ0	Citrate transport protein	30.91	11	33	11	4974413.5331	32	
Q7KSQ2	Tyrosine-protein kinase	3.46	3	3	0	32906.6415	3	
Q7KSV7	Uncharacterized protein, isoform D	14.92	5	6	0	18198.513750000002	6	
Q7KSW3	pyridoxal 5'-phosphate synthase	47.68	12	33	1	1356300.2809	26	
Q7KT11	Glyoxylate reductase/hydroxypyruvate reductase	64.72	16	55	0	3320598.02679	48	
Q7KT58	GH08155p	4.4	1	1	1	4807.583	1	
Q7KT70	FI18641p1	0.94	1	1	1	3026.7644	1	
Q7KTA1	HL01444p	20.67	8	10	8	118407.14869999999	9	
Q7KTG2	Apolipoprotein lipid transfer particle	5.42	25	26	25	474305.9111	26	
Q7KTJ7	Basigin, isoform G	28.55	19	80	6	7610675.34504	77	
Q7KTN9	FI01009p	3.11	2	2	0	10567.1512	2	
Q7KTP7	LP22840p	45.86	7	12	7	443813.1154	11	
Q7KTW5	Inositol-1-monophosphatase	58.63	20	90	20	6845283.58238	83	
Q7KUA4	SUMO-activating enzyme subunit	23.0	15	33	15	903177.20138	31	
Q7KUB3	Ecdysone-inducible gene E1, isoform A	0.68	1	1	1	2911.6353	1	
Q7KUC2	Pyridoxal kinase	26.64	9	22	8	1073832.1643	20	
Q7KUD4	phospholipase A2	6.43	6	7	0	49001.76194	7	
Q7KUK9	Uncharacterized protein, isoform B	8.51	13	14	7	233841.16330000001	14	
Q7KUL1	Dally-like, isoform C	2.23	2	2	0	3662.066	2	
Q7KUT5	Protein MIX23	26.89	3	3	0	47934.2769	3	
Q7KUU5	Sulfhydryl oxidase	19.16	5	6	0	194151.1395	6	
Q7KUW2	5' nucleotidase B, isoform B	8.17	5	6	0	91341.207	6	
Q7KUX7	Eukaryotic translation initiation factor 4H	47.21	15	38	0	416412.45199000003	31	
Q7KV27	alanine transaminase	54.93	32	121	0	22873921.40836	114	
Q7KV34	Pinkman	57.32	33	64	33	6002924.17434	62	
Q7KV94	Purine nucleoside phosphorylase	12.18	4	4	0	63568.081	4	
Q7KVI9	Uncharacterized protein, isoform B	22.45	5	18	2	644923.1181000001	16	
Q7KVL7	Vacuolar protein sorting-associated protein 35	4.73	4	4	0	79731.6666	4	
Q7KVX1	Pyruvate dehydrogenase E1 component subunit alpha	44.47	21	93	0	20834649.17483	82	
Q7KY04	small monomeric GTPase	23.47	5	14	4	19266.183	2	
Q7PL91	GEO11417p1	30.85	5	12	5	1123121.4612999998	10	
Q7PLE9	Ras-related protein Rab-21	18.02	4	4	0	7120.841200000001	2	
Q7PLI0	P120 catenin	17.03	14	17	14	441411.5936	15	
Q7PLL3	Eukaryotic initiation factor 4B	28.98	15	27	3	622681.4991	26	
Q7PLS1	LD01937p	14.61	5	6	0	206429.70484000002	5	
Q7PLT4	Translocase of the inner mitochondrial membrane 17b, isoform A	19.65	3	5	3	78131.649	4	
Q7YU88	SD08871p	4.1	3	3	0	3491.57618	2	
Q86B44	Glutathione synthetase	19.4	8	9	0	143809.66816	8	
Q86B74	WASp, isoform C	10.53	4	4	0	60006.0375	4	
Q86B93	Uncharacterized protein, isoform D	14.02	2	2	0	19202.9815	2	
Q86BG8	Terminal ADP-ribose protein glycohydrolase 2, isoform C	4.06	1	1	0	10111.632	1	
Q86BI3	Zinc-finger protein at 72D, isoform B	16.06	12	16	3	524149.9317	16	
Q86BM0	Uncharacterized protein, isoform A	30.62	8	17	8	289601.8627	14	
Q86BM5	A kinase anchor protein 200, isoform D	16.49	13	29	1	1023746.68577	27	
Q86BP1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	40.41	14	27	0	1580563.7536	22	
Q86BQ4	Histidine triad nucleotide binding protein 1, isoform B	70.63	7	23	0	2237457.569	21	
Q86BR8	Mitochondrial transcription factor A, isoform B	38.73	13	38	0	1301993.0015	36	
Q86BS3	Chromator, isoform A	35.53	26	44	26	975006.7201	40	
Q86BS7	Glycogen debranching enzyme	2.2	4	4	0	7419.83606	3	
Q86PD3	Persulfide dioxygenase ETHE1, mitochondrial	48.03	13	25	13	1145535.5733	25	
Q86PF5	PRKCA-binding protein	6.16	4	4	0	74520.79000000001	4	
Q8I077	BcDNA.LD22910	1.76	2	2	2	14769.438	2	
Q8I099	Uncharacterized protein, isoform A	21.75	7	10	7	227782.68310000002	7	
Q8I0D4	RE20510p	21.32	17	37	0	3200395.5062	35	
Q8I0J3	Mitochondrial ribosomal protein S21, isoform A	44.83	4	5	4	52366.8641	5	
Q8I0P9	acid phosphatase	9.67	4	4	0	131373.86440000002	3	
Q8I725	Glyoxylate reductase/hydroxypyruvate reductase	29.97	11	23	11	1866100.5077	23	
Q8I930	GH14147p	3.57	3	4	0	28006.535299999996	4	
Q8I941	GH16843p	32.88	8	25	8	1103843.0555	24	
Q8IG84	SD21996p	13.42	14	125	0	561.37396	1	
Q8IGI1	Misexpression suppressor of KSR 2, isoform J	22.86	9	15	1	30669.6397	2	
Q8IGY1	RE08101p	33.19	42	295	0	27730489.65086	160	
Q8IH23	GEO02102p1	67.41	6	14	6	1252735.7334	14	
Q8IM93	FI18814p1	35.27	16	37	16	1454588.23544	29	
Q8IMF4	RE24176p	6.68	3	3	0	20775.803699999997	3	
Q8IMJ0	VhaAC45-related protein, isoform A	33.07	13	38	1	1715317.70713	32	
Q8IMK7	Alphabet, isoform B	7.28	3	4	0	33021.382	3	
Q8IMQ8	RH29536p	46.4	14	49	0	6748463.7812	47	
Q8IMT3	IP12392p	10.71	4	5	4	99896.495	4	
Q8IMT6	FI01822p	10.66	5	6	5	193084.46399999998	6	
Q8IMU2	RE10237p	19.18	4	5	0	177109.975	5	
Q8IMV6	Scaffold attachment factor B, isoform B	5.82	4	4	3	32728.581299999998	4	
Q8IMX4	FI04408p	10.85	4	6	0	73530.09240000001	6	
Q8IMX8	U6 snRNA-associated Sm-like protein LSm3	40.78	4	13	4	334262.42807	11	
Q8IN49	MIP05539p	11.03	10	11	10	240829.48906	9	
Q8IN51	FI17609p1	37.59	7	14	7	535279.4323	14	
Q8IN95	Nuclear migration protein nudC	8.17	3	3	3	79982.8925	2	
Q8INA9	Fasciclin 1, isoform C	50.08	31	171	2	169510.842	4	
Q8ING0	Peptidase S1 domain-containing protein	11.35	5	5	5	34219.61403	4	
Q8INH5	Aminopeptidase	7.53	7	11	0	221402.69174	11	
Q8INQ9	LIM domain-containing protein	7.47	3	3	0	98614.40199999999	3	
Q8INU6	Glyoxylate reductase/hydroxypyruvate reductase	12.23	4	13	2	54531.892	2	
Q8IP52	RE16941p	0.86	1	1	1	10982.795	1	
Q8IP62	Small ribosomal subunit protein mS23	41.27	6	7	6	255115.7396	7	
Q8IP80	ethanolamine-phosphate cytidylyltransferase	38.58	15	20	1	1066826.8403	18	
Q8IP94	threonine--tRNA ligase	7.54	6	6	0	34945.0835	5	
Q8IP97	Peroxin-19	35.62	9	32	9	2597728.1032	28	
Q8IPA5	RE15581p	10.0	3	3	0	75697.90299999999	3	
Q8IPB1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	21.84	4	4	0	32973.22	3	
Q8IPD8	Cuticular protein 30F	60.96	7	14	7	1133282.0074999998	14	
Q8IPE8	Trifunctional enzyme subunit alpha, mitochondrial	61.69	39	102	1	13075133.10222	99	
Q8IPG8	Uncharacterized protein	14.21	3	8	3	93075.3528	8	
Q8IPH0	protein-glutamine gamma-glutamyltransferase	1.95	2	2	0	18610.541	1	
Q8IPK0	Stathmin, isoform B	11.59	3	3	0	19987.917670000003	3	
Q8IPP8	Ketoreductase domain-containing protein	49.61	11	26	9	1072209.9774	18	
Q8IPQ6	Polymerase (DNA-directed), delta interacting protein 2, isoform B	13.69	4	5	0	69830.84689999999	4	
Q8IPT0	ER membrane protein complex subunit 10	14.54	3	7	0	175924.50854	6	
Q8IPT6	small monomeric GTPase	10.24	4	13	0	990.43616	1	
Q8IPT9	SD05439p1	39.06	11	32	0	1513536.90269	29	
Q8IPU3	hydroxyacylglutathione hydrolase	31.32	9	53	0	3673825.48597	48	
Q8IPU7	BNIP3, isoform C	16.95	3	3	0	8268.334	1	
Q8IPW1	Arouser, isoform A	5.47	4	4	0	26439.6869	4	
Q8IPZ5	Uncharacterized protein, isoform B	12.42	6	7	0	59913.729999999996	7	
Q8IQ99	PAR-domain protein 1, isoform J	1.42	1	1	0	6623.1904	1	
Q8IQB7	MIP21654p	9.44	3	3	3	165156.29200000002	3	
Q8IQB8	Tequila, isoform D	6.07	9	12	0	205416.3366	12	
Q8IQC6	Small VCP interacting protein, isoform A	24.39	4	6	4	102152.2628	5	
Q8IQD3	Uncharacterized protein, isoform C	2.95	2	3	2	113775.48100000001	3	
Q8IQD7	Phospholipid scramblase	6.44	1	1	0	22248.3	1	
Q8IQE6	Insulin receptor substrate 53 kDa, isoform A	9.29	10	11	1	150683.1224	8	
Q8IQH0	FI12817p	4.98	8	9	1	158382.88520000002	8	
Q8IQM5	Uncharacterized protein, isoform A	12.62	4	9	1	221942.3185	9	
Q8IQQ0	2-oxoglutarate dehydrogenase, mitochondrial	22.03	20	26	1	301091.34173	23	
Q8IQT0	Gamma-glutamylcyclotransferase	12.31	3	3	0	18284.559	2	
Q8IQU1	LD36620p	19.62	9	13	1	117700.3753	2	
Q8IQV4	Lysosome-associated membrane glycoprotein 2-like luminal domain-containing protein	5.76	1	2	1	66400.217	2	
Q8IQW5	RE23625p	70.83	13	77	3	7166243.8783599995	64	
Q8IQX3	Uncharacterized protein, isoform A	50.54	5	6	5	46928.6243	5	
Q8IR41	Uncharacterized protein, isoform C	3.51	3	3	0	44833.0407	3	
Q8IR72	FI19011p1	10.06	1	1	1	17960.87	1	
Q8IR76	FAD synthase	16.33	4	4	0	32926.790259999994	4	
Q8IRD0	RH17559p	42.86	3	8	3	604820.2866	8	
Q8IRD3	Glutathione peroxidase	49.58	11	72	0	20760531.1504	70	
Q8IRH0	Puromycin-sensitive aminopeptidase	13.58	16	21	0	607977.76125	19	
Q8IRI5	Trio, isoform D	15.92	12	15	2	200158.87943	13	
Q8IRQ5	fumarate hydratase	74.52	29	154	0	21723294.51833	130	
Q8MKK1	AaRS-interacting multifunctional protein 3	10.61	2	3	2	39940.338	2	
Q8MLP9	GEO08457p1	33.04	4	5	4	65359.854	4	
Q8MLQ0	FI14118p	11.84	1	1	1	3846.4712	1	
Q8MLS1	5-formyltetrahydrofolate cyclo-ligase	23.88	6	13	6	853174.6166000001	12	
Q8MLS2	ribose-5-phosphate isomerase	36.1	8	16	8	686821.5198	16	
Q8MLW0	Receptor protein-tyrosine kinase	2.69	3	3	2	40770.5887	3	
Q8MLW4	Uncharacterized protein, isoform A	34.53	9	14	9	725357.6377	14	
Q8MMD2	Epidermal growth factor receptor pathway substrate clone 15, isoform B	35.23	38	108	0	6039982.92327	96	
Q8MQP2	MIP16184p	2.67	1	1	0	81053.69	1	
Q8MRI4	Diphthine--ammonia ligase	2.22	2	2	2	11311.07	2	
Q8MRM0	GH16740p	27.0	6	9	6	940123.0467	8	
Q8MRS5	AT03104p	0.71	1	1	0	9626.813	1	
Q8MRT7	SD26038p	13.79	3	4	3	74524.439	4	
Q8MRW1	SD19278p	14.08	2	4	2	195892.8553	4	
Q8MS69	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	17.12	5	6	5	9927.28794	5	
Q8MSB1	E3 ubiquitin-protein transferase MAEA	2.54	1	1	1	11138.58	1	
Q8MSI2	GH15296p	85.19	22	138	22	29721523.94599	122	
Q8MSS7	Small ribosomal subunit protein uS2m	13.26	3	6	3	55381.6621	6	
Q8MST5	Tubulin beta chain	40.7	17	120	0	1695101.0081	29	
Q8MT58	Carnosine dipeptidase 2, isoform A	52.09	23	74	5	6995066.86102	70	
Q8MZ07	GEO07581p1	6.16	1	1	1	44101.49	1	
Q8MZI3	RNA helicase	14.91	11	20	5	555370.38687	11	
Q8SWS2	RE29468p	77.51	8	32	0	1009490.1143	26	
Q8SWS3	RE26528p	17.13	2	6	2	143922.70475	5	
Q8SWZ6	RH51312p	15.35	3	7	3	31494.245950000004	5	
Q8SX06	GEO08318p1	15.43	2	2	2	7704.8985	2	
Q8SX32	type I protein arginine methyltransferase	3.52	1	1	1	11456.841	1	
Q8SX35	GEO07743p1	55.78	5	9	1	176188.21108	8	
Q8SX50	RE04530p	17.6	6	7	0	106314.9075	7	
Q8SX54	CLIP domain-containing serine protease	8.06	3	4	3	10695.2773	2	
Q8SX57	LD44221p	38.91	7	17	7	409728.0847	17	
Q8SX78	LD05679p	21.72	9	9	9	172349.0889	9	
Q8SX89	Kugelkern, isoform A	15.26	6	6	6	54208.12474	6	
Q8SXC2	FI04487p	9.56	5	5	5	55083.084	5	
Q8SXD5	GH02216p	57.69	13	41	2	3905922.18536	38	
Q8SXE1	RH69521p	4.68	2	2	2	48037.5846	2	
Q8SXF0	Small ribosomal subunit protein uS9m	17.72	8	8	7	114488.46939999999	6	
Q8SXF2	RH40246p	8.18	4	4	4	83432.051	4	
Q8SXG7	tRNA selenocysteine-associated protein 1	5.06	2	2	2	49898.248	2	
Q8SXK0	RE18748p	6.55	2	2	2	40162.5646	2	
Q8SXM8	Lysine--tRNA ligase	28.92	17	25	1	720842.2462	20	
Q8SXP8	TAR DNA-binding protein 43	12.24	5	8	2	35347.66813	8	
Q8SXQ1	aldehyde dehydrogenase (NAD(+))	25.56	14	20	14	1298279.7823	19	
Q8SXQ5	Glutaredoxin-related protein 5, mitochondrial	4.4	1	2	1	3534.7915	1	
Q8SXS0	RE40914p	16.23	5	6	5	64058.8443	5	
Q8SXX1	Phosphatidylinositol 5-phosphate 4-kinase, isoform A	40.59	16	31	16	2400019.55617	30	
