Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 130C, Sample, n/a, ctrl_pool_1	Abundance: F5: 131, Sample, n/a, ctrl_pool_2	Modifications
E2QCN9	pseudouridine 5'-phosphatase	35.5	10	16	6	147245.057	154645.6313	
E2QCY2	Long-chain-fatty-acid--CoA ligase	3.82	2	2	0	18778.463	21120.0924	
E2QCY9	Synapsin, isoform D	32.85	29	53	0	1097645.11842	1243223.80544	
E2QCZ0	Synapsin, isoform E	39.87	22	46	1	21190.056	41810.693	
E2QD54	Natalisin, isoform D	5.61	3	3	0	37637.1038	48803.6452	
E2QD66	Lipid droplet defective, isoform D	7.32	12	19	0	208258.36956	257457.3608	
E2QD98	Protein PALS1	5.59	10	13	0	167994.245	185583.9354	
E6EK17	Calcium-transporting ATPase	6.15	6	6	0	91904.8977	100292.31999999999	
E8NH67	Asperous, isoform B	59.09	20	77	0	1312863.57283	1355626.1639999999	
F0JAP7	LP18071p	13.97	4	5	0	65618.0185	80399.6027	
F2FB81	Wiskott-Aldrich syndrome protein family member	10.53	6	7	0	79442.5889	100105.2576	
G3JX32	Z band alternatively spliced PDZ-motif protein 52, isoform V	47.85	37	121	0	3030261.07281	3280679.18052	
H1UUB1	GEO12465p1	48.84	5	11	1	601446.1248999999	771686.4959000001	
H8F4T3	Regucalcin	45.75	9	15	0	586154.8696	821353.059	
H9XVM9	Uncharacterized protein, isoform L	35.91	28	62	0	70079.90299999999	83233.3561	
H9XVP2	Unc-13, isoform E	2.2	7	7	0	72785.4587	87224.9574	
L0MLR4	calcium/calmodulin-dependent protein kinase	31.42	17	37	1	915620.17755	1184076.8427000002	
L0MPN7	Asator, isoform H	7.38	8	8	0	87447.66604	89896.79149999999	
M9MRJ4	Muscle-specific protein 300 kDa, isoform G	2.78	11	11	0	84612.5577	81663.53409999999	
M9MRX0	Limpet, isoform J	27.3	27	63	0	2021805.7602	2323628.63042	
M9MRX4	Ankyrin 2, isoform U	6.34	37	45	0	936098.94077	864089.36893	
M9MRY7	Uncharacterized protein, isoform C	21.66	5	9	0	175907.96014	175202.3652	
M9MS47	Uncharacterized protein, isoform B	12.84	7	9	0	113197.1956	112029.8277	
M9MS48	Rbp1-like, isoform B	8.5	2	5	0	103845.6412	136033.878	
M9MS70	Uncharacterized protein, isoform C	2.9	1	1	0	0.0	426.2504	
M9MS72	Protein kinase, cAMP-dependent, regulatory subunit type 1, isoform X	35.35	11	21	1	374838.6031	398318.07126	
M9MSI3	Vajk1, isoform B	26.26	11	16	0	727195.851	803216.125	
M9MSK4	Sh3beta, isoform D	68.98	14	39	2	1240747.2211	1558193.40411	
M9MSM5	Dishevelled associated activator of morphogenesis, isoform D	0.55	1	1	0	13251.351	19346.99	
M9NCP5	Uncharacterized protein, isoform C	2.89	1	1	0	896.9536	2142.324	
M9NCR4	Dumpy, isoform J	11.24	137	226	0	106064.929	113349.4368	
M9NCS7	Uncharacterized protein, isoform G	15.87	10	11	0	154472.127	181417.6852	
M9NCX5	Chitin deacetylase-like 5, isoform I	5.62	10	13	0	91920.31403	170623.10379999998	
M9ND42	Cdc42-interacting protein 4, isoform H	15.68	10	15	0	254315.0411	282842.7428	
M9ND57	Large proline-rich protein BAG6	8.86	10	16	0	138306.5525	129606.37580000001	
M9ND89	Nuclear fallout, isoform J	19.96	10	11	0	126080.141	166204.454	
M9ND95	Myosin heavy chain, isoform U	54.28	125	413	1	26592530.43306	30502226.8706	
M9NDB5	RNA-binding protein 6, isoform F	36.89	6	15	1	0.0	509.96216	
M9NDC5	Uncharacterized protein, isoform B	5.05	1	1	0	4719.442	3186.1467	
M9NDE0	pantothenate kinase	4.21	2	3	0	17131.445	13733.8798	
M9NDL7	RALBP1 associated Eps domain containing, isoform B	8.31	7	8	0	68159.42023	73311.59092	
M9NDS9	chitinase	0.67	3	4	0	29009.890699999996	40952.7676	
M9NDX8	Neurabin-1	1.98	4	4	0	23192.2747	29301.394	
M9NE05	Neuromusculin, isoform E	2.97	6	11	0	47972.8922	59113.5844	
M9NE56	Terribly reduced optic lobes, isoform AK	34.96	114	289	0	106704.049	152798.33169999998	
M9NEF2	Histone deacetylase	2.33	1	1	0	903.16223	0.0	
M9NEH6	Histone deacetylase 6, isoform F	0.68	1	1	0	21186.973	18998.93	
M9NEW0	LD39232p2	58.67	9	12	9	347690.0785	390230.6595	
M9NEX3	Cytochrome b5	57.55	6	27	0	838548.9048	938696.4276	
M9NF03	Uncharacterized protein, isoform F	11.63	4	9	0	62054.711800000005	63684.4335	
M9NF32	Leucine carboxyl methyltransferase 1	14.37	6	6	0	59931.707460000005	56634.765660000005	
M9NF47	Uncharacterized protein, isoform J	5.26	10	12	0	264111.9154	277750.7317	
M9NFC0	Troponin I	47.24	15	56	5	2437856.7145000002	3002653.9755	
M9NFF0	Uncharacterized protein, isoform H	8.21	2	4	0	51049.764	38359.0016	
M9NFH3	Lasp, isoform D	39.01	10	22	1	81601.371	91060.57449999999	
M9NFH8	Glutamate synthase [NADH]	7.33	17	20	0	481544.27852	478180.41545	
M9NGY7	Hyperkinetic, isoform I	17.56	5	5	1	5612.311	5419.232	
M9NH07	Upheld, isoform N	45.43	30	106	0	13052442.6517	16417084.2985	
M9NH46	Mind-meld, isoform E	11.58	12	16	0	216362.83114	206386.4961	
M9PAY6	Uncharacterized protein, isoform D	9.92	7	7	0	97462.2393	132266.596	
M9PAZ4	IA-2 protein tyrosine phosphatase, isoform E	18.13	19	33	0	758603.47929	914242.21216	
M9PB37	Uncharacterized protein, isoform F	0.46	1	1	0	5017.9863	5084.851	
M9PB89	Uncharacterized protein, isoform B	24.37	2	7	0	56228.411499999995	74592.77557	
M9PBA3	Uncharacterized protein, isoform A	8.86	1	1	1	2588.4985	3194.3164	
M9PBF6	Dynamin associated protein 160, isoform G	47.98	47	143	0	4404373.85026	5384119.59892	
M9PBG8	Rho guanine nucleotide exchange factor 3, isoform M	0.34	1	1	0	1819.7357	680.6074	
M9PBM3	Cysteine protease	8.54	3	5	0	11076.61656	10549.7195	
M9PBN2	Apolipoprotein D	20.82	3	10	0	162907.27386	249974.8254	
M9PBR6	Uncharacterized protein, isoform F	14.22	9	28	0	386381.7992	552355.94922	
M9PBT2	Cornetto, isoform E	1.96	2	2	0	5227.8312000000005	2725.2231	
M9PBU4	Sorting nexin 21, isoform B	15.31	5	5	0	60205.7818	60224.1141	
M9PBU6	Liquid facets, isoform I	20.25	9	18	0	395953.09226	502573.45855	
M9PBV2	nucleoside diphosphate phosphatase	20.8	10	20	0	548468.2476	604570.4392	
M9PBV5	JNK-interacting protein 3	3.77	4	4	0	20771.0631	20655.21404	
M9PBW9	Rhea, isoform G	6.64	17	18	0	234669.9689	292287.1359	
M9PBZ2	RNA-binding protein 9, isoform J	11.11	8	19	0	204078.96240000002	206671.9204	
M9PC43	Glycerol-3-phosphate dehydrogenase [NAD(+)]	77.9	27	223	1	17325709.32776	19063630.98944	
M9PC64	Forkhead box K, isoform P	2.82	3	3	0	41407.104999999996	42551.65	
M9PC74	Reticulocalbin-3	23.01	10	15	0	367478.8594	526015.848	
M9PC99	Secretory 24CD, isoform C	3.25	3	3	0	6129.2798999999995	8396.1783	
M9PCA6	Beta galactosidase, isoform B	2.69	2	2	0	38665.417	34565.273	
M9PCA7	Sodium chloride cotransporter 69, isoform C	1.34	2	2	0	12694.127	12857.914	
M9PCC4	Sin3A-associated protein 130, isoform G	4.96	5	5	0	19293.4916	24834.307399999998	
M9PCD4	Liprin-alpha, isoform E	6.43	9	9	0	118371.2577	106893.3959	
M9PCE5	Hemolectin, isoform B	3.57	13	13	0	69749.4773	68215.2691	
M9PCI1	Uncharacterized protein, isoform B	2.85	2	2	0	2317.9539999999997	4500.4897	
M9PCI6	Echinoid, isoform C	2.19	3	3	0	25302.9503	30453.730499999998	
M9PCT7	Bunched, isoform O	16.15	3	5	1	6663.382	8184.4204	
M9PCU0	FI21215p1	30.84	38	66	1	72881.83	87738.336	
M9PD23	DnaJ homolog, isoform C	17.27	6	11	0	100242.19166	121678.18935	
M9PD73	TEP1-F	23.71	32	47	0	1160083.42598	1441271.29505	
M9PD88	Copper transport protein ATOX1	56.18	5	19	0	835628.5319399999	1030312.4109	
M9PD94	Crooked legs, isoform F	1.87	2	2	0	28878.16	21400.961	
M9PDB2	Varicose, isoform E	7.69	5	5	0	34384.8778	46503.0317	
M9PDB4	Cytoplasmic linker protein 190, isoform Q	56.27	13	32	3	546571.32525	637533.12457	
M9PDC7	Dynamin associated protein 160, isoform H	51.64	45	132	0	17280.324	18661.457	
M9PDE6	Uncharacterized protein, isoform K	2.51	5	6	0	37723.145	43153.4963	
M9PDJ9	Tetratricopeptide repeat protein 2, isoform C	3.97	2	2	0	31657.256	37232.635	
M9PDL2	Aspartyl-tRNA synthetase, mitochondrial, isoform D	4.48	5	6	0	66864.041	82519.7956	
M9PDU4	Acyl carrier protein	18.23	4	29	2	3923373.536	3957974.3645	
M9PDV2	Tetraspanin	12.89	3	3	0	30721.930999999997	27700.585	
M9PDW8	Uncharacterized protein, isoform T	6.7	32	38	0	386067.86017	426707.39386	
M9PDX2	Uncharacterized protein, isoform B	18.61	6	12	1	133035.5327	191783.7656	
M9PDX8	Nervana 3, isoform E	36.1	10	62	1	4197961.95416	6233356.86135	
M9PE32	Fife, isoform D	12.56	14	19	0	145776.99344	161994.38105	
M9PE35	RabX6, isoform B	8.11	2	2	0	6237.83	8214.8002	
M9PE54	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	2.37	1	1	0	6982.183	6239.1787	
M9PE74	No circadian temperature entrainment, isoform D	3.47	5	6	0	10616.5613	13304.4895	
M9PE93	Ensconsin, isoform K	6.31	6	6	0	48730.1858	59834.5656	
M9PE96	Uncharacterized protein, isoform B	1.26	2	2	0	15949.1917	20134.199999999997	
M9PEC1	IST1 homolog	21.0	7	10	0	198765.554	261398.503	
M9PEE1	Smallminded, isoform H	11.33	10	12	0	232229.2182	252544.63825	
M9PEG1	Uncharacterized protein	27.38	16	49	16	1865342.8033	2159016.56524	
M9PEI1	Dumpy, isoform U	8.38	147	234	0	1679321.39602	1856071.08646	
M9PEJ9	Uncharacterized protein, isoform B	12.44	5	8	0	84959.475	100057.4326	
M9PEL3	Quemao, isoform C	23.62	7	9	0	104340.85867	97013.2168	
M9PEM1	Syntaxin 17, isoform B	14.16	4	5	0	117573.43349999998	113450.40597	
M9PET3	Simjang, isoform D	2.38	2	2	0	2264.83054	2916.42176	
M9PEZ7	Z band alternatively spliced PDZ-motif protein 67, isoform E	1.1	1	1	0	7079.148	7030.4565	
M9PF08	Uncharacterized protein, isoform D	1.12	1	1	0	4559.3906	6215.1396	
M9PF16	Spectrin beta chain	24.44	59	123	3	3643395.4161	4158874.9649	
M9PF36	Uncharacterized protein, isoform C	25.29	12	29	0	1033849.8541	1202164.3687	
M9PF85	CCR4-NOT transcription complex subunit 9	5.65	2	2	0	27650.589	29485.64	
M9PFF7	Uncharacterized protein, isoform E	14.85	7	7	1	62109.0497	77970.0479	
M9PFH7	Tartan, isoform B	2.53	2	3	0	8173.456099999999	11337.341199999999	
M9PFU5	Uncharacterized protein, isoform K	5.73	3	3	0	21573.3252	33380.7448	
M9PFV2	Myosin phosphatase targeting subunit 75D, isoform B	3.31	2	2	0	9931.2436	9305.8222	
M9PFV4	Uncharacterized protein, isoform B	5.13	2	2	0	41112.149999999994	39867.283	
M9PFV8	Regeneration, isoform B	5.94	4	5	0	22404.0844	16548.3476	
M9PFX4	Cuticular protein 76Bd, isoform C	12.67	10	11	0	173166.0486	220607.1321	
M9PG20	HP1 and insulator partner protein 1, isoform C	9.84	8	9	0	79640.7604	91301.88	
M9PG87	Uncharacterized protein, isoform B	3.24	5	5	0	48705.0	54691.3883	
M9PGA7	Alpha-actinin, sarcomeric	58.67	56	203	1	5891584.67666	6489097.14954	
M9PGB6	Uncharacterized protein, isoform B	30.46	5	5	0	78166.49734999999	90727.71476	
M9PGD7	Uncharacterized protein, isoform B	7.77	4	4	0	36000.609	34050.748400000004	
M9PGG8	Uncharacterized protein, isoform B	31.32	5	11	4	627460.4003	725422.3553	
M9PGW8	Bifocal, isoform D	13.51	12	15	0	8690.914	8635.266	
M9PHA0	Bifocal, isoform F	12.03	13	16	2	156641.83595	184794.11106	
M9PHI7	Uracil phosphoribosyltransferase homolog	11.88	3	3	0	30458.853	33964.806	
M9PHI8	Uncharacterized protein, isoform B	13.28	16	21	0	321461.72478	346615.1525	
M9PHK8	Discs large 1, isoform R	33.87	31	75	1	223892.52196	240799.5269	
M9PHM9	Wurmchen 2, isoform A	35.09	2	2	2	25462.724000000002	34810.57	
M9PHS8	Uncharacterized protein, isoform C	12.33	7	9	0	72150.6296	79602.5894	
M9PHX2	Visgun, isoform E	3.82	1	1	1	16344.073	18608.043	
M9PI33	Inositol oxygenase	11.64	2	2	0	62958.394	45858.063	
M9PI51	Dual specificity protein phosphatase 15	2.24	1	1	0	1758.9579	389.18735	
M9PI97	Misexpression suppressor of ras 6, isoform B	5.58	3	3	0	19933.6912	22952.764	
M9PIL1	Juvenile hormone binding protein 6, isoform C	11.11	3	3	0	32253.3471	40369.3153	
M9PJJ5	Uncharacterized protein	18.1	5	5	4	200648.80299999999	258540.701	
M9PJM6	Upheld, isoform Q	44.85	29	100	1	25512.176	84186.485	
M9PJQ5	Troponin I	45.65	14	66	0	711943.0046	825382.9937999999	
O15971	LD39986p	30.39	7	26	4	134238.3521	143855.6717	
O16158	Calcium-binding protein	48.91	7	30	7	2138119.1659	2586629.6536	
O17452	LD20793p	27.83	6	17	4	372593.9612	377889.174	
O18332	FI01544p	60.98	11	51	9	951954.49309	1088444.07784	
O18335	Rab11	57.94	14	57	14	2590329.6178	2940829.8727	
O18336	Ras-related protein Rab-14	39.07	8	16	1	191086.7205	247973.2431	
O18338	LD44762p	23.19	5	23	0	1765.5969	723.71936	
O44226	Elongin-B	97.46	10	30	10	1527369.9071	1658209.2813	
O44434	QKR58E-3	24.92	7	8	5	140133.4545	197771.723	
O46048	EG:133E12.4 protein	0.47	1	1	0	1739.647	1488.3069	
O46052	EG:152A3.3 protein	12.67	4	5	1	26939.589500000002	27739.2758	
O46067	Hypoxia up-regulated protein 1	32.72	26	48	26	1190576.91122	1344952.16105	
O46085	Peroxisomal targeting signal 1 receptor	1.47	1	1	0	33258.24	22066.338	
O61444	mitogen-activated protein kinase kinase	17.69	7	9	7	176819.8331	190246.91625	
O61604	Fimbrin	37.34	25	48	3	1118396.6332	1374137.6239	
O62530	Adaptor protein complex 2, mu subunit, isoform A	13.27	7	8	7	86893.9622	105946.79000000001	
O62602	mitogen-activated protein kinase kinase	12.28	4	4	4	38640.2105	55701.255	
O76521	Importin subunit alpha	5.52	3	5	3	45226.3318	50365.6857	
O76752	Sepiapterin reductase	28.74	7	12	7	303810.071	350800.232	
O76877	EG:132E8.3 protein	20.62	3	4	3	320376.97000000003	296463.41	
O77134	ATP synthase F(0) complex subunit e, mitochondrial	34.57	6	30	5	4491795.6585	4411658.001	
O77259	EG:115C2.5 protein	4.0	1	1	0	29201.656	41238.855	
O77425	Ribokinase	3.29	1	1	1	11808.936	8718.336	
O77430	GEO01111p1	71.6	13	21	12	762285.9774	804574.733	
O77434	EG:34F3.8 protein	39.34	7	15	1	171175.6249	201223.54853	
O77477	LD24471p	28.57	10	11	10	93812.0497	112955.0299	
O96299	Sorbitol dehydrogenase	20.83	8	17	2	26931.382	27168.299	
O96692	small monomeric GTPase	21.98	4	7	1	114086.3359	131323.31885	
O96824	Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5	29.0	3	4	3	131849.014	136210.493	
O96880	General transcription factor IIE subunit 1	4.9	2	2	2	9471.9551	11900.2952	
O96881	Transcription initiation factor IIE subunit beta	9.25	2	2	1	13459.547700000001	19226.8746	
O97059	Ccp84Ab	36.2	6	6	0	191604.33725	203825.21980000002	
O97062	Ccp84Ae	75.96	13	31	13	463470.60753	570571.61112	
O97064	Ccp84Ag	37.17	5	9	5	66696.258	85591.837	
O97066	Signal peptidase complex catalytic subunit SEC11	4.32	1	1	1	10189.983	40578.598	
O97102	Small ubiquitin-related modifier	44.44	5	27	5	1905446.809	2856721.8223	
O97111	LD29223p	11.97	4	4	4	38638.5483	44229.831999999995	
O97182	Actin-related protein 2/3 complex subunit	2.39	1	1	1	13838.922	14846.805	
O97183	DNA-directed RNA polymerase II subunit RPB3	14.18	3	3	3	32246.2311	41592.8023	
O97365	BM-40	24.01	7	7	7	258244.872	202765.23	
O97418	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	67.96	7	40	7	1899148.51357	2034395.92595	
O97428	Ciboulot, isoform A	29.46	4	5	1	42000.2709	44238.5785	
O97454	Protein BUD31 homolog	19.44	3	3	3	28834.00967	36286.1922	
O97479	Sorbitol dehydrogenase	26.11	10	22	4	519485.91846	717949.9096	
P91939	Cuticle protein LCP65Ad	10.19	1	1	1	4969.225	6436.9287	
P91941	Adult cuticle protein 65Aa	60.0	4	89	4	8377597.618430001	9457602.1467	
P92181	Cuticle protein DCP2	37.61	4	8	4	111236.5727	111828.8927	
Q0E8E2	Phenoloxidase-activating factor 2	2.19	2	2	0	18984.692000000003	21370.785	
Q0E8E8	Phosphate carrier protein, mitochondrial	44.66	14	49	12	2825511.2242	3040213.136	
Q0E8G6	Cleavage and polyadenylation specificity factor subunit 5	16.03	5	8	1	168422.11349999998	205676.7586	
Q0E8H9	beta-N-acetylhexosaminidase	4.5	3	3	0	49248.1305	55907.4827	
Q0E8J3	Zormin, isoform I	17.77	62	96	0	1262354.08537	1470184.81488	
Q0E8P1	Uncharacterized protein, isoform B	6.87	1	1	0	7427.9087	8750.879	
Q0E8P5	FI05614p	19.04	11	19	11	80471.89818	101546.35578	
Q0E8S7	Homer, isoform E	30.13	14	34	1	1228054.7703	1523820.5749	
Q0E8U4	FI09636p	20.0	6	7	6	117863.256	127196.3135	
Q0E8V7	Mitochondrial import inner membrane translocase subunit	78.57	7	19	7	521730.957	604634.9097	
Q0E8X6	Translation initiation factor eIF2B subunit delta	6.6	3	3	0	33539.965	37411.1121	
Q0E8X7	Reduction of Rh1, isoform A	50.0	6	42	6	5230634.8657	4060417.519	
Q0E8X8	ATP synthase F1 subunit epsilon	48.6	7	19	7	710484.1631	735026.77415	
Q0E980	Uncharacterized protein, isoform C	29.77	14	23	14	351279.4692	472321.32598	
Q0E9B7	DNAation factor-related protein 3, isoform A	9.77	2	3	2	9359.80603	5176.61975	
Q0E9E2	Pyruvate carboxylase	32.66	33	58	0	1822946.7105	2318552.32832	
Q0E9F9	Zinc carboxypeptidase A 1	26.71	10	19	10	317212.29871	411505.05128	
Q0E9G4	CG1600-PA	3.41	1	3	0	42620.905399999996	72205.165	
Q0KHQ6	6-phosphofructo-2-kinase, isoform A	21.08	10	15	0	242271.9011	308262.4019	
Q0KHR3	Bazooka, isoform B	0.79	1	1	0	934.48065	1682.0278	
Q0KHR7	Septin	15.46	9	14	0	273454.3053	256383.1241	
Q0KHX7	FI18193p1	6.03	7	7	0	86869.4235	104243.64619999999	
Q0KHZ6	Electron transfer flavoprotein subunit beta	79.05	17	123	17	9051529.2667	10524446.5158	
Q0KI15	Complex III assembly factor LYRM7	23.36	4	4	4	104781.63399999999	99182.7742	
Q0KI25	Uncharacterized protein, isoform B	10.67	11	14	1	130344.17480000001	136237.48135	
Q0KI39	FI16806p1	18.15	3	6	1	12955.8979	16939.9806	
Q0KI76	Uncharacterized protein, isoform A	15.47	10	19	0	533586.3110999999	661260.4304	
Q0KI81	protein-tyrosine-phosphatase	6.86	10	11	10	60529.8709	83175.7714	
Q0KI98	Tryptophan--tRNA ligase, cytoplasmic	7.91	3	4	3	56794.7048	75387.298	
Q0KIE7	Ankyrin, isoform B	1.23	2	2	2	15285.8942	22550.8444	
Q1RL12	IP16413p	54.97	15	74	2	72114.3193	78443.579	
Q24090	GH08712p	7.57	3	3	3	31460.553	45808.4	
Q24253	AP complex subunit beta	20.2	15	23	15	587967.7079	680995.3354	
Q26459	EN protein binding protein	18.26	9	16	0	499181.40645	403554.60287	
Q29QY7	IP15859p	9.86	1	1	0	117283.586	149198.5	
Q2MGK7	GEO13330p1	20.47	3	5	3	92781.979	94813.15550000001	
Q2PDM3	Uncharacterized protein, isoform C	0.44	1	1	1	4378.4736	8800.436	
Q2PDR0	Dolichol-phosphate mannosyltransferase subunit 3	23.4	2	2	2	49620.096000000005	55327.09	
Q3YMU0	Protein disulfide-isomerase (Fragment)	63.19	31	117	31	8822532.35406	9711118.53575	
Q494G8	F-box and leucine-rich repeat protein 6, isoform A	9.31	5	5	5	32636.07743	37762.9067	
Q4LDP7	NADH-cytochrome b5 reductase	18.35	7	13	0	333846.30775000004	385076.63037	
Q4QPU3	Synaptic plasticity regulator PANTS	20.51	3	3	3	19228.43	24767.908	
Q4QQ49	IP09595p	2.7	1	1	1	21908.176	19858.084	
Q4QQ70	IP09819p	18.42	6	7	6	63289.5695	87838.25997	
Q4V429	Cytochrome c oxidase assembly factor 5	22.78	2	5	2	22044.337	23197.1386	
Q4V5H1	Peptidyl-prolyl cis-trans isomerase	13.11	2	2	2	15467.2665	14716.6895	
Q4V619	IP07950p	6.9	2	3	0	38893.871999999996	30272.369000000002	
Q4V6M1	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	28.87	4	5	4	315965.566	373374.333	
Q500Y7	GEO11443p1	87.72	4	40	4	782153.6633	1077379.0644999999	
Q59E01	FI02065p	3.0	2	2	0	2349.1895	2712.4482	
Q59E14	Neural cell adhesion molecule 2	5.98	3	3	3	30087.7855	40038.8958	
Q5BIA9	RE10908p	2.48	1	1	1	3368.3818	3676.2874	
Q5LJT3	MIP01391p	10.93	2	5	2	73656.9846	98968.2059	
Q5U124	alpha-glucosidase	17.62	10	18	0	298500.5336	360473.12679999997	
Q5U126	GEO11286p1	59.42	7	37	7	2095024.1443	2405784.41463	
Q5U191	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	17.84	7	10	0	162743.8522	177503.71255	
Q5U1B0	Beta hydroxy acid dehydrogenase 2	15.87	5	6	5	44363.42986	46692.40854	
Q6IDF5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	55.75	8	30	8	1102587.8569	1288125.7475	
Q6IGM9	LYR motif-containing protein 2	21.11	2	2	2	44122.592	23314.864	
Q6IGN6	HDC05827	42.05	4	5	4	102004.241	119370.611	
Q6IGW6	GEO13367p1	44.23	2	4	2	69761.27900000001	74612.8932	
Q6IHY5	Cytochrome c oxidase subunit 7A-like 2, isoform A	35.48	2	14	2	1969005.551	2115411.5902	
Q6IIF2	GEO11103p1	7.14	1	1	1	17925.443	19995.332	
Q6IL43	GEO11093p1	13.25	1	2	1	104133.076	121245.746	
Q6NL44	GH28815p	20.08	8	10	8	59601.077379999995	73437.29130000001	
Q6NLJ9	AT19138p	38.64	2	2	2	23887.578999999998	25174.5775	
Q6NMY2	RH54371p	21.43	5	27	5	1030135.402	1144385.0361	
Q6NNV2	RE44043p	5.81	2	2	0	147880.331	132416.763	
Q6NNV7	RH03309p	36.84	7	23	1	634952.44443	722453.58261	
Q6NP69	GST-containing FLYWCH zinc-finger protein	1.34	1	2	0	15330.8373	25188.939	
Q6NP72	GEO09659p1	33.33	4	16	4	776667.61484	1137238.9958	
Q76NQ0	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	4.8	2	2	2	26996.398	34064.458	
Q76NR6	Regucalcin	83.07	23	133	0	6685238.60095	8341490.29197	
Q7JMV3	Calcium/calmodulin-dependent protein kinase type 1	22.72	8	15	0	300927.9107	356749.6778	
Q7JNE1	Regulatory protein zeste	29.48	9	14	9	238864.38572	256764.0737	
Q7JPS2	Igloo, isoform A	48.75	10	29	3	1472686.0377	1986507.98694	
Q7JQH9	carnitine O-palmitoyltransferase	2.18	2	2	0	31620.880800000003	34661.38998	
Q7JQR3	Sulfhydryl oxidase	24.96	15	20	15	542510.4969	654765.7229	
Q7JQX9	FI14001p1	4.33	4	4	0	22446.91	27678.760000000002	
Q7JR58	Probable enoyl-CoA hydratase, mitochondrial	59.66	13	107	13	7617827.02864	8440491.64634	
Q7JR69	Cuticular protein 49Ac, isoform C	25.93	6	8	0	226241.79254999998	250036.3012	
Q7JRC3	Epoxide hydrolase	9.28	4	4	3	40478.172	55309.309	
Q7JRF1	RE48509p	6.5	2	3	1	12010.9231	18072.5572	
Q7JRH5	RE28271p	1.31	1	1	1	15939.259	20118.033	
Q7JRL9	GH25289p	67.12	10	52	1	2967526.9802	3373606.0169	
Q7JRN6	GH06388p	6.73	2	2	2	14775.783	15598.278	
Q7JS69	FI04632p	35.69	10	68	1	798607.608	726433.507	
Q7JUN9	Deoxyribonuclease TATDN1	9.62	3	3	3	19561.8191	13480.731	
Q7JUS9	Phosphate carrier protein, mitochondrial	31.82	13	33	11	1269890.2647	1502810.6835	
Q7JV09	GH28348p	4.84	5	5	2	28347.749799999998	27566.7722	
Q7JV69	SD11922p	11.76	4	9	4	120912.97215	147062.5511	
Q7JVG2	diphosphoinositol-polyphosphate diphosphatase	15.82	2	3	2	14713.65	20090.949	
Q7JVH6	LD24696p	47.27	12	27	11	324385.9456	389835.40544	
Q7JVI6	Glutathione S transferase E13, isoform A	14.6	3	9	3	67004.3844	86438.5103	
Q7JVK6	Translin	24.26	6	8	6	175654.8866	200408.109	
Q7JVK8	GEO08987p1	53.42	7	13	7	893799.6673999999	1083521.9849	
Q7JVM1	GH25962p	22.64	5	6	5	43547.0678	41856.1573	
Q7JVX3	Zinc carboxypeptidase A 1	18.2	7	8	0	118647.69404999999	121595.2463	
Q7JVZ8	Glutathione S transferase E11, isoform A	23.56	7	8	7	142598.3922	156746.8076	
Q7JW03	Ubiquitin-conjugating enzyme E2 H	18.58	4	8	4	72810.152	103875.06599999999	
Q7JW48	RE12410p	5.57	2	2	2	655.22406	657.1305	
Q7JWD6	Elongin-C	46.15	5	17	5	1612375.1345	1724449.4078	
Q7JWF1	Electron transfer flavoprotein-ubiquinone oxidoreductase	18.21	12	28	12	956697.9534	1067553.1397	
Q7JWH5	RING-box protein 2	27.43	2	3	2	57597.106	60852.845	
Q7JWQ7	RE01730p	5.34	2	3	2	18746.9368	21645.767	
Q7JWU9	AT07420p	19.68	5	5	5	36472.7229	55403.648	
Q7JWX3	GH10112p	22.48	7	11	7	159920.40855999998	185858.2996	
Q7JX87	1-Cys peroxiredoxin	55.0	11	48	1	112136.022	149861.6587	
Q7JX94	Phospholipase A2	15.61	3	3	3	11853.664200000001	11058.4483	
Q7JXB5	Phosphoenolpyruvate carboxykinase [GTP]	9.56	7	7	1	114793.71770000001	135241.324	
Q7JXB9	Endonuclease	10.65	3	3	3	47081.2546	53504.0935	
Q7JXC4	CG6459 protein	33.46	6	38	6	2013848.5532000002	2443310.5557	
Q7JXW8	Off-track2	4.39	2	2	2	13435.838399999999	13016.529999999999	
Q7JXZ2	cystathionine gamma-lyase	19.59	6	8	6	96820.9172	137918.2082	
Q7JYH3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	30.59	4	8	4	383640.543	438233.615	
Q7JYW9	Phosphotransferase	19.38	9	13	9	332731.948	404981.9615	
Q7JYX5	Vesicle-associated membrane protein 7	11.93	3	5	3	23347.2327	25059.0735	
Q7JYZ0	lysozyme	39.13	4	9	4	315038.28466	281396.33565	
Q7JYZ9	Glutathione S transferase E2	31.22	7	19	7	312226.1047	383279.40387	
Q7JZB1	RE49860p	2.09	1	1	1	11858.939	8910.668	
Q7JZD3	Eb1, isoform A	56.7	14	33	0	1569444.64676	1705887.518	
Q7JZD5	Dorsal interacting protein 3	6.32	2	2	2	4875.5687	5720.9232	
