Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127C, Sample, n/a, SF1g_F1	Abundances Count: F5: 127C, Sample, n/a, SF1g_F1	Modifications
Q7KUW2	5' nucleotidase B, isoform B	5.56	4	6	0	27653.95445	5	
Q7KUX7	Eukaryotic translation initiation factor 4H	56.42	15	46	0	259980.63486	25	
Q7KV27	alanine transaminase	47.01	23	110	0	7290999.86779	98	
Q7KV34	Pinkman	39.06	24	47	24	1574321.6483	44	
Q7KV94	Purine nucleoside phosphorylase	6.52	2	2	1	11808.4777	2	
Q7KVB1	Iron-sulfur clusters transporter ABCB7, mitochondrial	3.67	3	3	0	877.4652	1	
Q7KVI9	Uncharacterized protein, isoform B	22.04	4	23	1	125595.99983	16	
Q7KVL7	Vacuolar protein sorting-associated protein 35	2.24	2	2	0	2037.61968	2	
Q7KVX1	Pyruvate dehydrogenase E1 component subunit alpha	48.76	18	101	0	4175158.38895	83	
Q7KY04	small monomeric GTPase	15.96	3	10	2	24297.0557	2	
Q7PL91	GEO11417p1	26.6	3	13	3	198842.94986	10	
Q7PLE9	Ras-related protein Rab-21	8.56	2	3	1	5294.245	1	
Q7PLI0	P120 catenin	10.5	10	17	10	107419.7202	14	
Q7PLL3	Eukaryotic initiation factor 4B	33.12	15	31	2	260648.94624	27	
Q7PLS1	LD01937p	11.46	5	8	0	34165.84506	8	
Q7PLT4	Translocase of the inner mitochondrial membrane 17b, isoform A	24.28	4	7	4	23581.3704	4	
Q7YU88	SD08871p	5.67	6	8	0	10939.23378	6	
Q86B44	Glutathione synthetase	11.03	6	11	0	76664.72063	8	
Q86B74	WASp, isoform C	16.19	7	10	0	12705.9791	4	
Q86B93	Uncharacterized protein, isoform D	8.54	1	1	0	11267.882	1	
Q86BG8	Terminal ADP-ribose protein glycohydrolase 2, isoform C	5.62	2	2	0	10693.4057	2	
Q86BI3	Zinc-finger protein at 72D, isoform B	17.31	15	26	3	133712.41537	22	
Q86BM0	Uncharacterized protein, isoform A	30.62	8	23	8	146531.06904	15	
Q86BM5	A kinase anchor protein 200, isoform D	20.07	15	41	3	610696.19045	37	
Q86BP1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	29.79	10	25	0	412830.9731	23	
Q86BQ4	Histidine triad nucleotide binding protein 1, isoform B	65.08	6	28	0	902472.8073	26	
Q86BR8	Mitochondrial transcription factor A, isoform B	37.68	13	45	0	458015.89797	43	
Q86BS3	Chromator, isoform A	27.65	20	50	20	269816.45765	41	
Q86BS7	Glycogen debranching enzyme	3.17	6	9	0	25766.4764	5	
Q86PD3	Persulfide dioxygenase ETHE1, mitochondrial	21.51	7	17	7	248019.3186	15	
Q86PF5	PRKCA-binding protein	8.62	5	7	0	24330.3859	6	
Q8I099	Uncharacterized protein, isoform A	16.56	5	8	5	83648.07740000001	7	
Q8I0D4	RE20510p	20.9	17	39	0	964872.44975	29	
Q8I0J3	Mitochondrial ribosomal protein S21, isoform A	35.63	3	6	3	18446.4871	5	
Q8I0P9	acid phosphatase	1.76	1	2	0	7639.00126	2	
Q8I725	Glyoxylate reductase/hydroxypyruvate reductase	23.63	10	20	10	146695.89512	19	
Q8I930	GH14147p	4.68	3	4	0	8441.09522	3	
Q8I941	GH16843p	28.83	7	29	7	266475.4098	25	
Q8IGI1	Misexpression suppressor of KSR 2, isoform J	18.8	8	19	1	13103.8973	4	
Q8IGY1	RE08101p	33.61	41	326	0	11953013.04047	150	
Q8IH23	GEO02102p1	43.7	5	11	5	63842.4195	9	
Q8IM93	FI18814p1	36.72	17	40	17	195475.75514	27	
Q8IMF4	RE24176p	10.11	5	7	0	21338.507700000002	5	
Q8IMJ0	VhaAC45-related protein, isoform A	16.41	7	31	0	527473.8176	24	
Q8IMK7	Alphabet, isoform B	7.28	3	4	0	25531.4264	3	
Q8IMQ8	RH29536p	33.72	10	31	0	489322.76341	28	
Q8IMT3	IP12392p	5.95	3	4	3	6538.79	2	
Q8IMT6	FI01822p	6.64	3	6	3	59125.796160000005	6	
Q8IMU2	RE10237p	13.88	3	5	0	26677.7791	4	
Q8IMV6	Scaffold attachment factor B, isoform B	4.42	3	3	3	2846.1472	2	
Q8IMX4	FI04408p	6.6	2	7	0	32333.7756	6	
Q8IMX8	U6 snRNA-associated Sm-like protein LSm3	40.78	4	13	4	116506.41593	12	
Q8IN49	MIP05539p	7.19	7	14	7	110818.6965	11	
Q8IN51	FI17609p1	21.17	3	9	3	41747.21936	6	
Q8IN95	Nuclear migration protein nudC	5.56	2	2	2	2568.1582000000003	2	
Q8INA9	Fasciclin 1, isoform C	43.97	29	147	1	35980.2195	4	
Q8ING0	Peptidase S1 domain-containing protein	6.92	4	8	4	21534.409200000002	5	
Q8INH5	Aminopeptidase	5.65	6	9	0	31097.7981	8	
Q8INQ9	LIM domain-containing protein	10.63	4	5	0	22042.7631	5	
Q8INU6	Glyoxylate reductase/hydroxypyruvate reductase	16.21	6	16	4	38122.3537	7	
Q8IP52	RE16941p	3.69	4	4	4	447.04636	1	
Q8IP62	Small ribosomal subunit protein mS23	23.28	4	4	4	8475.5616	3	
Q8IP80	ethanolamine-phosphate cytidylyltransferase	24.93	10	32	1	451152.94156	27	
Q8IP94	threonine--tRNA ligase	5.36	4	6	0	38453.4324	6	
Q8IP97	Peroxin-19	54.11	10	30	10	809821.9745	26	
Q8IPA5	RE15581p	6.07	2	2	0	15835.723	1	
Q8IPB1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	37.93	6	9	0	27356.926369999997	8	
Q8IPD8	Cuticular protein 30F	40.41	6	12	6	207497.37860000003	11	
Q8IPE8	Trifunctional enzyme subunit alpha, mitochondrial	62.77	38	117	1	3281984.81484	105	
Q8IPG8	Uncharacterized protein	17.77	4	12	4	57734.4015	11	
Q8IPK0	Stathmin, isoform B	5.3	2	2	0	3124.658	1	
Q8IPP8	Ketoreductase domain-containing protein	45.31	9	24	8	281261.04037	17	
Q8IPQ6	Polymerase (DNA-directed), delta interacting protein 2, isoform B	6.5	2	2	0	961.1536	1	
Q8IPT0	ER membrane protein complex subunit 10	18.94	4	4	0	44474.78426	3	
Q8IPT9	SD05439p1	36.84	12	19	0	578687.7469	15	
Q8IPU3	hydroxyacylglutathione hydrolase	29.31	9	60	0	1076303.23574	48	
Q8IPU7	BNIP3, isoform C	10.17	2	3	0	12849.482899999999	3	
Q8IPW1	Arouser, isoform A	10.81	8	14	0	35125.08148	12	
Q8IPZ5	Uncharacterized protein, isoform B	15.12	8	14	0	31023.8863	12	
Q8IQ99	PAR-domain protein 1, isoform J	4.11	3	4	0	21720.233	4	
Q8IQB7	MIP21654p	9.44	3	5	3	1668.99308	3	
Q8IQB8	Tequila, isoform D	5.66	7	7	1	28219.5924	4	
Q8IQC6	Small VCP interacting protein, isoform A	42.68	6	10	6	47936.61425	8	
Q8IQD3	Uncharacterized protein, isoform C	5.3	3	6	3	60400.64694	5	
Q8IQD7	Phospholipid scramblase	5.15	1	3	0	17159.9507	3	
Q8IQE6	Insulin receptor substrate 53 kDa, isoform A	7.34	9	17	2	67236.15592	15	
Q8IQH0	FI12817p	5.22	8	11	0	43435.70714	9	
Q8IQM5	Uncharacterized protein, isoform A	20.82	6	14	1	110895.64491	12	
Q8IQM9	folate gamma-glutamyl hydrolase	6.43	3	5	3	8409.600699999999	3	
Q8IQQ0	2-oxoglutarate dehydrogenase, mitochondrial	15.63	17	30	1	103556.21724	26	
Q8IQT0	Gamma-glutamylcyclotransferase	8.72	2	3	1	47313.7915	3	
Q8IQV4	Lysosome-associated membrane glycoprotein 2-like luminal domain-containing protein	2.71	2	4	2	27039.3109	4	
Q8IQW5	RE23625p	79.17	16	78	4	3577125.6173	61	
Q8IR41	Uncharacterized protein, isoform C	0.61	1	1	0	2138.5488	1	
Q8IR72	FI19011p1	10.06	1	3	1	11451.275239999999	3	
Q8IR76	FAD synthase	12.59	4	7	0	29733.4076	6	
Q8IRD0	RH17559p	42.86	3	12	3	140993.865	10	
Q8IRD3	Glutathione peroxidase	51.68	11	86	0	4180114.35474	73	
Q8IRH0	Puromycin-sensitive aminopeptidase	14.15	17	31	0	203619.67627	27	
Q8IRI5	Trio, isoform D	8.83	7	10	0	36227.0061	8	
Q8IRQ5	fumarate hydratase	74.95	29	186	0	9486673.52158	152	
Q8MKK1	AaRS-interacting multifunctional protein 3	15.08	3	6	3	43676.1946	5	
Q8MLP9	GEO08457p1	16.96	2	5	2	11728.6783	5	
Q8MLQ0	FI14118p	21.05	2	3	2	60934.6483	3	
Q8MLS1	5-formyltetrahydrofolate cyclo-ligase	17.91	4	14	4	130175.91063999999	11	
Q8MLS2	ribose-5-phosphate isomerase	25.31	5	5	5	43363.320999999996	5	
Q8MLW0	Receptor protein-tyrosine kinase	0.8	1	1	0	2235.1284	1	
Q8MLW4	Uncharacterized protein, isoform A	31.39	8	17	8	203603.11163	15	
Q8MMD2	Epidermal growth factor receptor pathway substrate clone 15, isoform B	32.55	32	79	0	2601515.93292	74	
Q8MQP2	MIP16184p	7.0	2	5	0	53680.576	4	
Q8MRI4	Diphthine--ammonia ligase	5.99	5	5	5	31307.860800000002	2	
Q8MRM0	GH16740p	23.63	6	17	6	145458.7746	14	
Q8MRS5	AT03104p	3.18	3	3	0	3485.6665	1	
Q8MRT7	SD26038p	13.22	3	7	3	57309.47966	7	
Q8MRW1	SD19278p	5.83	1	1	1	355.63745	1	
Q8MS69	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	4.73	2	3	2	7078.697	2	
Q8MSB1	E3 ubiquitin-protein transferase MAEA	11.17	4	4	4	7026.25415	2	
Q8MSI2	GH15296p	77.78	17	127	17	6950626.83755	103	
Q8MSS7	Small ribosomal subunit protein uS2m	13.26	3	4	3	7357.5747	3	
Q8MST5	Tubulin beta chain	47.92	18	97	0	1149888.17818	39	
Q8MT58	Carnosine dipeptidase 2, isoform A	44.77	20	64	4	2220159.44108	57	
Q8MZ07	GEO07581p1	10.96	2	5	2	17763.93272	3	
Q8MZI3	RNA helicase	17.36	13	23	6	152733.32520999998	14	
Q8SWS2	RE29468p	39.05	5	14	0	206410.2959	10	
Q8SWS3	RE26528p	17.13	2	3	2	127502.627	3	
Q8SWZ6	RH51312p	8.33	2	3	2	3586.4497	2	
Q8SX35	GEO07743p1	33.33	3	8	1	64667.554299999996	7	
Q8SX50	RE04530p	14.96	6	11	0	42593.5484	9	
Q8SX54	CLIP domain-containing serine protease	2.78	1	1	1	419.37076	1	
Q8SX57	LD44221p	42.41	8	19	8	199131.4841	17	
Q8SX78	LD05679p	19.7	8	11	8	32945.628020000004	8	
Q8SX89	Kugelkern, isoform A	9.82	5	6	5	29147.95626	6	
Q8SXC2	FI04487p	7.56	4	4	4	12236.966339999999	3	
Q8SXD5	GH02216p	53.85	11	59	2	1333570.47639	47	
Q8SXE1	RH69521p	6.23	3	3	3	961.0378	1	
Q8SXF0	Small ribosomal subunit protein uS9m	8.35	4	9	4	81387.3926	7	
Q8SXF2	RH40246p	10.75	5	7	5	24139.01286	5	
Q8SXG7	tRNA selenocysteine-associated protein 1	5.06	2	2	2	8001.1366	2	
Q8SXK0	RE18748p	10.55	3	3	3	4052.02104	3	
Q8SXM8	Lysine--tRNA ligase	21.95	13	35	0	201800.97035000002	31	
Q8SXP8	TAR DNA-binding protein 43	9.98	5	5	2	20964.9146	3	
Q8SXQ1	aldehyde dehydrogenase (NAD(+))	28.15	13	30	13	161646.18095	18	
Q8SXQ5	Glutaredoxin-related protein 5, mitochondrial	10.06	2	6	2	243762.38092	5	
Q8SXS0	RE40914p	11.92	4	6	4	11026.8542	5	
Q8SXX1	Phosphatidylinositol 5-phosphate 4-kinase, isoform A	35.15	13	28	13	455539.94934	26	
Q8SY13	Beaten path IIIc, isoform A	8.62	4	6	0	23077.9439	5	
Q8SY19	Microsomal glutathione S-transferase 1	13.16	2	10	1	183772.38102	9	
Q8SY58	Ketimine reductase mu-crystallin	6.48	2	3	2	941.70746	1	
Q8SY67	lysozyme	35.85	3	3	3	77540.491	3	
Q8SY69	MICOS complex subunit MIC10	29.17	3	11	3	376416.3771	10	
Q8SYC4	RE68566p	1.97	1	1	1	2131.9478	1	
Q8SYD9	Endophilin B, isoform A	57.69	19	89	0	2184017.94584	78	
Q8SYG3	E2 ubiquitin-conjugating enzyme	52.98	9	22	1	412814.98299	17	
Q8SYH8	RE57644p	19.78	5	13	1	99892.7773	8	
Q8SYJ2	GEO09626p1	61.45	8	53	8	4108384.67842	48	
Q8SYN0	RE52086p	9.56	4	5	4	9140.395840000001	3	
Q8SYQ4	RE42475p	52.03	10	68	10	1409201.91526	60	
Q8SYQ8	RE40412p	32.35	5	10	5	43807.4163	10	
Q8SZK5	RH26533p	10.93	3	5	3	22372.322	5	
Q8SZK9	HL04814p	47.19	11	54	11	2821773.0316500003	46	
Q8SZM2	RH04334p	28.15	10	38	10	1739388.87291	33	
Q8SZN1	GEO08217p1	51.61	7	31	3	987228.6214000001	28	
Q8T0I9	GH27479p	23.63	10	27	1	422930.4199	19	
Q8T0J5	GH26851p	29.62	9	33	0	657033.21658	29	
Q8T0N5	GH17516p	16.56	6	16	6	312731.7095	15	
Q8T0U6	Serine/threonine-protein phosphatase	12.15	6	13	0	45498.3229	6	
Q8T0V2	GH02495p	21.25	10	23	0	139225.39115	19	
Q8T389	Endophilin B	56.35	18	77	0	8844.241	1	
Q8T3V6	Large ribosomal subunit protein uL29m	6.27	2	2	2	449.9242	1	
Q8T3W8	Venom allergen-1	20.61	6	10	0	27768.12949	7	
Q8T4G5	AFG3 like matrix AAA peptidase subunit 2, isoform A	26.51	22	41	2	476799.9628	39	
Q8T6I0	Achaete scute target 1, isoform B	50.94	25	77	0	1981631.80518	66	
Q8T972	N-terminal E2 ubiquitin-conjugating enzyme	6.49	1	2	0	25236.555	2	
Q8WR19	AFGF intracellular binding protein	2.23	1	1	1	10730.73	1	
Q94513	Boundary element associated factor	12.41	5	12	1	33376.97453000001	7	
Q94533	Ribosomal protein S6 kinase	5.31	3	7	3	47293.4608	7	
Q95NU8	GH16255p	16.25	8	18	8	120830.98013	16	
Q95NV8	Allatostatin C, isoform B	9.92	1	4	0	32966.6079	3	
Q95PE4	GEO07784p1	6.17	1	1	1	1655.2534	1	
Q95R34	GH16463p	9.71	3	4	3	18746.416	2	
Q95R98	Protein phosphatase methylesterase 1	12.22	5	11	5	50248.34574	6	
Q95RB1	Pre-mRNA-splicing factor RBM22	18.66	8	19	8	56230.7286	16	
Q95RB2	Cuticular protein 49Ae	81.34	9	171	9	16843556.11038	136	
Q95RE4	LD37574p	44.32	15	30	1	51846.46522	25	
Q95RF6	LD34461p	43.27	5	7	5	84781.83396	7	
Q95RI2	LD28549p	27.78	9	14	9	52564.13809	10	
Q95RI7	Survival of motor neuron-related-splicing factor 30	24.69	6	8	1	42327.53287	8	
Q95RQ1	LD16414p	3.71	2	2	2	1899.2346	1	
Q95RR6	LD15002p	64.6	17	77	0	69892.569	2	
Q95RS6	Phenoloxidase-activating factor 2	17.34	6	13	6	120036.736	13	
Q95RV5	Ribulose-phosphate 3-epimerase	12.22	2	4	2	319824.129	4	
Q95RY2	LD01461p	20.61	5	11	1	104942.40325	10	
Q95SH0	GH26463p	5.58	5	6	5	10163.226999999999	2	
Q95SH2	Charged multivesicular body protein 1, isoform A	33.99	9	38	9	400868.84765999997	30	
Q95SH7	GH26007p	7.94	2	3	2	664.5388	1	
Q95SI7	GH23390p	75.09	17	43	17	1733121.17493	39	
Q95SN8	GH12395p	26.76	5	14	5	234793.40480000002	11	
Q95TK5	LD44914p	12.95	7	17	7	105305.07285	13	
Q95TL8	Endoplasmic reticulum protein 44, isoform A	30.58	13	39	0	602584.12892	32	
Q95TP0	LD34582p	1.97	1	1	1	4929.735	1	
Q95TZ7	GH19182p	79.35	28	155	0	3782102.29477	118	
Q95U15	GH14252p	82.05	32	274	0	2099853.38876	24	
Q95U34	GH11113p	20.41	10	36	10	366056.2114	30	
Q95WY3	Nucleolar protein 56	9.68	5	6	5	86542.84286	6	
Q960D4	SD06560p	22.09	14	22	0	203352.44640000002	19	
Q960M4	Peroxiredoxin-5	64.74	12	97	12	6224096.39265	80	
Q960Y8	Aluminum tubes, isoform G	21.28	19	34	0	169148.28327	24	
Q961B3	5'-nucleotidase domain-containing protein 1	4.49	3	5	0	14911.953259999998	4	
Q961B9	LD24073p	8.37	4	4	4	11218.489	1	
Q961C8	LD22649p	15.3	5	10	0	24047.8859	7	
Q961E7	phosphorylase kinase	10.74	5	5	1	27928.7751	4	
Q961K6	GH19047p	4.19	3	3	3	7812.073899999999	3	
Q961Q8	GH10454p	10.86	5	7	5	39564.04478	6	
Q961T9	GH07914p	35.88	6	11	6	135577.61680000002	9	
Q961X4	Combover, isoform B	10.01	8	13	0	74463.2024	10	
Q966T5	Paxillin, isoform D	37.06	7	18	2	71393.82796	7	
Q967S0	Amidophosphoribosyltransferase	10.97	6	11	0	46884.346730000005	11	
Q9I7I3	GH12831p	9.56	3	4	3	7787.610360000001	4	
Q9I7J0	GH21596p	73.37	11	57	11	1861368.70612	46	
Q9I7K3	N-acyl-aliphatic-L-amino acid amidohydrolase	3.49	2	4	2	21197.027000000002	3	
Q9I7L9	Uncharacterized protein, isoform A	15.91	6	8	0	22212.087	6	
Q9I7M3	Uncharacterized protein, isoform A	48.17	12	30	1	1074231.39783	26	
Q9I7Q5	Cuticular protein 65Au, isoform A	65.09	7	19	7	1544274.13396	18	
Q9NCC3	Sorting nexin	14.34	8	16	8	124823.85800000001	15	
Q9NF31	EG:BACN25G24.3 protein (Fbgn0004860;ph-d protein)	2.35	3	3	0	344.58453	1	
Q9U1K7	Thioredoxin domain-containing protein 17	16.3	3	10	3	94866.3025	7	
Q9U1L2	EG:BACR7A4.14 protein	37.05	9	16	9	89377.65139	13	
Q9U6P7	FI18813p1	14.35	7	9	7	56997.17665	9	
Q9U6R9	Gamma-soluble NSF attachment protein	57.28	17	44	15	904604.56125	42	
Q9U9Q2	Neosin, isoform A	12.13	5	6	5	26519.12794	5	
Q9V393	Kurtz arrestin	10.0	5	9	5	123075.43657	7	
Q9V396	Carbonic anhydrase	46.67	12	54	12	1323437.73076	47	
Q9V3A8	Ergic53, isoform A	11.13	7	10	7	54173.4522	8	
Q9V3C8	DShc protein	3.42	2	3	2	6291.9307	1	
Q9V3D9	Signal recognition particle 54 kDa protein	13.19	8	16	8	136553.16075	14	
Q9V3E3	Large ribosomal subunit protein mL50	10.05	2	3	2	9429.3867	2	
Q9V3E7	LD24793p	42.48	12	35	12	472258.67587	31	
Q9V3E9	RNA polymerase II-associated protein 3	5.24	3	4	3	19100.9539	4	
Q9V3F8	Pyrroline-5-carboxylate reductase	25.71	5	13	5	265429.7578	13	
Q9V3H0	DNAation factor-related protein 4	4.22	2	2	2	1984.4474	1	
Q9V3I0	EG:BACR42I17.2 protein	6.09	2	8	2	36357.93237	7	
Q9V3L7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	48.0	4	6	4	155373.3029	6	
Q9V3N7	dihydropyrimidinase	38.03	21	56	6	1179904.03683	49	
Q9V3N9	B6	5.73	4	6	4	43376.176100000004	4	
Q9V3P3	LD45860p	40.0	10	21	10	696826.1788	19	
Q9V3Q4	thioredoxin-dependent peroxiredoxin	11.16	3	9	3	85173.4724	8	
Q9V3R3	GPN-loop GTPase	5.5	2	3	2	10601.157299999999	2	
Q9V3T8	LD32469p	14.36	4	5	4	53217.2154	5	
Q9V3U6	26-29kD-proteinase	24.41	11	43	11	1694858.79749	40	
Q9V3V2	peptidylprolyl isomerase	67.59	13	44	1	971127.9372	40	
Q9V3V6	26S proteasome regulatory complex subunit p50	53.27	21	64	20	2032864.74346	54	
Q9V3V9	Endonuclease G inhibitor, isoform A	47.63	16	37	16	716175.95771	35	
Q9V3W2	GM23292p	61.08	12	86	12	3290360.12965	74	
Q9V3W7	LD40489p	41.18	10	24	10	245511.01994	17	
Q9V3W9	UV excision repair protein RAD23	28.5	9	33	4	213122.07052	31	
Q9V3Y4	LD43650p	6.65	2	4	2	4546.7505	1	
Q9V3Y7	Uncharacterized protein, isoform A	37.54	11	33	11	270128.00844999996	29	
Q9V3Z4	GH11341p	22.31	12	31	12	173671.1641	25	
Q9V3Z9	HL02234p	46.21	14	53	14	3153652.89402	38	
Q9V400	Integrin linked kinase, isoform A	6.7	4	6	3	19091.7292	6	
Q9V405	26S proteasome regulatory subunit 6B	41.65	19	51	11	795369.70633	40	
Q9V406	Activator protein 4	9.03	7	16	7	57815.6611	11	
Q9V420	FI02878p	13.91	5	10	5	82325.47564	10	
Q9V428	Ras suppressor protein 1	29.33	9	20	9	253921.5935	17	
Q9V434	Asparagine--tRNA ligase, cytoplasmic	4.66	3	5	3	27551.9476	4	
Q9V436	26S proteasome non-ATPase regulatory subunit 8	29.17	7	12	7	214648.93882	9	
Q9V455	Importin subunit alpha	15.95	9	16	9	350432.54380000004	13	
Q9V470	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	33.41	15	35	15	545596.6960400001	33	
Q9V491	Plexin A, isoform A	1.03	2	2	0	1373.00976	2	
Q9V4C1	Uncharacterized protein, isoform E	29.3	23	61	0	1401922.10504	52	
Q9V4D9	Purine-rich binding protein-alpha, isoform B	64.0	17	75	0	1672956.88491	63	
Q9V4E0	Complex I-49kD	26.28	9	14	8	185769.68615	12	
Q9V4E7	Transporter	3.62	3	6	2	7231.82453	4	
Q9V7W9	Nuclear inhibitor of protein phosphatase 1	8.88	3	3	3	8206.1636	3	
Q9V9M7	Large ribosomal subunit protein eL21	35.22	6	13	6	140836.96024000001	11	
Q9V9Q4	LD43819p	24.01	9	22	9	316235.02226	16	
Q9V9S0	Lysosome-associated membrane glycoprotein 5	8.81	2	5	2	141991.7585	3	
Q9V9T5	GM14617p	15.04	10	14	1	28124.035799999998	8	
Q9V9T9	Beta-glucuronidase	2.62	2	2	2	3228.7299999999996	2	
Q9V9U7	Tubulin-specific chaperone A	24.55	4	12	4	106987.05523	12	
Q9V9V0	Cleavage stimulation factor subunit 1	6.6	3	3	3	5048.7176	2	
Q9V9V4	CRAL-TRIO domain-containing protein	13.76	5	13	5	201982.19	13	
Q9V9W2	Large ribosomal subunit protein eL6	21.4	7	29	0	687623.2297799999	22	
Q9V9W4	GH08048p	3.6	2	2	2	1653.116	1	
Q9V9Y6	Carbonic anhydrase	2.65	1	2	1	3698.6829000000002	2	
Q9VA09	Guanylate cyclase soluble subunit beta-1	4.57	5	9	5	70175.9438	7	
Q9VA18	Coiled-coil-helix-coiled-coil-helix domain containing 3	78.92	20	89	20	3356717.3187	82	
Q9VA32	Cuticular protein 100A	15.35	4	16	4	132068.59108	10	
Q9VA34	LP06141p	3.64	4	5	4	20199.415399999998	5	
Q9VA36	CIN85 and CD2AP related, isoform C	17.91	16	33	0	187146.18326	23	
Q9VA41	GEO08227p1	42.04	6	16	2	138210.1138	7	
Q9VA42	Niemann-Pick type C-2g, isoform A	49.69	7	22	4	745487.4326	17	
Q9VA56	GH23271p	60.79	20	66	1	2703.6519	1	
Q9VA69	procollagen-proline 4-dioxygenase	1.27	1	3	1	24217.9294	3	
Q9VA71	FI19924p1	6.19	3	3	3	13759.2997	2	
Q9VA76	IP18706p	11.33	4	8	4	28734.747799999997	6	
Q9VA95	Trafficking protein particle complex subunit	5.52	1	2	1	7651.8313	2	
Q9VA97	Pyridoxal phosphate homeostasis protein	34.25	10	19	10	312971.62656999996	18	
Q9VAA6	GEO12235p1	10.76	2	6	2	36216.9788	6	
Q9VAA9	JIL-1 anchoring and stabilizing protein, isoform A	16.21	9	20	9	90076.49570999999	16	
Q9VAC1	GM14349p	63.31	21	113	21	10862191.23885	91	
Q9VAC4	GEO09167p1	23.08	3	12	3	383973.9353	10	
Q9VAC9	Uncharacterized protein, isoform A	28.12	9	17	1	32858.49948	11	
Q9VAD4	Translation initiation factor eIF2B subunit alpha	8.5	3	4	3	6644.31416	2	
Q9VAD7	RH37294p	11.56	2	3	2	1995.41798	3	
Q9VAG3	trypsin	11.46	3	6	3	74250.2503	5	
Q9VAG9	3'(2'),5'-bisphosphate nucleotidase 1	20.92	7	10	7	37305.06923	6	
Q9VAI9	GEO07291p1	62.25	9	62	5	2846727.76698	42	
Q9VAJ9	Mitochondrial 2-oxoglutarate/malate carrier protein	23.34	8	14	8	130331.3986	13	
Q9VAL5	protein-tyrosine-phosphatase	2.29	3	4	0	7334.2205	3	
Q9VAL7	Calnexin 99A, isoform A	32.07	20	84	1	1411471.63829	62	
Q9VAN7	Phosphoglycerate mutase	63.53	18	121	16	14660563.64586	99	
Q9VAQ4	Peptidase S1 domain-containing protein	12.85	5	10	5	78186.6557	9	
Q9VAS1	Neprilysin-like 19	3.58	3	5	3	6668.292939999999	4	
Q9VAU6	LD27564p	2.62	2	2	2	11533.375	2	
Q9VAV2	FI21480p1	16.09	13	25	13	135619.85467	22	
Q9VAY0	Neprilysin 7	5.58	4	4	4	8914.93525	4	
Q9VAY2	Heat shock protein 83	34.31	28	98	27	1622053.45446	78	
Q9VAY6	Pre-mRNA-splicing factor SPF27	7.19	2	2	2	29730.706	2	
Q9VAY9	GH07821p	4.83	2	2	2	27962.305	1	
Q9VB05	ALG-2 interacting protein X	17.46	19	58	19	843034.00377	49	
Q9VB10	Hydroxysteroid dehydrogenase-like protein 2	48.54	18	54	18	1560637.01715	50	
Q9VB17	IP11341p	10.12	4	7	4	28990.3437	5	
Q9VB22	LD33695p	13.07	8	14	8	193090.32755	11	
Q9VB23	Serine/threonine protein phosphatase 2A regulatory subunit	14.5	9	31	1	90329.05462	19	
Q9VB64	Uridine diphosphate glucose pyrophosphatase NUDT14	41.98	7	10	7	252578.44689999998	9	
Q9VB66	CLIP domain-containing serine protease	7.35	3	3	2	879.7704	1	
Q9VB69	Malic enzyme	19.45	12	25	1	108049.63895000001	19	
Q9VB76	Carbonic anhydrase	5.79	2	4	2	35207.51760000001	4	
Q9VB77	IP09938p	4.06	1	2	1	4325.7572	2	
Q9VB78	Eater	12.38	3	7	3	7748.13215	3	
Q9VB79	IP09473p	14.19	5	15	5	54498.66823	11	
Q9VB81	Cuticular protein 97Eb	42.98	11	59	11	1217871.28041	55	
Q9VB86	LP07342p	7.34	1	1	1	8134.3203	1	
Q9VB96	Uncharacterized protein, isoform A	24.33	11	26	2	432771.52934	22	
Q9VBC1	Uncharacterized protein, isoform A	39.78	4	8	4	15106.581279999999	8	
Q9VBC9	Beaten path VII	3.68	2	4	2	22733.706	4	
Q9VBI2	UMP-CMP kinase	50.99	13	74	13	2778204.00286	55	
Q9VBI3	RH72336p	22.66	7	23	7	208402.78936999998	20	
Q9VBL3	GH01188p	8.54	5	6	5	8628.211879999999	6	
Q9VBN5	60S ribosomal protein L27	5.93	1	1	1	508.723	1	
Q9VBP5	Jing interacting gene regulatory 1, isoform A	7.44	3	3	2	22529.639	3	
Q9VBP6	Succinate-semialdehyde dehydrogenase	76.03	33	149	33	5833411.47035	131	
Q9VBR3	Astrocytic leucine-rich repeat molecule	3.4	2	4	2	21730.584	3	
Q9VBS7	Uncharacterized protein, isoform B	30.82	11	20	11	634967.4519	19	
Q9VBT1	CHK kinase-like domain-containing protein	9.59	4	6	4	24921.4015	6	
Q9VBT2	IP11926p	4.57	2	2	2	1993.3569	1	
Q9VBU0	Uncharacterized protein, isoform A	8.15	4	5	3	10993.0017	4	
Q9VBU9	40S ribosomal protein S27	22.62	2	16	2	849162.43894	10	
Q9VBV4	Juvenile hormone binding protein 7	7.6	2	3	1	29161.24626	3	
Q9VBX3	Vig2, isoform B	9.03	3	4	0	26457.408900000002	3	
Q9VBY7	Protein lin-7 homolog	54.36	10	72	1	1594712.77483	59	
