Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 128N, Sample, n/a, SF1g_M3	Abundances Count: F8: 128N, Sample, n/a, SF1g_M3	Modifications
M9PDX8	Nervana 3, isoform E	41.21	11	63	1	11933757.923759999	58	
M9PE32	Fife, isoform D	14.76	16	27	1	251854.03604	24	
M9PE35	RabX6, isoform B	5.86	1	1	0	342.9515	1	
M9PE54	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	5.04	2	2	0	1309.2679699999999	2	
M9PE74	No circadian temperature entrainment, isoform D	3.99	7	9	0	9092.79146	5	
M9PE93	Ensconsin, isoform K	12.81	11	12	0	58968.2855	12	
M9PE96	Uncharacterized protein, isoform B	2.44	4	4	0	59639.8306	4	
M9PEA2	CDK2-associated protein 1, isoform B	16.61	3	3	0	4353.4741	2	
M9PEB1	Fiery mountain, isoform B	8.58	5	7	0	24437.21802	7	
M9PEC1	IST1 homolog	22.5	9	19	0	476914.6375	18	
M9PEE1	Smallminded, isoform H	10.14	9	12	0	378292.18720000004	12	
M9PEG1	Uncharacterized protein	34.58	16	38	16	1927726.7891	38	
M9PEI1	Dumpy, isoform U	10.21	177	267	0	3733274.82263	219	
M9PEJ9	Uncharacterized protein, isoform B	14.52	6	7	0	84456.60190000001	6	
M9PEL3	Quemao, isoform C	30.67	10	17	0	663842.66706	15	
M9PEM1	Syntaxin 17, isoform B	15.03	7	8	0	123833.16023000001	8	
M9PET3	Simjang, isoform D	4.11	3	3	0	2543.8741	2	
M9PEZ7	Z band alternatively spliced PDZ-motif protein 67, isoform E	6.62	5	5	0	23709.843800000002	4	
M9PF16	Spectrin beta chain	29.64	75	147	5	3393057.29534	135	
M9PF36	Uncharacterized protein, isoform C	34.79	13	40	0	1860106.798	34	
M9PF85	CCR4-NOT transcription complex subunit 9	8.97	2	4	0	12720.69277	3	
M9PFF7	Uncharacterized protein, isoform E	13.48	6	7	1	31598.682240000002	6	
M9PFH7	Tartan, isoform B	3.73	3	3	0	5367.27835	2	
M9PFR6	Multiprotein bridging factor 1, isoform E	11.7	2	2	0	9135.9095	2	
M9PFU5	Uncharacterized protein, isoform K	9.55	7	7	0	55489.92969999999	6	
M9PFV2	Myosin phosphatase targeting subunit 75D, isoform B	5.35	3	3	0	5726.216600000001	2	
M9PFV4	Uncharacterized protein, isoform B	2.88	1	1	0	53984.164	1	
M9PFV8	Regeneration, isoform B	3.47	3	5	0	32446.5319	3	
M9PFX4	Cuticular protein 76Bd, isoform C	20.47	15	23	0	539896.0374	22	
M9PG20	HP1 and insulator partner protein 1, isoform C	17.73	14	15	0	257128.8215	14	
M9PG87	Uncharacterized protein, isoform B	6.4	9	10	0	191349.3401	9	
M9PGA7	Alpha-actinin, sarcomeric	58.34	52	200	1	23450701.57621	185	
M9PGB6	Uncharacterized protein, isoform B	23.84	5	5	0	172151.75446	5	
M9PGC4	Shaggy, isoform P	19.72	18	54	0	371.16306	1	
M9PGD7	Uncharacterized protein, isoform B	5.83	3	3	0	60518.586	3	
M9PGG8	Uncharacterized protein, isoform B	36.81	6	14	5	1540774.996	13	
M9PHA0	Bifocal, isoform F	14.56	19	30	3	310033.32521	24	
M9PHI7	Uracil phosphoribosyltransferase homolog	6.13	2	2	0	46382.451	2	
M9PHI8	Uncharacterized protein, isoform B	20.16	19	27	1	497762.0908	26	
M9PHK8	Discs large 1, isoform R	29.17	30	90	1	1247796.6043	25	
M9PHM9	Wurmchen 2, isoform A	38.6	3	3	3	75947.3904	3	
M9PHS8	Uncharacterized protein, isoform C	21.97	11	14	0	157530.36213	14	
M9PHX2	Visgun, isoform E	8.78	2	5	1	30346.2931	5	
M9PHY9	Uncharacterized protein, isoform B	7.01	1	1	0	17020.785	1	
M9PI33	Inositol oxygenase	6.91	2	4	0	162996.75499999998	3	
M9PI51	Dual specificity protein phosphatase 15	5.82	2	2	0	3480.3218699999998	2	
M9PI97	Misexpression suppressor of ras 6, isoform B	5.17	3	3	0	26643.112	3	
M9PIG4	Golgi complex-localized glycoprotein 1, isoform B	0.63	1	1	0	2400.5156	1	
M9PIL1	Juvenile hormone binding protein 6, isoform C	7.78	2	2	0	25629.387000000002	2	
M9PJJ5	Uncharacterized protein	18.41	5	5	4	133082.921	4	
M9PJM6	Upheld, isoform Q	52.58	35	114	1	14174.595	1	
M9PJQ5	Troponin I	49.46	15	70	0	898287.9204	14	
O15971	LD39986p	23.53	5	25	2	394129.17500000005	4	
O16158	Calcium-binding protein	52.72	8	47	8	4831570.36268	39	
O17452	LD20793p	27.83	6	24	4	1782037.97964	21	
O18332	FI01544p	60.98	11	59	9	3088305.67718	45	
O18335	Rab11	64.49	14	53	14	6484332.20404	47	
O18336	Ras-related protein Rab-14	36.28	8	18	1	911506.7394999999	15	
O18338	LD44762p	33.33	7	28	1	10135.4254	2	
O44226	Elongin-B	97.46	10	37	10	2303082.10295	33	
O44434	QKR58E-3	22.08	7	9	6	86954.1775	7	
O46052	EG:152A3.3 protein	22.91	6	6	1	65760.1385	6	
O46067	Hypoxia up-regulated protein 1	31.2	27	48	27	1252267.823	46	
O46079	Protein KTI12 homolog	7.69	3	3	2	606.9431	1	
O46085	Peroxisomal targeting signal 1 receptor	9.61	6	6	0	76992.78600000001	6	
O61444	mitogen-activated protein kinase kinase	15.09	6	6	6	174458.31389999998	5	
O61604	Fimbrin	32.5	22	57	2	3613889.33	55	
O62530	Adaptor protein complex 2, mu subunit, isoform A	17.62	9	9	9	70932.1747	7	
O62602	mitogen-activated protein kinase kinase	15.27	5	5	5	26378.7844	5	
O76521	Importin subunit alpha	7.0	4	6	4	89328.0287	6	
O76752	Sepiapterin reductase	36.02	9	16	9	349005.1736	14	
O76877	EG:132E8.3 protein	20.62	3	8	3	593035.1539	8	
O77134	ATP synthase F(0) complex subunit e, mitochondrial	25.93	5	30	4	8202407.5253	25	
O77259	EG:115C2.5 protein	4.5	1	1	0	1733.939	1	
O77425	Ribokinase	19.41	5	5	5	59135.8989	5	
O77430	GEO01111p1	83.95	15	32	13	1421782.4011	28	
O77434	EG:34F3.8 protein	34.6	6	12	1	293935.4424	7	
O77477	LD24471p	22.41	8	11	8	207369.6173	10	
O96299	Sorbitol dehydrogenase	21.94	8	11	2	28048.611	1	
O96692	small monomeric GTPase	27.47	5	6	2	358887.89650000003	6	
O96824	Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5	68.0	6	7	6	183436.47400000002	6	
O96880	General transcription factor IIE subunit 1	5.59	2	2	2	875.8568	1	
O96881	Transcription initiation factor IIE subunit beta	10.96	3	3	1	24632.594	3	
O97059	Ccp84Ab	44.8	7	12	0	306056.5689	12	
O97062	Ccp84Ae	70.19	12	29	12	803548.2645	25	
O97064	Ccp84Ag	39.27	6	11	6	285068.2717	10	
O97066	Signal peptidase complex catalytic subunit SEC11	10.81	2	2	2	36872.9827	2	
O97102	Small ubiquitin-related modifier	44.44	5	35	5	2620148.4144	32	
O97111	LD29223p	11.68	4	6	4	45011.55396	5	
O97183	DNA-directed RNA polymerase II subunit RPB3	6.91	1	1	1	1541.3138	1	
O97365	BM-40	26.32	10	12	10	455989.29497	12	
O97418	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	79.61	9	32	9	4306735.1547	28	
O97428	Ciboulot, isoform A	37.21	4	6	1	201396.5866	6	
O97454	Protein BUD31 homolog	21.53	4	5	4	72384.00377	5	
O97479	Sorbitol dehydrogenase	21.11	9	13	3	236484.97874	12	
P91941	Adult cuticle protein 65Aa	60.0	4	191	4	14297932.78045	132	
P92181	Cuticle protein DCP2	37.61	3	10	3	126661.12449999999	8	
Q0E8E2	Phenoloxidase-activating factor 2	2.03	2	2	0	39714.5612	2	
Q0E8E8	Phosphate carrier protein, mitochondrial	49.16	16	84	13	6862002.7187	77	
Q0E8G6	Cleavage and polyadenylation specificity factor subunit 5	30.38	7	11	1	650271.4757	9	
Q0E8H9	beta-N-acetylhexosaminidase	6.91	5	6	0	170607.456	6	
Q0E8J0	MOG interacting and ectopic P-granules protein 1	4.86	4	5	4	3331.6785	1	
Q0E8J3	Zormin, isoform I	22.12	73	116	0	3077543.39723	105	
Q0E8P1	Uncharacterized protein, isoform B	6.87	1	1	0	7179.3936	1	
Q0E8P5	FI05614p	22.24	11	21	11	389657.59303	18	
Q0E8S7	Homer, isoform E	45.76	21	61	4	4881451.2029	54	
Q0E8U4	FI09636p	17.67	5	6	5	86935.14929999999	6	
Q0E8V7	Mitochondrial import inner membrane translocase subunit	78.57	7	23	7	1217722.16385	23	
Q0E8X6	Translation initiation factor eIF2B subunit delta	11.28	5	6	0	138807.251	5	
Q0E8X7	Reduction of Rh1, isoform A	53.66	7	56	7	6954171.037099999	53	
Q0E8X8	ATP synthase F1 subunit epsilon	42.99	5	18	5	2155350.8113	18	
Q0E980	Uncharacterized protein, isoform C	39.0	19	29	19	562351.19393	24	
Q0E9B7	DNAation factor-related protein 3, isoform A	15.04	3	3	3	20011.0541	3	
Q0E9E2	Pyruvate carboxylase	32.58	36	66	0	1235275.13634	57	
Q0E9E6	RE33655p	5.43	3	3	1	29561.2341	3	
Q0E9F9	Zinc carboxypeptidase A 1	27.59	12	22	12	667126.87374	19	
Q0E9G4	CG1600-PA	14.96	4	7	0	98633.72439999999	7	
Q0KHQ6	6-phosphofructo-2-kinase, isoform A	26.68	13	15	0	493872.08837	15	
Q0KHR3	Bazooka, isoform B	2.37	2	2	0	2701.1533	1	
Q0KHR7	Septin	13.58	6	8	0	158636.614	7	
Q0KHX7	FI18193p1	7.31	9	9	0	29440.46903	7	
Q0KHZ6	Electron transfer flavoprotein subunit beta	71.94	19	148	19	19431810.74028	128	
Q0KI15	Complex III assembly factor LYRM7	29.93	5	5	5	38738.6486	4	
Q0KI25	Uncharacterized protein, isoform B	9.07	9	13	1	264168.3057	12	
Q0KI39	FI16806p1	18.15	3	5	1	2190.8413	1	
Q0KI76	Uncharacterized protein, isoform A	25.0	12	25	0	784009.3626	24	
Q0KI81	protein-tyrosine-phosphatase	8.19	11	12	11	110164.4745	12	
Q0KI98	Tryptophan--tRNA ligase, cytoplasmic	11.4	5	7	5	205778.454	7	
Q0KIB0	Sidestep III	0.95	1	1	1	7211.636	1	
Q0KIE7	Ankyrin, isoform B	4.71	7	7	5	74188.977	5	
Q1RL12	IP16413p	55.9	15	82	2	367857.3268	4	
Q24090	GH08712p	12.43	5	7	5	108964.33867	6	
Q24253	AP complex subunit beta	20.63	16	21	16	893061.5003	21	
Q26459	EN protein binding protein	26.32	12	22	0	281860.2038	20	
Q29QY7	IP15859p	22.54	3	5	1	668418.896	5	
Q2MGK7	GEO13330p1	48.03	7	9	7	228294.2651	9	
Q2PDM3	Uncharacterized protein, isoform C	1.22	3	3	3	18272.2668	2	
Q2PDR0	Dolichol-phosphate mannosyltransferase subunit 3	10.64	1	1	1	40445.363	1	
Q3YMU0	Protein disulfide-isomerase (Fragment)	64.62	33	159	33	15862930.82934	153	
Q494G8	F-box and leucine-rich repeat protein 6, isoform A	8.75	5	6	5	75438.50725	5	
Q4LDP7	NADH-cytochrome b5 reductase	31.01	11	21	0	1190584.312	16	
Q4QPU3	Synaptic plasticity regulator PANTS	30.13	5	6	5	99971.8524	5	
Q4QQ49	IP09595p	7.43	2	3	2	5720.3330000000005	2	
Q4QQ70	IP09819p	23.98	7	9	7	69080.3635	7	
Q4V429	Cytochrome c oxidase assembly factor 5	13.92	1	1	1	5429.8975	1	
Q4V5H1	Peptidyl-prolyl cis-trans isomerase	18.03	3	5	3	67195.6765	5	
Q4V619	IP07950p	27.16	5	6	1	34980.148700000005	5	
Q4V625	lysozyme	13.5	2	4	2	46017.93187	4	
Q4V6M1	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	57.75	7	16	7	803614.7177	16	
Q500Y7	GEO11443p1	54.39	4	28	4	1325520.71895	24	
Q59DP4	Uncharacterized protein, isoform A	4.68	3	3	0	6874.489	2	
Q59E01	FI02065p	7.44	5	6	0	21304.5416	4	
Q59E14	Neural cell adhesion molecule 2	8.12	4	5	4	30565.159	4	
Q5BIA9	RE10908p	0.99	1	1	1	23460.74	1	
Q5LJT3	MIP01391p	25.1	4	10	4	253609.3187	10	
Q5U124	alpha-glucosidase	20.95	11	16	0	590893.73784	14	
Q5U126	GEO11286p1	59.42	7	33	7	7081396.6934	31	
Q5U191	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	25.11	8	12	1	189951.83735	11	
Q5U1B0	Beta hydroxy acid dehydrogenase 2	10.16	3	4	3	20065.0112	4	
Q6IDF5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	55.75	8	29	8	1513918.71396	26	
Q6IGM9	LYR motif-containing protein 2	28.89	3	4	3	32335.662490000002	4	
Q6IGN6	HDC05827	50.0	4	7	4	232740.2515	7	
Q6IGW6	GEO13367p1	44.23	2	5	2	65424.38644	4	
Q6IHY5	Cytochrome c oxidase subunit 7A-like 2, isoform A	35.48	2	20	2	3406643.8925	19	
Q6IIF2	GEO11103p1	24.29	3	4	3	10218.43224	4	
Q6IL43	GEO11093p1	27.71	2	4	2	188940.079	4	
Q6NL44	GH28815p	13.18	6	6	6	44243.7371	5	
Q6NLJ9	AT19138p	53.41	5	6	5	54886.5789	4	
Q6NMY2	RH54371p	36.81	6	28	6	4040784.1560000004	18	
Q6NNV2	RE44043p	5.5	2	2	0	168386.543	2	
Q6NNV7	RH03309p	47.37	7	19	1	806163.03164	16	
Q6NP69	GST-containing FLYWCH zinc-finger protein	4.88	4	5	1	68827.6547	5	
Q6NP72	GEO09659p1	33.33	4	18	4	610517.4892	18	
Q76NQ0	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	6.55	3	3	3	54808.2596	3	
Q76NR6	Regucalcin	81.19	23	173	0	18147423.23228	156	
Q7JMV3	Calcium/calmodulin-dependent protein kinase type 1	23.7	9	11	1	415543.63430000003	11	
Q7JMZ0	small monomeric GTPase	16.29	4	5	4	30399.98824	5	
Q7JNE1	Regulatory protein zeste	28.03	10	14	10	428462.9099	13	
Q7JPS2	Igloo, isoform A	55.83	12	29	4	2360478.6867	27	
Q7JQH9	carnitine O-palmitoyltransferase	2.56	2	2	0	5172.2690299999995	2	
Q7JQR3	Sulfhydryl oxidase	24.65	16	30	16	876604.75557	27	
Q7JQX9	FI14001p1	7.6	5	5	1	31487.59414	5	
Q7JR58	Probable enoyl-CoA hydratase, mitochondrial	56.61	15	119	15	18180075.3661	109	
Q7JR69	Cuticular protein 49Ac, isoform C	37.65	10	18	0	895051.868	16	
Q7JRB2	RH09039p	4.52	1	1	1	405.27472	1	
Q7JRC3	Epoxide hydrolase	5.7	3	4	2	79424.7108	3	
Q7JRF1	RE48509p	8.67	2	3	1	14040.235499999999	2	
Q7JRH5	RE28271p	5.61	3	3	3	17436.5716	2	
Q7JRL9	GH25289p	70.78	13	48	1	5745057.8	47	
Q7JRN6	GH06388p	11.21	3	8	3	73419.76370000001	6	
Q7JS69	FI04632p	40.84	11	75	1	1994981.1175000002	14	
Q7JUN9	Deoxyribonuclease TATDN1	11.0	3	3	3	13230.874600000001	3	
Q7JUS1	NADP-retinol dehydrogenase	9.97	3	6	2	13344.397	1	
Q7JUS9	Phosphate carrier protein, mitochondrial	32.35	15	44	12	2755803.678	33	
Q7JV09	GH28348p	6.55	7	8	3	72247.9685	8	
Q7JV69	SD11922p	10.96	4	6	4	230309.55930000002	6	
Q7JVG2	diphosphoinositol-polyphosphate diphosphatase	23.73	3	4	3	68607.66260000001	4	
Q7JVH6	LD24696p	37.3	11	25	10	1092555.9314000001	15	
Q7JVI6	Glutathione S transferase E13, isoform A	18.58	4	12	4	381971.7468	10	
Q7JVK6	Translin	22.13	5	11	5	463026.99435	9	
Q7JVK8	GEO08987p1	71.92	10	16	10	828208.6721	15	
Q7JVM1	GH25962p	11.79	3	6	3	75915.48300000001	4	
Q7JVX3	Zinc carboxypeptidase A 1	13.28	6	7	0	212275.58060000002	7	
Q7JVZ8	Glutathione S transferase E11, isoform A	24.44	6	9	6	399031.141	8	
Q7JW03	Ubiquitin-conjugating enzyme E2 H	27.32	6	11	6	347823.217	9	
Q7JW07	LD08826p	5.63	1	1	1	2359.638	1	
Q7JW48	RE12410p	2.23	1	2	1	37176.598	1	
Q7JW66	LD21545p	4.83	2	2	2	35615.34	2	
Q7JWD6	Elongin-C	63.25	7	34	7	3064747.08674	30	
Q7JWF1	Electron transfer flavoprotein-ubiquinone oxidoreductase	26.32	16	41	16	3372746.522	39	
Q7JWH5	RING-box protein 2	19.47	1	1	1	14366.644	1	
Q7JWQ7	RE01730p	14.62	5	8	5	87019.269	8	
Q7JWR4	GH19585p	9.09	1	1	1	33307.594	1	
Q7JWU9	AT07420p	30.12	8	10	8	92156.5846	8	
Q7JWX3	GH10112p	35.92	11	23	11	485886.7119	21	
Q7JX87	1-Cys peroxiredoxin	50.0	9	54	1	781588.27866	9	
Q7JX94	Phospholipase A2	15.61	3	4	3	5088.0578000000005	2	
Q7JXB5	Phosphoenolpyruvate carboxykinase [GTP]	17.4	11	13	2	438575.8176	12	
Q7JXB9	Endonuclease	16.77	5	5	5	616928.4789999999	5	
Q7JXC4	CG6459 protein	35.74	7	44	7	7046498.68363	43	
Q7JXW8	Off-track2	12.24	5	5	5	93634.508	4	
Q7JXZ2	cystathionine gamma-lyase	19.34	7	13	7	416978.9983	11	
Q7JYH3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	28.24	4	8	4	1129033.083	7	
Q7JYW9	Phosphotransferase	22.25	10	12	10	298088.9082	10	
Q7JYX5	Vesicle-associated membrane protein 7	11.93	3	3	3	49639.127	2	
Q7JYZ0	lysozyme	39.13	4	10	4	151334.80966	10	
Q7JYZ9	Glutathione S transferase E2	37.1	8	21	8	985901.1787	19	
Q7JZB1	RE49860p	3.58	1	1	1	14810.179	1	
Q7JZD3	Eb1, isoform A	52.92	13	35	0	1985414.54788	30	
Q7JZD5	Dorsal interacting protein 3	9.2	3	3	3	6732.874320000001	3	
Q7JZF5	DNA-directed RNA polymerases I, II, and III subunit RPABC1	15.24	3	4	3	233781.701	4	
Q7JZK1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	64.52	12	40	12	4456683.76422	37	
Q7JZN0	Protein transport protein Sec61 subunit beta	56.0	5	21	5	207687.62821	19	
Q7JZR5	asparagine--tRNA ligase	4.57	2	2	2	5688.0128	2	
Q7JZW0	Cuticular protein 51A	62.5	9	32	9	1727196.1427	29	
Q7JZW2	40S ribosomal protein S15	61.49	7	32	2	2069996.7597	31	
Q7K012	Brahma associated protein 55kD	15.76	5	10	5	118775.02352	9	
Q7K076	GEO08269p1	34.35	3	4	0	73595.5282	4	
Q7K084	Odorant-binding protein 44a, isoform A	70.63	17	184	17	36842863.93007	167	
Q7K0A0	Large ribosomal subunit protein mL42	8.06	1	1	1	9874.0	1	
Q7K0B6	Glutathione S transferase T1	67.98	17	32	17	1775534.9412	31	
Q7K0E6	Aspartate--tRNA ligase, cytoplasmic	22.79	9	13	9	151462.84110000002	10	
Q7K0L5	5'-nucleotidase	2.17	1	1	1	904.64575	1	
Q7K0P0	Juvenile hormone-inducible protein 26	8.2	4	4	4	42696.4278	4	
Q7K0S1	LD39211p	3.66	2	2	2	37454.7225	2	
Q7K0S5	UBX domain-containing protein 6	34.24	15	27	15	467970.1642	25	
Q7K0S6	LD36817p	27.56	10	14	10	338794.07649999997	14	
Q7K0T7	LD33470p	2.07	2	3	0	6354.260480000001	2	
Q7K0W1	LD27406p	3.67	2	2	2	17347.7355	2	
Q7K0W4	LD27203p	57.93	19	64	18	7562963.43575	59	
Q7K0X9	LD23667p	28.72	6	13	6	217165.48689	12	
Q7K126	CCR4-NOT transcription complex subunit 3	5.33	4	5	4	80708.9661	3	
Q7K127	Alpha-galactosidase	35.97	13	22	13	859547.63404	22	
Q7K130	Dynactin subunit 4	13.04	5	6	5	26983.1005	4	
Q7K148	Proteasome subunit beta	17.73	5	7	5	103304.6467	7	
Q7K159	LD06557p	13.11	4	5	4	23301.882700000002	5	
Q7K180	LD02709p	23.18	10	13	10	185662.3934	12	
Q7K188	GEO05126p1	32.9	7	45	7	15035570.79696	40	
Q7K1C0	GH23780p	50.5	7	12	1	474994.25777	11	
Q7K1C3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	18.25	6	10	6	449611.7579	10	
Q7K1C5	GH21176p	6.62	4	5	4	302033.0881	5	
Q7K1H0	GH09096p	20.37	6	7	6	167954.8372	7	
Q7K1M4	SD04017p	24.68	8	15	8	351917.75042	15	
Q7K1S1	Arginine-hydroxylase NDUFAF5, mitochondrial	7.81	3	4	3	70099.356	4	
Q7K1W5	LD35843p	35.11	14	28	14	2245895.4894	27	
Q7K204	17S U2 SnRNP complex component HTATSF1	12.41	6	8	6	38582.3725	7	
Q7K221	Aspartate aminotransferase, cytoplasmic	34.62	13	30	1	1383357.0292	27	
Q7K2E1	LD05247p	11.72	7	10	7	197149.9184	8	
Q7K2K2	FI04612p	7.06	2	3	1	20129.9794	2	
Q7K2L7	GH27120p	17.59	3	12	3	461061.56960000005	10	
Q7K2N0	Endoplasmic reticulum junction formation protein lunapark	14.73	6	6	6	54071.335	6	
Q7K2P1	Cuticular protein 50Cb	11.24	2	4	2	56704.143899999995	4	
Q7K2P3	GH20817p	63.91	15	37	1	770515.1886	33	
Q7K2Q8	Trafficking protein particle complex subunit 5	20.1	4	6	4	178460.678	4	
Q7K2W6	tyrosinase	26.81	17	23	17	86445.89414	17	
Q7K332	GH17623p	30.96	8	10	7	250682.9282	9	
Q7K3D4	peptidylprolyl isomerase	29.97	12	18	12	728173.49084	16	
Q7K3E2	LD34147p	66.97	33	68	33	3216873.038	62	
Q7K3H0	LD28067p	2.56	5	7	0	50204.456999999995	4	
Q7K3J0	T-complex protein 1 subunit theta	40.66	21	39	21	2048192.0275200002	37	
Q7K3N4	GH26015p	15.98	7	11	7	227753.2831	10	
Q7K3V6	Elongation factor Tu, mitochondrial	13.6	6	9	6	149113.9843	7	
Q7K3W2	Mitochondrial-processing peptidase subunit alpha	29.5	13	16	13	354329.7468	16	
Q7K3W4	GH08941p	26.81	8	27	8	1191836.5344	26	
Q7K3Y9	Spondin-1	4.58	3	3	3	5895.5176	2	
Q7K3Z3	GH01724p	56.76	18	53	18	1182790.77304	48	
Q7K485	Cathepsin D	28.83	8	27	8	2873058.254	25	
Q7K4C7	choline-phosphate cytidylyltransferase	16.54	8	9	5	112931.2693	7	
Q7K4I5	UBX domain-containing protein 7	6.45	3	3	3	15132.512999999999	2	
Q7K4J7	LD36653p	7.38	2	3	2	44961.2484	3	
Q7K4Q9	Hydroxymethylglutaryl-CoA synthase	10.11	4	4	4	37222.0789	4	
Q7K4T8	LD23856p	6.99	3	4	3	7264.66234	4	
Q7K4Y0	Desaturase 1, isoform A	5.74	2	2	1	1447.4544	2	
Q7K511	D-2-hydroxyglutarate dehydrogenase, mitochondrial	14.63	7	10	7	299681.8949	9	
Q7K519	GH16429p	23.9	7	8	7	110314.75567	8	
Q7K533	GH14572p	5.48	2	2	2	9490.2287	2	
Q7K549	GH13040p	21.35	8	10	8	69720.01964	10	
Q7K568	GH10642p	21.49	6	8	6	132434.2205	5	
Q7K569	Glycerol-3-phosphate dehydrogenase	43.65	30	68	30	3475803.27164	62	
Q7K5J8	Cuticular protein 57A, isoform A	38.59	7	21	7	261073.1152	14	
Q7K5M6	GH04176p	37.5	9	17	9	846334.69582	15	
Q7K7G0	Coatomer subunit delta	32.2	17	24	0	899394.3674	23	
Q7K860	FI07231p	39.22	6	19	6	3421249.3055000002	19	
Q7K8X7	Glutathione S transferase E9	33.03	7	20	7	2019994.7651	17	
Q7K9H6	Zinc finger FYVE domain-containing protein	3.8	4	5	4	14733.31755	3	
Q7KJ08	receptor protein-tyrosine kinase	2.7	4	5	4	34892.2296	5	
Q7KK54	MIP07328p	10.52	7	7	7	99509.73592	7	
Q7KK90	GH14654p	50.0	8	36	8	4935449.8965	25	
Q7KKI0	T-complex protein 1 subunit epsilon	26.75	15	24	2	995830.5377	24	
Q7KLE5	Amphiphysin	37.04	23	65	2	4034533.06584	62	
Q7KLW9	Pre-mRNA-processing factor 19	19.41	9	14	9	328678.7425	14	
Q7KLX3	Translocon-associated protein subunit delta	24.7	4	16	4	1844109.27655	12	
Q7KM15	Transcription factor BTF3	36.09	4	5	4	159356.0365	5	
Q7KMM4	Glucosidase II subunit alpha	5.09	5	5	5	57355.6259	5	
Q7KMP8	26S proteasome non-ATPase regulatory subunit 13	30.63	11	23	11	1902357.90954	22	
Q7KMQ0	26S proteasome regulatory subunit 7	54.97	25	67	23	3149928.89754	65	
Q7KMQ6	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	6.42	3	3	0	12250.995	2	
Q7KMS3	Dynein light chain roadblock	39.18	4	7	4	99258.8729	7	
Q7KN61	Farnesyl pyrophosphate synthase	3.82	2	2	2	13518.0304	2	
Q7KN75	Dodeca-satellite-binding protein 1, isoform A	22.83	27	37	27	1275550.83044	37	
Q7KN94	Electron transfer flavoprotein subunit alpha	82.42	22	116	22	12597903.25369	100	
Q7KND8	FI09619p	6.03	4	5	4	45374.2996	4	
Q7KNM2	Dorsal interacting protein 4	37.11	6	16	6	1763552.7749	16	
Q7KRT4	GH07253p	2.47	1	1	0	6042.6714	1	
Q7KRZ3	Exocyst complex component 8	7.89	7	7	0	48398.1366	5	
Q7KS11	Uracil-DNA degrading factor, isoform B	11.71	4	7	4	251681.1579	6	
Q7KSD3	non-specific serine/threonine protein kinase	15.76	7	12	1	498738.7162	12	
Q7KSE4	GH05443p	2.78	2	2	2	9396.2036	2	
Q7KSM5	SUMO-activating enzyme subunit 1	28.78	10	18	10	733720.9889	17	
Q7KSQ0	Citrate transport protein	30.91	11	33	11	4063219.7845	32	
Q7KSQ2	Tyrosine-protein kinase	3.46	3	3	0	23304.3666	3	
Q7KSV7	Uncharacterized protein, isoform D	14.92	5	6	0	23617.16594	5	
Q7KSW3	pyridoxal 5'-phosphate synthase	47.68	12	33	1	1200528.8817	25	
Q7KT11	Glyoxylate reductase/hydroxypyruvate reductase	64.72	16	55	0	2801080.91884	48	
Q7KT58	GH08155p	4.4	1	1	1	4224.428	1	
Q7KT70	FI18641p1	0.94	1	1	1	1988.3564	1	
Q7KTA1	HL01444p	20.67	8	10	8	116999.4473	9	
Q7KTG2	Apolipoprotein lipid transfer particle	5.42	25	26	25	424148.3979	25	
Q7KTJ7	Basigin, isoform G	28.55	19	80	6	7308989.1078	77	
Q7KTN9	FI01009p	3.11	2	2	0	8535.3575	2	
Q7KTP7	LP22840p	45.86	7	12	7	442349.66275	12	
Q7KTW5	Inositol-1-monophosphatase	58.63	20	90	20	5268128.48071	83	
Q7KUA4	SUMO-activating enzyme subunit	23.0	15	33	15	884431.99762	31	
Q7KUB3	Ecdysone-inducible gene E1, isoform A	0.68	1	1	1	2920.309	1	
Q7KUC2	Pyridoxal kinase	26.64	9	22	8	1051529.251	20	
Q7KUD4	phospholipase A2	6.43	6	7	0	40217.136	6	
Q7KUK9	Uncharacterized protein, isoform B	8.51	13	14	7	215366.3971	14	
Q7KUL1	Dally-like, isoform C	2.23	2	2	0	3730.306	2	
Q7KUT5	Protein MIX23	26.89	3	3	0	49815.144830000005	3	
Q7KUU5	Sulfhydryl oxidase	19.16	5	6	0	188889.9696	6	
Q7KUW2	5' nucleotidase B, isoform B	8.17	5	6	0	51873.7285	6	
Q7KUX7	Eukaryotic translation initiation factor 4H	47.21	15	38	0	447172.39921	33	
Q7KV27	alanine transaminase	54.93	32	121	0	18361028.14824	114	
Q7KV34	Pinkman	57.32	33	64	33	3780323.5532400003	62	
