Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 130C, Sample, n/a, ctrl_pool_1	Abundance: F5: 131, Sample, n/a, ctrl_pool_2	Modifications
O44226	Elongin-B	91.53	9	34	9	620288.3761999999	492340.26144000003	
O44434	QKR58E-3	12.62	4	6	3	25736.421	21669.2624	
O46052	EG:152A3.3 protein	18.87	6	8	3	73319.4293	53444.4609	
O46067	Hypoxia up-regulated protein 1	20.69	18	56	18	560052.24321	427543.10752	
O46079	Protein KTI12 homolog	13.04	4	11	3	10828.37779	7958.34789	
O46085	Peroxisomal targeting signal 1 receptor	4.23	3	3	0	2032.65425	1402.9870999999998	
O61444	mitogen-activated protein kinase kinase	10.14	4	6	4	48352.9408	22756.2792	
O61604	Fimbrin	32.34	22	67	3	759884.94673	632751.31023	
O62530	Adaptor protein complex 2, mu subunit, isoform A	12.81	7	14	7	132038.7487	105480.2599	
O62602	mitogen-activated protein kinase kinase	23.35	8	12	8	24997.8962	23899.9962	
O76521	Importin subunit alpha	9.21	5	12	5	94117.5966	60912.58021	
O76752	Sepiapterin reductase	27.2	7	26	7	126442.58877	105554.98724	
O76877	EG:132E8.3 protein	10.62	2	5	2	36574.990600000005	23157.613	
O77134	ATP synthase F(0) complex subunit e, mitochondrial	48.15	6	28	5	4093028.45886	3079791.6583999996	
O77259	EG:115C2.5 protein	9.0	2	2	0	21063.503	15815.86	
O77425	Ribokinase	8.88	3	7	3	25450.1601	16659.822099999998	
O77430	GEO01111p1	62.96	11	37	10	488550.3122	372369.0589	
O77434	EG:34F3.8 protein	28.91	5	19	1	74935.82201999999	65977.25886	
O77477	LD24471p	20.94	9	15	9	54223.14131	43811.12355	
O96299	Sorbitol dehydrogenase	26.94	9	28	4	167858.23067000002	180737.93679	
O96692	small monomeric GTPase	12.09	2	6	0	21233.8497	18902.0795	
O96824	Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5	49.0	5	13	5	103613.58276	76009.48164	
O96880	General transcription factor IIE subunit 1	2.33	1	1	1	661.75977	693.2859	
O97059	Ccp84Ab	19.91	4	8	0	43894.44314	43754.7633	
O97062	Ccp84Ae	34.13	6	26	6	185671.94104	141076.93313999998	
O97064	Ccp84Ag	25.65	4	10	4	78337.3743	58036.97944	
O97066	Signal peptidase complex catalytic subunit SEC11	14.59	3	6	3	2677.444	6105.6439	
O97102	Small ubiquitin-related modifier	44.44	5	37	5	3823992.15337	2599231.45776	
O97111	LD29223p	7.41	3	5	3	15246.1501	13645.40407	
O97182	Actin-related protein 2/3 complex subunit	5.04	2	2	2	11423.156	11234.199920000001	
O97183	DNA-directed RNA polymerase II subunit RPB3	2.55	1	2	1	30379.377	20452.6335	
O97365	BM-40	31.58	9	14	9	238531.4259	136321.7125	
O97418	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	50.49	7	48	7	2494300.06079	1849257.58366	
O97428	Ciboulot, isoform A	13.95	2	4	0	23222.910399999997	21244.1755	
O97454	Protein BUD31 homolog	13.89	2	3	2	3251.024	3324.3828	
O97479	Sorbitol dehydrogenase	25.83	10	26	5	188875.97302	146025.50304	
P91939	Cuticle protein LCP65Ad	19.44	2	2	2	8135.4517000000005	7205.605600000001	
P91941	Adult cuticle protein 65Aa	60.0	5	113	5	6091595.54922	5090254.82421	
P92181	Cuticle protein DCP2	36.7	3	15	3	95044.68504	71045.40550000001	
Q0E8E2	Phenoloxidase-activating factor 2	3.29	4	5	0	14364.3287	12808.17606	
Q0E8E8	Phosphate carrier protein, mitochondrial	37.92	14	79	11	1412919.4455	1350787.4024	
Q0E8G6	Cleavage and polyadenylation specificity factor subunit 5	27.43	7	13	1	71805.39163	63724.11767	
Q0E8H9	beta-N-acetylhexosaminidase	8.04	6	9	0	40036.560979999995	32226.8638	
Q0E8J0	MOG interacting and ectopic P-granules protein 1	1.74	2	2	2	8576.910100000001	7476.6607	
Q0E8J3	Zormin, isoform I	18.49	68	152	0	828201.63649	631601.19828	
Q0E8P1	Uncharacterized protein, isoform B	9.92	2	3	0	21139.0957	11055.001980000001	
Q0E8P5	FI05614p	9.28	5	12	5	296024.06355	289566.55897	
Q0E8S7	Homer, isoform E	37.66	18	48	3	714539.34188	549124.78555	
Q0E8U4	FI09636p	15.33	6	8	6	36331.20665	27593.5714	
Q0E8V7	Mitochondrial import inner membrane translocase subunit	66.67	6	25	6	1404010.10624	1004662.8569499999	
Q0E8X6	Translation initiation factor eIF2B subunit delta	11.28	5	7	0	29848.91915	19777.6053	
Q0E8X7	Reduction of Rh1, isoform A	46.34	6	42	6	1430501.69016	1040350.1235	
Q0E8X8	ATP synthase F1 subunit epsilon	42.99	5	25	5	574357.97304	395887.61671000003	
Q0E980	Uncharacterized protein, isoform C	18.77	10	25	10	220565.8888	163468.96701999998	
Q0E9B7	DNAation factor-related protein 3, isoform A	13.53	3	5	3	4192.568310000001	3251.5796499999997	
Q0E9E2	Pyruvate carboxylase	26.4	31	77	0	949144.5900900001	790305.49386	
Q0E9E6	RE33655p	1.32	1	2	1	3719.39274	1868.3073399999998	
Q0E9F9	Zinc carboxypeptidase A 1	20.97	8	18	8	91104.53783	88420.61437	
Q0E9G4	CG1600-PA	12.6	3	4	0	7018.7972	4323.6614	
Q0KHQ6	6-phosphofructo-2-kinase, isoform A	14.74	8	14	0	152989.87660000002	115575.85186	
Q0KHR7	Septin	18.74	8	17	0	151621.97285	104565.4331	
Q0KHX7	FI18193p1	6.31	8	11	0	67591.60336	35753.35353	
Q0KHZ6	Electron transfer flavoprotein subunit beta	82.61	19	174	19	9299043.09379	6977247.71067	
Q0KI15	Complex III assembly factor LYRM7	24.82	4	7	4	65641.4733	52858.04066	
Q0KI25	Uncharacterized protein, isoform B	7.82	10	17	0	35881.97217	32680.012759999998	
Q0KI76	Uncharacterized protein, isoform A	18.53	12	34	1	389018.67461	285782.32705	
Q0KI81	protein-tyrosine-phosphatase	4.34	6	10	6	24128.59565	16940.8097	
Q0KI98	Tryptophan--tRNA ligase, cytoplasmic	9.3	5	7	5	36603.892230000005	36594.8386	
Q0KIB0	Sidestep III	2.61	4	5	4	7137.5327	7970.947	
Q0KIE7	Ankyrin, isoform B	4.0	7	7	6	16884.506	8753.68854	
Q1RL12	IP16413p	60.25	16	101	1	43600.49	36278.22	
Q24090	GH08712p	14.05	6	9	6	27423.27146	24428.95769	
Q24253	AP complex subunit beta	19.76	16	31	16	143442.9031	127987.40911	
Q26459	EN protein binding protein	13.32	8	16	0	118565.92058	63767.26422	
Q29QY7	IP15859p	9.86	1	1	0	10661.711	10697.681	
Q2MGK7	GEO13330p1	26.77	4	11	4	78675.9509	75184.8649	
Q2PDM3	Uncharacterized protein, isoform C	0.87	2	2	2	3049.876	2811.1277	
Q2PDR0	Dolichol-phosphate mannosyltransferase subunit 3	10.64	1	2	1	12560.6023	11663.888500000001	
Q3YMU0	Protein disulfide-isomerase (Fragment)	61.76	29	142	29	8125913.18753	6963267.36879	
Q494G8	F-box and leucine-rich repeat protein 6, isoform A	8.47	6	7	6	13490.035319999999	12179.9548	
Q4LDP7	NADH-cytochrome b5 reductase	10.44	4	14	0	252150.2841	264636.6956	
Q4QPU3	Synaptic plasticity regulator PANTS	15.38	3	5	3	10402.8527	8525.992619999999	
Q4QQ49	IP09595p	3.04	1	1	1	2262.38	2053.2268	
Q4QQ70	IP09819p	16.08	7	13	7	102178.64226	68397.68436	
Q4V429	Cytochrome c oxidase assembly factor 5	22.78	2	5	2	76140.4153	38260.619000000006	
Q4V5H1	Peptidyl-prolyl cis-trans isomerase	16.94	3	8	3	30294.699699999997	23496.45486	
Q4V619	IP07950p	6.9	2	2	0	5393.54	5857.1084	
Q4V625	lysozyme	6.75	1	2	1	36888.797	24079.928	
Q4V6M1	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	23.94	4	11	4	186492.23386	143889.93281	
Q500Y7	GEO11443p1	89.47	4	15	4	848713.3115999999	1038459.4956	
Q59DP4	Uncharacterized protein, isoform A	6.79	5	6	0	34207.29896	16607.39615	
Q59E01	FI02065p	5.58	4	7	0	4964.86957	1943.34013	
Q59E14	Neural cell adhesion molecule 2	5.56	3	3	3	15357.0853	12789.184000000001	
Q5BIA9	RE10908p	2.72	2	2	2	23599.555	16206.2923	
Q5LJT3	MIP01391p	17.0	3	3	3	94058.274	80487.754	
Q5U124	alpha-glucosidase	16.51	11	24	0	337721.22625	283390.7083	
Q5U126	GEO11286p1	59.42	7	36	7	1268013.953	1025974.99954	
Q5U191	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	11.23	5	6	1	20816.3813	17439.182670000002	
Q5U1B0	Beta hydroxy acid dehydrogenase 2	8.25	3	4	3	40651.259999999995	29300.9107	
Q6IDF5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	54.87	7	21	7	900749.4373	597996.9435	
Q6IGM9	LYR motif-containing protein 2	21.11	2	3	2	58525.7376	46320.8382	
Q6IGN6	HDC05827	11.36	2	8	2	78587.45319999999	61988.55494	
Q6IGW6	GEO13367p1	44.23	2	4	2	40337.9746	48545.1867	
Q6IHY5	Cytochrome c oxidase subunit 7A-like 2, isoform A	35.48	2	16	2	1616943.075	1274393.2096	
Q6IL43	GEO11093p1	27.71	2	6	2	125494.53929999999	88706.26449999999	
Q6NL44	GH28815p	16.11	6	12	6	12811.12082	10132.749749999999	
Q6NLJ9	AT19138p	46.59	3	5	2	34737.91515	25986.43604	
Q6NMY2	RH54371p	32.42	5	16	5	212438.7136	184203.8119	
Q6NNV2	RE44043p	14.68	5	8	0	60093.62418	48429.9778	
Q6NNV7	RH03309p	29.55	5	15	1	418412.07180000003	402412.8771	
Q6NP69	GST-containing FLYWCH zinc-finger protein	2.68	2	2	1	396.03656	0.0	
Q6NP72	GEO09659p1	53.59	5	28	5	202533.3783	178237.49805	
Q76NQ0	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	6.55	3	4	3	6717.0942	5952.1469400000005	
Q76NR6	Regucalcin	77.74	24	100	0	5094697.85677	4351378.74444	
Q7JMV3	Calcium/calmodulin-dependent protein kinase type 1	18.02	9	14	1	336373.4966	254286.3003	
Q7JNE1	Regulatory protein zeste	30.92	10	17	10	125695.26665	87809.69306	
Q7JPS2	Igloo, isoform A	48.33	10	28	3	1996025.06533	1552463.1859199998	
Q7JQH9	carnitine O-palmitoyltransferase	3.46	3	4	0	19610.97617	20863.422	
Q7JQR3	Sulfhydryl oxidase	19.0	12	28	12	290659.9126	231072.15321000002	
Q7JQX9	FI14001p1	4.65	4	4	0	3487.3976199999997	2020.66716	
Q7JR58	Probable enoyl-CoA hydratase, mitochondrial	63.05	14	99	14	5097436.17841	5091198.077	
Q7JR69	Cuticular protein 49Ac, isoform C	23.46	8	20	0	322679.69496	209582.2583	
Q7JRB2	RH09039p	4.52	1	3	1	3340.84946	2704.3489	
Q7JRC3	Epoxide hydrolase	3.38	2	3	1	63047.676699999996	55178.424060000005	
Q7JRF1	RE48509p	3.41	1	1	0	1847.8462	805.0839	
Q7JRH5	RE28271p	1.31	1	2	1	7064.4403999999995	6405.793960000001	
Q7JRL9	GH25289p	67.12	10	56	1	2866050.07595	2116629.90048	
Q7JRN6	GH06388p	11.21	3	10	3	25843.32408	17502.79143	
Q7JS69	FI04632p	45.02	10	65	1	316783.1558	362106.2297	
Q7JUN9	Deoxyribonuclease TATDN1	9.97	3	3	3	9836.8756	2769.24354	
Q7JUS1	NADP-retinol dehydrogenase	20.85	7	10	6	19770.931800000002	16966.42409	
Q7JUS9	Phosphate carrier protein, mitochondrial	27.81	14	56	11	715022.96555	564395.67285	
Q7JV09	GH28348p	7.5	8	12	5	39356.408070000005	24679.0192	
Q7JV69	SD11922p	6.95	3	6	3	12279.81242	12098.37138	
Q7JVG2	diphosphoinositol-polyphosphate diphosphatase	28.81	5	8	5	40951.6595	24867.485660000002	
Q7JVH6	LD24696p	27.01	8	20	7	202803.83666	191754.4956	
Q7JVI6	Glutathione S transferase E13, isoform A	28.32	6	16	6	95806.33802	92481.93868	
Q7JVK6	Translin	16.17	4	11	4	111180.38354	87830.4182	
Q7JVK8	GEO08987p1	52.05	8	31	8	375701.1202	255252.94523	
Q7JVM1	GH25962p	22.64	5	16	5	61821.355899999995	43718.5481	
Q7JVX3	Zinc carboxypeptidase A 1	14.56	6	11	0	64275.989050000004	38875.10962	
Q7JVZ8	Glutathione S transferase E11, isoform A	12.89	3	5	3	7004.2581	5379.4372299999995	
Q7JW03	Ubiquitin-conjugating enzyme E2 H	13.11	3	9	3	166741.3703	123031.2816	
Q7JW07	LD08826p	12.12	3	3	3	17271.1235	16601.766499999998	
Q7JW48	RE12410p	8.08	3	8	3	78504.485	50933.626000000004	
Q7JW66	LD21545p	8.81	3	5	3	25146.0004	18412.8733	
Q7JWD6	Elongin-C	52.99	6	18	6	818124.2530200001	691679.04254	
Q7JWF1	Electron transfer flavoprotein-ubiquinone oxidoreductase	18.05	12	33	12	549885.6739	417920.48088	
Q7JWH5	RING-box protein 2	7.96	1	1	1	10970.055	9742.853	
Q7JWQ7	RE01730p	9.74	4	7	4	11595.621299999999	10424.706400000001	
Q7JWR4	GH19585p	6.06	1	2	1	12576.582	14564.2202	
Q7JWU9	AT07420p	22.49	7	8	7	85379.14140000001	34407.561440000005	
Q7JWX3	GH10112p	7.35	4	10	4	120487.52025	87861.27417	
Q7JX87	1-Cys peroxiredoxin	56.36	11	67	1	465344.013	460358.182	
Q7JX94	Phospholipase A2	13.29	3	6	3	3201.7813499999997	1723.7440000000001	
Q7JXB5	Phosphoenolpyruvate carboxykinase [GTP]	9.72	7	13	0	76529.08218	56057.84467	
Q7JXB9	Endonuclease	8.39	4	4	4	9773.55486	7961.45	
Q7JXC4	CG6459 protein	33.46	6	46	6	1917592.27427	1504318.2418499999	
Q7JXW8	Off-track2	11.09	5	9	4	43723.72772	19752.42445	
Q7JXZ2	cystathionine gamma-lyase	15.01	5	12	5	91327.524	73892.8172	
Q7JYH3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	42.94	5	7	5	187288.69402000002	144717.24448999998	
Q7JYW9	Phosphotransferase	18.72	9	13	9	70267.13534	60913.56358	
Q7JYX5	Vesicle-associated membrane protein 7	6.42	2	3	2	9003.4134	7288.5055	
Q7JYZ0	lysozyme	11.18	2	6	2	72912.4531	52808.9442	
Q7JYZ9	Glutathione S transferase E2	8.6	2	8	2	94152.2045	83545.3851	
Q7JZB1	RE49860p	8.66	3	5	3	13348.8887	12393.01228	
Q7JZD3	Eb1, isoform A	53.61	14	46	1	847376.39872	716545.80175	
Q7JZD5	Dorsal interacting protein 3	6.32	2	2	2	1581.3663	503.8473	
Q7JZE1	Peroxin 11	9.96	3	6	3	17735.379249999998	15565.01425	
Q7JZF5	DNA-directed RNA polymerases I, II, and III subunit RPABC1	24.29	5	8	5	66134.7557	43828.6738	
Q7JZK1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	38.71	7	43	7	2103507.97344	1915672.82238	
Q7JZN0	Protein transport protein Sec61 subunit beta	58.0	6	22	6	130438.22038	103220.71434	
Q7JZR5	asparagine--tRNA ligase	3.7	2	3	2	7819.2603	6492.705999999999	
Q7JZW0	Cuticular protein 51A	54.86	8	28	8	692334.3716	407575.76025	
Q7JZW2	40S ribosomal protein S15	50.68	8	27	3	2163926.30226	1873630.88874	
Q7K012	Brahma associated protein 55kD	12.0	5	8	5	16932.38655	15133.89528	
Q7K084	Odorant-binding protein 44a, isoform A	75.52	18	208	18	8572098.12298	6624292.18531	
Q7K0A0	Large ribosomal subunit protein mL42	15.32	2	4	2	35110.2586	21245.99365	
Q7K0B6	Glutathione S transferase T1	52.63	13	44	13	958459.14975	799370.76689	
Q7K0E6	Aspartate--tRNA ligase, cytoplasmic	17.7	8	14	8	100420.9599	78352.1532	
Q7K0L5	5'-nucleotidase	3.67	2	4	1	5986.333299999999	1462.0463	
Q7K0P0	Juvenile hormone-inducible protein 26	4.1	2	3	2	19883.194	18573.3708	
Q7K0S1	LD39211p	3.43	2	3	2	8345.4979	4111.1812	
Q7K0S5	UBX domain-containing protein 6	30.39	15	33	15	151919.66746	124605.71115	
Q7K0S6	LD36817p	21.02	8	13	8	62618.9151	46648.5933	
Q7K0T7	LD33470p	1.5	2	2	0	1789.4532	646.0129	
Q7K0W1	LD27406p	3.85	2	2	2	18661.582000000002	13756.07037	
Q7K0W4	LD27203p	56.4	18	61	17	2486487.48437	1818407.16558	
Q7K0X9	LD23667p	8.51	2	17	2	72753.78164	48798.325769999996	
Q7K126	CCR4-NOT transcription complex subunit 3	5.21	5	8	5	39728.22761	23724.5616	
Q7K127	Alpha-galactosidase	18.71	7	24	7	360573.3855	292903.1657	
Q7K130	Dynactin subunit 4	4.67	3	4	3	10595.1112	8479.3704	
Q7K148	Proteasome subunit beta	21.28	6	13	6	137352.1755	116964.32844	
Q7K159	LD06557p	26.22	6	8	6	10255.74024	10219.12948	
Q7K180	LD02709p	17.73	8	12	8	31239.5824	21137.79868	
Q7K188	GEO05126p1	29.68	6	49	6	3628632.1193	2782590.7392	
Q7K1C0	GH23780p	46.53	5	11	1	884030.6932	753960.7767	
Q7K1C3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	11.58	4	9	4	53820.190650000004	41779.02087	
Q7K1C5	GH21176p	10.85	7	9	7	68624.72924	51732.518579999996	
Q7K1H0	GH09096p	16.67	6	8	6	56955.144140000004	50538.7832	
Q7K1M4	SD04017p	17.31	5	15	5	55515.33738	43350.571410000004	
Q7K1S1	Arginine-hydroxylase NDUFAF5, mitochondrial	9.91	4	11	4	45343.4265	47030.2409	
Q7K1W5	LD35843p	23.4	10	26	10	424160.8966	352158.9007	
Q7K204	17S U2 SnRNP complex component HTATSF1	6.65	4	6	4	42847.93705	30943.587939999998	
Q7K221	Aspartate aminotransferase, cytoplasmic	38.22	12	26	0	472306.65571	418700.05546	
Q7K2E1	LD05247p	9.07	5	13	5	107957.72163	94891.3151	
Q7K2I4	Peptidyl-prolyl cis-trans isomerase	35.98	7	24	2	9651.5802	6521.4547	
Q7K2L7	GH27120p	17.59	3	5	3	65865.8846	73584.5365	
Q7K2N0	Endoplasmic reticulum junction formation protein lunapark	17.57	6	8	6	76689.7924	53804.6426	
Q7K2P1	Cuticular protein 50Cb	7.3	1	3	1	6095.867969999999	7682.128199999999	
Q7K2P3	GH20817p	63.48	14	46	1	554277.53647	389809.23647	
Q7K2Q8	Trafficking protein particle complex subunit 5	23.2	5	5	5	14383.5346	10587.591699999999	
Q7K2W6	tyrosinase	23.91	16	34	16	430745.6826	363842.61101	
Q7K332	GH17623p	6.28	2	11	1	32395.65227	24827.46239	
Q7K3D4	peptidylprolyl isomerase	28.97	12	23	12	295727.27463999996	208646.74910000002	
Q7K3E2	LD34147p	38.81	22	51	22	648893.89509	508967.90111	
Q7K3H0	LD28067p	2.93	6	10	0	83268.359	61773.22954	
Q7K3J0	T-complex protein 1 subunit theta	44.14	21	47	21	545009.18191	490376.05763	
Q7K3N4	GH26015p	16.49	7	13	7	77016.3452	56158.04754	
Q7K3V6	Elongation factor Tu, mitochondrial	8.77	4	6	4	23105.6698	18253.4405	
Q7K3W2	Mitochondrial-processing peptidase subunit alpha	19.06	9	22	9	81958.17329	49330.30848	
Q7K3W4	GH08941p	24.88	8	21	8	326362.52489	251528.21222	
Q7K3Y9	Spondin-1	5.04	5	7	5	19537.08873	9808.607	
Q7K3Z3	GH01724p	39.07	15	44	15	1121879.09897	887743.21762	
Q7K485	Cathepsin D	25.51	7	29	7	652540.37615	683880.7748	
Q7K4C7	choline-phosphate cytidylyltransferase	8.94	5	11	4	23628.7961	16853.1236	
Q7K4I5	UBX domain-containing protein 7	6.45	3	3	3	6506.754	4588.9917	
Q7K4J7	LD36653p	4.06	1	1	1	6396.48	4997.227	
Q7K4Q9	Hydroxymethylglutaryl-CoA synthase	3.44	2	3	2	10450.1669	7733.975	
Q7K4T8	LD23856p	8.52	4	6	4	18517.15	15448.4557	
Q7K4Y0	Desaturase 1, isoform A	7.57	3	3	2	10639.01676	9592.80264	
Q7K511	D-2-hydroxyglutarate dehydrogenase, mitochondrial	15.2	7	10	7	69077.08046	69436.34338	
Q7K519	GH16429p	6.75	3	3	3	14796.8875	14698.0477	
Q7K533	GH14572p	6.14	2	2	2	539.04346	0.0	
Q7K549	GH13040p	6.1	3	4	3	2098.39293	2047.9554400000002	
Q7K561	GH11294p	1.75	1	1	1	385.1575	417.42255	
Q7K568	GH10642p	13.82	5	11	5	129362.3434	86831.53704000001	
Q7K569	Glycerol-3-phosphate dehydrogenase	19.48	16	42	16	539662.17574	424558.70701	
Q7K5J8	Cuticular protein 57A, isoform A	34.78	6	25	6	364632.43734	271569.7614	
Q7K5M6	GH04176p	19.59	6	16	6	187129.84615	136905.60433	
Q7K7G0	Coatomer subunit delta	13.94	8	23	0	233375.6576	231158.0785	
Q7K860	FI07231p	33.33	5	18	5	90303.20994	83463.30986	
Q7K8X7	Glutathione S transferase E9	27.15	6	28	6	431257.1591	398857.1482	
Q7K9H6	Zinc finger FYVE domain-containing protein	3.2	4	6	4	2425.7556	2560.7442499999997	
Q7KJ08	receptor protein-tyrosine kinase	3.41	6	8	6	8731.517749999999	3793.404	
Q7KK54	MIP07328p	2.21	2	3	2	15109.729	14915.2776	
Q7KK90	GH14654p	47.77	7	29	7	1299592.78884	1218008.6038900001	
Q7KKI0	T-complex protein 1 subunit epsilon	19.74	12	22	1	136028.34559	107368.40648	
Q7KLE5	Amphiphysin	41.86	27	94	3	3131077.77747	2485129.16988	
Q7KLW9	Pre-mRNA-processing factor 19	16.04	8	15	8	90122.17193	71168.69939	
Q7KLX3	Translocon-associated protein subunit delta	24.7	4	18	4	270375.69387	218544.60969	
Q7KM15	Transcription factor BTF3	39.05	5	6	5	140741.474	107140.94750000001	
Q7KMM4	Glucosidase II subunit alpha	4.0	4	5	4	6537.8213	7360.2852	
Q7KMP8	26S proteasome non-ATPase regulatory subunit 13	16.23	7	17	7	152349.23167	155510.6236	
Q7KMQ0	26S proteasome regulatory subunit 7	57.51	25	63	23	1182870.27128	966155.0748	
Q7KMQ6	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	3.5	2	2	0	0.0	382.5012	
Q7KMS3	Dynein light chain roadblock	22.68	3	4	3	18764.9313	13683.77585	
Q7KN61	Farnesyl pyrophosphate synthase	3.82	2	2	2	4032.7283	2858.3167	
Q7KN75	Dodeca-satellite-binding protein 1, isoform A	14.83	22	43	22	268574.15465	204318.48002	
Q7KN94	Electron transfer flavoprotein subunit alpha	78.48	21	113	21	5606644.16161	4544821.5809	
Q7KND8	FI09619p	9.18	8	10	8	28505.410780000002	22218.79139	
Q7KNM2	Dorsal interacting protein 4	23.27	4	20	4	468420.97910000006	394368.18875	
Q7KRT4	GH07253p	2.47	1	1	0	3295.0752	2435.1929	
Q7KRZ3	Exocyst complex component 8	6.25	5	7	0	11858.914	9086.8635	
Q7KS11	Uracil-DNA degrading factor, isoform B	9.49	3	6	3	53050.108	41148.8208	
Q7KSD3	non-specific serine/threonine protein kinase	8.7	2	3	0	42117.0833	42126.510800000004	
Q7KSE4	GH05443p	5.39	4	5	4	22824.87914	19496.8544	
Q7KSM5	SUMO-activating enzyme subunit 1	30.56	9	17	9	145477.81384000002	116607.18137	
Q7KSQ0	Citrate transport protein	26.81	10	28	10	843024.3921599999	729156.8325799999	
Q7KSQ2	Tyrosine-protein kinase	5.95	5	6	0	12757.100999999999	8160.51684	
Q7KSV7	Uncharacterized protein, isoform D	9.49	3	3	0	2124.3518	922.13837	
Q7KSW3	pyridoxal 5'-phosphate synthase	42.19	11	42	1	306031.55925	224492.8116	
Q7KT11	Glyoxylate reductase/hydroxypyruvate reductase	59.2	13	35	0	1066013.77914	959551.47991	
Q7KT58	GH08155p	7.03	4	6	4	12971.6394	11280.84137	
Q7KT70	FI18641p1	4.18	4	4	4	11946.57243	8158.9433	
Q7KTA1	HL01444p	20.43	10	22	10	258894.45225	148305.15503999998	
Q7KTG2	Apolipoprotein lipid transfer particle	3.85	19	26	19	87730.48522	67218.90102	
Q7KTJ7	Basigin, isoform G	28.55	19	87	5	3778422.36181	3005859.2025200003	
Q7KTN9	FI01009p	4.26	3	3	0	7829.29322	9015.83426	
Q7KTP7	LP22840p	61.88	10	18	10	209770.9884	166976.05688	
Q7KTW5	Inositol-1-monophosphatase	56.12	16	54	16	2354174.18439	1824415.7483700002	
Q7KUA4	SUMO-activating enzyme subunit	18.14	12	21	12	225393.59046	183097.57836	
Q7KUB3	Ecdysone-inducible gene E1, isoform A	3.03	4	5	4	14240.41055	9748.336800000001	
Q7KUC2	Pyridoxal kinase	36.18	11	37	10	555026.864	480988.45844	
Q7KUD4	phospholipase A2	3.95	4	6	0	22661.50025	20049.9621	
Q7KUK9	Uncharacterized protein, isoform B	9.36	17	32	8	134435.25755	94399.59197	
Q7KUT5	Protein MIX23	21.01	3	4	0	17523.720699999998	12473.1536	
Q7KUU5	Sulfhydryl oxidase	13.41	4	7	0	43625.84024	36401.93792	
Q7KUW2	5' nucleotidase B, isoform B	5.56	4	6	0	41735.13753	29874.25075	
Q7KUX7	Eukaryotic translation initiation factor 4H	56.42	15	46	0	294546.65131	223899.80630999999	
Q7KV27	alanine transaminase	47.01	23	110	0	3955017.18097	3511342.95482	
Q7KV34	Pinkman	39.06	24	47	24	1296803.40495	1027103.91524	
Q7KV94	Purine nucleoside phosphorylase	6.52	2	2	1	15213.17025	7832.4528	
Q7KVB1	Iron-sulfur clusters transporter ABCB7, mitochondrial	3.67	3	3	0	1971.0621199999998	1663.5275	
Q7KVI9	Uncharacterized protein, isoform B	22.04	4	23	1	169500.38749	148791.59782	
Q7KVL7	Vacuolar protein sorting-associated protein 35	2.24	2	2	0	4114.436	2738.624	
Q7KVX1	Pyruvate dehydrogenase E1 component subunit alpha	48.76	18	101	0	1984541.90123	1613385.92615	
Q7KY04	small monomeric GTPase	15.96	3	10	2	23348.389600000002	15944.832	
Q7PL91	GEO11417p1	26.6	3	13	3	288233.96944	292111.6425	
Q7PLE9	Ras-related protein Rab-21	8.56	2	3	1	4092.5325	3252.8398	
Q7PLI0	P120 catenin	10.5	10	17	10	93626.26899	75256.855	
Q7PLL3	Eukaryotic initiation factor 4B	33.12	15	31	2	330493.2303	277298.71429	
Q7PLS1	LD01937p	11.46	5	8	0	14215.91591	15844.89774	
Q7PLT4	Translocase of the inner mitochondrial membrane 17b, isoform A	24.28	4	7	4	15451.27796	10425.54103	
Q7YU88	SD08871p	5.67	6	8	0	14285.6851	9502.88743	
Q86B44	Glutathione synthetase	11.03	6	11	0	63376.09692	57496.250199999995	
Q86B74	WASp, isoform C	16.19	7	10	0	13262.137599999998	6587.73553	
Q86B93	Uncharacterized protein, isoform D	8.54	1	1	0	9726.832	6232.4897	
Q86BG8	Terminal ADP-ribose protein glycohydrolase 2, isoform C	5.62	2	2	0	7582.8315	8639.009399999999	
Q86BI3	Zinc-finger protein at 72D, isoform B	17.31	15	26	3	120926.50018	83108.31867	
Q86BM0	Uncharacterized protein, isoform A	30.62	8	23	8	135780.80119	111607.6798	
Q86BM5	A kinase anchor protein 200, isoform D	20.07	15	41	3	1217820.8926	869046.8014	
Q86BP1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	29.79	10	25	0	284769.3822	233890.11961	
Q86BQ4	Histidine triad nucleotide binding protein 1, isoform B	65.08	6	28	0	1138181.21837	885190.33535	
Q86BR8	Mitochondrial transcription factor A, isoform B	37.68	13	45	0	670657.39123	521152.33745	
Q86BS3	Chromator, isoform A	27.65	20	50	20	401288.67437	260644.25871	
