Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 130C, Sample, n/a, ctrl_pool_1	Abundance: F8: 131, Sample, n/a, ctrl_pool_2	Modifications
Q7JV69	SD11922p	10.96	4	6	4	195667.33500000002	291980.48699999996	
Q7JVG2	diphosphoinositol-polyphosphate diphosphatase	23.73	3	4	3	101982.8316	113692.1716	
Q7JVH6	LD24696p	37.3	11	25	10	875853.9193000001	1117929.6753	
Q7JVI6	Glutathione S transferase E13, isoform A	18.58	4	12	4	251906.3024	321262.007	
Q7JVK6	Translin	22.13	5	11	5	640062.91689	609394.7221	
Q7JVK8	GEO08987p1	71.92	10	16	10	1100383.8032	1370481.5203	
Q7JVM1	GH25962p	11.79	3	6	3	67944.582	75553.41930000001	
Q7JVX3	Zinc carboxypeptidase A 1	13.28	6	7	0	139407.1969	205380.8027	
Q7JVZ8	Glutathione S transferase E11, isoform A	24.44	6	9	6	469751.7485	607961.162	
Q7JW03	Ubiquitin-conjugating enzyme E2 H	27.32	6	11	6	641295.26	694628.6328	
Q7JW07	LD08826p	5.63	1	1	1	2199.2563	1875.2473	
Q7JW48	RE12410p	2.23	1	2	1	31341.793	50326.68	
Q7JW66	LD21545p	4.83	2	2	2	52342.9885	49319.2497	
Q7JWD6	Elongin-C	63.25	7	34	7	3487060.936	3623134.9049000004	
Q7JWF1	Electron transfer flavoprotein-ubiquinone oxidoreductase	26.32	16	41	16	1767334.6134	2025930.06004	
Q7JWH5	RING-box protein 2	19.47	1	1	1	22090.963	29183.926	
Q7JWQ7	RE01730p	14.62	5	8	5	133595.99850000002	148545.2935	
Q7JWR4	GH19585p	9.09	1	1	1	22441.262	26513.59	
Q7JWU9	AT07420p	30.12	8	10	8	170984.6372	192612.892	
Q7JWX3	GH10112p	35.92	11	23	11	436704.7719	559107.42143	
Q7JX87	1-Cys peroxiredoxin	50.0	9	54	1	616904.2355000001	749726.1531	
Q7JX94	Phospholipase A2	15.61	3	4	3	8345.080399999999	6816.5753	
Q7JXB5	Phosphoenolpyruvate carboxykinase [GTP]	17.4	11	13	2	284063.8641	368221.54766	
Q7JXB9	Endonuclease	16.77	5	5	5	734652.061	544717.676	
Q7JXC4	CG6459 protein	35.74	7	44	7	8290671.7193	9936886.23844	
Q7JXW8	Off-track2	12.24	5	5	5	73289.11000000002	94921.151	
Q7JXZ2	cystathionine gamma-lyase	19.34	7	13	7	382750.3783	588379.7456	
Q7JYH3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	28.24	4	8	4	749981.883	1115093.972	
Q7JYW9	Phosphotransferase	22.25	10	12	10	591240.755	727528.5769	
Q7JYX5	Vesicle-associated membrane protein 7	11.93	3	3	3	17834.95045	23340.1773	
Q7JYZ0	lysozyme	39.13	4	10	4	152849.2469	190367.5025	
Q7JYZ9	Glutathione S transferase E2	37.1	8	21	8	1095044.2528	1363043.0966400001	
Q7JZB1	RE49860p	3.58	1	1	1	21851.996	22800.328	
Q7JZD3	Eb1, isoform A	52.92	13	35	0	2579910.68356	3101572.3910000003	
Q7JZD5	Dorsal interacting protein 3	9.2	3	3	3	9593.52634	12334.253499999999	
Q7JZF5	DNA-directed RNA polymerases I, II, and III subunit RPABC1	15.24	3	4	3	144514.188	166388.66700000002	
Q7JZK1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	64.52	12	40	12	6359844.1062900005	6993188.15969	
Q7JZN0	Protein transport protein Sec61 subunit beta	56.0	5	21	5	602955.01506	525448.4331	
Q7JZR5	asparagine--tRNA ligase	4.57	2	2	2	8813.1843	9345.3556	
Q7JZW0	Cuticular protein 51A	62.5	9	32	9	1231739.5939	1866012.68576	
Q7JZW2	40S ribosomal protein S15	61.49	7	32	2	5312617.2971	6559062.591639999	
Q7K012	Brahma associated protein 55kD	15.76	5	10	5	65405.77351	75421.0738	
Q7K076	GEO08269p1	34.35	3	4	0	121261.3019	171001.5293	
Q7K084	Odorant-binding protein 44a, isoform A	70.63	17	184	17	39542216.0717	49337496.04005	
Q7K0A0	Large ribosomal subunit protein mL42	8.06	1	1	1	14659.915	18618.559	
Q7K0B6	Glutathione S transferase T1	67.98	17	32	17	1872957.0235000001	2124567.1216	
Q7K0E6	Aspartate--tRNA ligase, cytoplasmic	22.79	9	13	9	159203.24688999998	203272.569	
Q7K0L5	5'-nucleotidase	2.17	1	1	1	785.8566	922.2892	
Q7K0P0	Juvenile hormone-inducible protein 26	8.2	4	4	4	43417.989199999996	61740.535	
Q7K0S1	LD39211p	3.66	2	2	2	30904.3465	49938.041	
Q7K0S5	UBX domain-containing protein 6	34.24	15	27	15	362330.87696	449869.55488	
Q7K0S6	LD36817p	27.56	10	14	10	299861.0005	358488.0511	
Q7K0T7	LD33470p	2.07	2	3	0	4721.492	6065.28117	
Q7K0W1	LD27406p	3.67	2	2	2	37007.257	47481.911	
Q7K0W4	LD27203p	57.93	19	64	18	9849673.265730001	10646491.3036	
Q7K0X9	LD23667p	28.72	6	13	6	281761.90013	379006.8918	
Q7K126	CCR4-NOT transcription complex subunit 3	5.33	4	5	4	138997.505	187122.552	
Q7K127	Alpha-galactosidase	35.97	13	22	13	645936.8283	818525.40603	
Q7K130	Dynactin subunit 4	13.04	5	6	5	19324.87174	26160.1048	
Q7K148	Proteasome subunit beta	17.73	5	7	5	106167.4166	127802.5389	
Q7K159	LD06557p	13.11	4	5	4	39988.8466	49992.9834	
Q7K180	LD02709p	23.18	10	13	10	280955.34996	447379.3089	
Q7K188	GEO05126p1	32.9	7	45	7	18379710.0007	26547479.005599998	
Q7K1C0	GH23780p	50.5	7	12	1	809632.2133000001	1307588.98	
Q7K1C3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	18.25	6	10	6	352130.6442	381141.91260000004	
Q7K1C5	GH21176p	6.62	4	5	4	262589.2621	334421.51759999996	
Q7K1H0	GH09096p	20.37	6	7	6	214911.571	289011.752	
Q7K1M4	SD04017p	24.68	8	15	8	295716.97482	302293.3159	
Q7K1S1	Arginine-hydroxylase NDUFAF5, mitochondrial	7.81	3	4	3	61743.3214	69443.097	
Q7K1W5	LD35843p	35.11	14	28	14	1516247.32923	1925576.4654	
Q7K204	17S U2 SnRNP complex component HTATSF1	12.41	6	8	6	75788.00779999999	88303.5585	
Q7K221	Aspartate aminotransferase, cytoplasmic	34.62	13	30	1	1292984.5778	1601343.9278	
Q7K2E1	LD05247p	11.72	7	10	7	144873.0391	178455.4479	
Q7K2K2	FI04612p	7.06	2	3	1	18057.06393	27346.222199999997	
Q7K2L7	GH27120p	17.59	3	12	3	440156.9783	517547.4988	
Q7K2N0	Endoplasmic reticulum junction formation protein lunapark	14.73	6	6	6	111222.768	135096.9673	
Q7K2P1	Cuticular protein 50Cb	11.24	2	4	2	75050.6984	91517.8247	
Q7K2P3	GH20817p	63.91	15	37	1	1863172.6559	2029609.1456	
Q7K2Q8	Trafficking protein particle complex subunit 5	20.1	4	6	4	169564.29418	204126.66945	
Q7K2W6	tyrosinase	26.81	17	23	17	430350.36445	577080.6845	
Q7K332	GH17623p	30.96	8	10	7	183223.33010000002	215175.85570000001	
Q7K3D4	peptidylprolyl isomerase	29.97	12	18	12	611122.579	917040.1003	
Q7K3E2	LD34147p	66.97	33	68	33	3791539.1009	4965327.8451000005	
Q7K3H0	LD28067p	2.56	5	7	0	66508.77	97737.809	
Q7K3J0	T-complex protein 1 subunit theta	40.66	21	39	21	1189216.9311	1591806.95105	
Q7K3N4	GH26015p	15.98	7	11	7	150528.50144	183532.187	
Q7K3V6	Elongation factor Tu, mitochondrial	13.6	6	9	6	85149.7076	110933.11734000001	
Q7K3W2	Mitochondrial-processing peptidase subunit alpha	29.5	13	16	13	210633.5822	259863.4984	
Q7K3W4	GH08941p	26.81	8	27	8	1477934.6542999998	1939458.4349	
Q7K3Y9	Spondin-1	4.58	3	3	3	5263.257299999999	6062.7002	
Q7K3Z3	GH01724p	56.76	18	53	18	1662779.30879	2087782.65697	
Q7K485	Cathepsin D	28.83	8	27	8	1413119.1804	2263564.682	
Q7K4C7	choline-phosphate cytidylyltransferase	16.54	8	9	5	127575.8367	158599.4686	
Q7K4I5	UBX domain-containing protein 7	6.45	3	3	3	14037.332699999999	20577.273350000003	
Q7K4J7	LD36653p	7.38	2	3	2	56417.508400000006	78585.54699999999	
Q7K4Q9	Hydroxymethylglutaryl-CoA synthase	10.11	4	4	4	34425.5365	45327.393299999996	
Q7K4T8	LD23856p	6.99	3	4	3	13049.88099	11777.1485	
Q7K4Y0	Desaturase 1, isoform A	5.74	2	2	1	2597.97856	3152.0567	
Q7K511	D-2-hydroxyglutarate dehydrogenase, mitochondrial	14.63	7	10	7	418199.26910000003	367151.1223	
Q7K519	GH16429p	23.9	7	8	7	85280.62506	89355.7173	
Q7K533	GH14572p	5.48	2	2	2	29594.054699999997	26224.821	
Q7K549	GH13040p	21.35	8	10	8	40685.97481	51317.737499999996	
Q7K568	GH10642p	21.49	6	8	6	108407.738	172636.2506	
Q7K569	Glycerol-3-phosphate dehydrogenase	43.65	30	68	30	2116000.00753	2690119.09816	
Q7K5J8	Cuticular protein 57A, isoform A	38.59	7	21	7	386636.3659	403963.20097	
Q7K5M6	GH04176p	37.5	9	17	9	1062510.27543	1256086.56014	
Q7K7G0	Coatomer subunit delta	32.2	17	24	0	656691.7626	814419.49915	
Q7K860	FI07231p	39.22	6	19	6	476861.4395	724989.8315	
Q7K8X7	Glutathione S transferase E9	33.03	7	20	7	1136532.84094	1601262.1231499999	
Q7K9H6	Zinc finger FYVE domain-containing protein	3.8	4	5	4	16200.5407	19620.7853	
Q7KJ08	receptor protein-tyrosine kinase	2.7	4	5	4	23182.03554	31719.159200000002	
Q7KK54	MIP07328p	10.52	7	7	7	72859.3389	92709.84909999999	
Q7KK90	GH14654p	50.0	8	36	8	5135740.9012400005	5706238.14694	
Q7KKI0	T-complex protein 1 subunit epsilon	26.75	15	24	2	751390.1679	947383.9447	
Q7KLE5	Amphiphysin	37.04	23	65	2	6564955.82642	8129932.5096	
Q7KLW9	Pre-mRNA-processing factor 19	19.41	9	14	9	170638.4299	235230.4728	
Q7KLX3	Translocon-associated protein subunit delta	24.7	4	16	4	2316124.0053000003	2839153.3308	
Q7KM15	Transcription factor BTF3	36.09	4	5	4	363060.38029999996	395503.713	
Q7KMM4	Glucosidase II subunit alpha	5.09	5	5	5	75475.2965	72506.6746	
Q7KMP8	26S proteasome non-ATPase regulatory subunit 13	30.63	11	23	11	966578.66908	1187296.47114	
Q7KMQ0	26S proteasome regulatory subunit 7	54.97	25	67	23	2918372.30545	3377331.8628000002	
Q7KMQ6	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	6.42	3	3	0	8237.7924	10803.1085	
Q7KMS3	Dynein light chain roadblock	39.18	4	7	4	124683.42483999999	191141.9046	
Q7KN61	Farnesyl pyrophosphate synthase	3.82	2	2	2	5214.657499999999	4490.9125	
Q7KN75	Dodeca-satellite-binding protein 1, isoform A	22.83	27	37	27	1611517.18776	1977331.22065	
Q7KN94	Electron transfer flavoprotein subunit alpha	82.42	22	116	22	13082464.03617	17967269.44086	
Q7KND8	FI09619p	6.03	4	5	4	32875.3621	44353.3776	
Q7KNM2	Dorsal interacting protein 4	37.11	6	16	6	1729219.4674	2377797.3377	
Q7KRT4	GH07253p	2.47	1	1	0	8305.034	9821.525	
Q7KRZ3	Exocyst complex component 8	7.89	7	7	0	70574.57560000001	96081.6395	
Q7KS11	Uracil-DNA degrading factor, isoform B	11.71	4	7	4	291468.0203	404427.6397	
Q7KSD3	non-specific serine/threonine protein kinase	15.76	7	12	1	467952.13180000003	549309.8968999999	
Q7KSE4	GH05443p	2.78	2	2	2	11369.3073	13378.2417	
Q7KSM5	SUMO-activating enzyme subunit 1	28.78	10	18	10	475632.3943	565481.168	
Q7KSQ0	Citrate transport protein	30.91	11	33	11	2296522.5066	2558621.4711	
Q7KSQ2	Tyrosine-protein kinase	3.46	3	3	0	33136.7885	27709.336600000002	
Q7KSV7	Uncharacterized protein, isoform D	14.92	5	6	0	22087.36155	30136.602150000002	
Q7KSW3	pyridoxal 5'-phosphate synthase	47.68	12	33	1	1131741.44797	1359622.04945	
Q7KT11	Glyoxylate reductase/hydroxypyruvate reductase	64.72	16	55	0	4715557.08895	5930221.3871	
Q7KT58	GH08155p	4.4	1	1	1	1607.986	3876.344	
Q7KT70	FI18641p1	0.94	1	1	1	2698.5505	3251.3179	
Q7KTA1	HL01444p	20.67	8	10	8	166028.4683	207832.7207	
Q7KTG2	Apolipoprotein lipid transfer particle	5.42	25	26	25	280011.8105	310014.4412	
Q7KTJ7	Basigin, isoform G	28.55	19	80	6	6586117.10381	8912417.4442	
Q7KTN9	FI01009p	3.11	2	2	0	16544.044	18343.9374	
Q7KTP7	LP22840p	45.86	7	12	7	615562.0824000001	668966.68248	
Q7KTW5	Inositol-1-monophosphatase	58.63	20	90	20	6689276.28364	9104083.65159	
Q7KUA4	SUMO-activating enzyme subunit	23.0	15	33	15	1003479.5677	1326888.3839	
Q7KUB3	Ecdysone-inducible gene E1, isoform A	0.68	1	1	1	2871.7017	2857.5667	
Q7KUC2	Pyridoxal kinase	26.64	9	22	8	1022042.51596	1542473.6517	
Q7KUD4	phospholipase A2	6.43	6	7	0	68665.80780000001	83690.6167	
Q7KUK9	Uncharacterized protein, isoform B	8.51	13	14	7	136596.0525	182942.69728	
Q7KUL1	Dally-like, isoform C	2.23	2	2	0	1961.60368	1409.3732300000001	
Q7KUT5	Protein MIX23	26.89	3	3	0	63986.047399999996	67519.4887	
Q7KUU5	Sulfhydryl oxidase	19.16	5	6	0	225404.459	247693.32299999997	
Q7KUW2	5' nucleotidase B, isoform B	8.17	5	6	0	90318.2239	99934.40969999999	
Q7KUX7	Eukaryotic translation initiation factor 4H	47.21	15	38	0	628027.4779800001	664548.2032	
Q7KV27	alanine transaminase	54.93	32	121	0	10236320.88732	13437296.77325	
Q7KV34	Pinkman	57.32	33	64	33	3637477.38906	4104842.6506	
Q7KV94	Purine nucleoside phosphorylase	12.18	4	4	0	82340.375	118052.944	
Q7KVI9	Uncharacterized protein, isoform B	22.45	5	18	2	1156804.35466	1287648.329	
Q7KVL7	Vacuolar protein sorting-associated protein 35	4.73	4	4	0	54044.7834	53207.99829999999	
Q7KVX1	Pyruvate dehydrogenase E1 component subunit alpha	44.47	21	93	0	9746184.90126	12130906.6396	
Q7KY04	small monomeric GTPase	23.47	5	14	4	12881.2841	15346.1002	
Q7PL91	GEO11417p1	30.85	5	12	5	1809405.297	2493287.3047	
Q7PLE9	Ras-related protein Rab-21	18.02	4	4	0	4538.2476	7134.1658	
Q7PLI0	P120 catenin	17.03	14	17	14	353319.5512	409888.876	
Q7PLL3	Eukaryotic initiation factor 4B	28.98	15	27	3	765900.4386	989221.4068	
Q7PLS1	LD01937p	14.61	5	6	0	75956.6743	99761.3083	
Q7PLT4	Translocase of the inner mitochondrial membrane 17b, isoform A	19.65	3	5	3	31281.5965	52003.2954	
Q7YU88	SD08871p	4.1	3	3	0	5816.2503	5487.21887	
Q86B44	Glutathione synthetase	19.4	8	9	0	153098.39914000002	192670.09596	
Q86B74	WASp, isoform C	10.53	4	4	0	61011.0801	72031.0255	
Q86B93	Uncharacterized protein, isoform D	14.02	2	2	0	16343.2254	23816.7655	
Q86BG8	Terminal ADP-ribose protein glycohydrolase 2, isoform C	4.06	1	1	0	12829.828	22907.012	
Q86BI3	Zinc-finger protein at 72D, isoform B	16.06	12	16	3	450955.39465000003	529265.8697	
Q86BM0	Uncharacterized protein, isoform A	30.62	8	17	8	316911.0867	378220.375	
Q86BM5	A kinase anchor protein 200, isoform D	16.49	13	29	1	1555985.44816	2297555.2383	
Q86BP1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	40.41	14	27	0	1084153.84724	1205596.3572	
Q86BQ4	Histidine triad nucleotide binding protein 1, isoform B	70.63	7	23	0	3103946.9669999997	3538313.564	
Q86BR8	Mitochondrial transcription factor A, isoform B	38.73	13	38	0	1885292.8886	2092050.2248	
Q86BS3	Chromator, isoform A	35.53	26	44	26	1524300.2934	1721998.45162	
Q86BS7	Glycogen debranching enzyme	2.2	4	4	0	36647.9663	33741.113	
Q86PD3	Persulfide dioxygenase ETHE1, mitochondrial	48.03	13	25	13	933333.3134	1327499.3714	
Q86PF5	PRKCA-binding protein	6.16	4	4	0	55299.1505	75320.6888	
Q8I077	BcDNA.LD22910	1.76	2	2	2	15647.380699999998	11883.843	
Q8I099	Uncharacterized protein, isoform A	21.75	7	10	7	186073.6276	259814.7705	
Q8I0D4	RE20510p	21.32	17	37	0	4993145.09043	6454927.1313000005	
Q8I0J3	Mitochondrial ribosomal protein S21, isoform A	44.83	4	5	4	57761.85	82519.5326	
Q8I0P9	acid phosphatase	9.67	4	4	0	88095.3443	80482.1146	
Q8I725	Glyoxylate reductase/hydroxypyruvate reductase	29.97	11	23	11	1054965.79735	1406248.7413	
Q8I930	GH14147p	3.57	3	4	0	27671.0884	32828.7267	
Q8I941	GH16843p	32.88	8	25	8	1369351.4709	1631851.3489	
Q8IG84	SD21996p	13.42	14	125	0	805.99396	1629.1798	
Q8IGI1	Misexpression suppressor of KSR 2, isoform J	22.86	9	15	1	19233.375	20558.3644	
Q8IGY1	RE08101p	33.19	42	295	0	38633107.57105	40476910.4797	
Q8IH23	GEO02102p1	67.41	6	14	6	1894874.3376	2174604.4537	
Q8IM93	FI18814p1	35.27	16	37	16	2281218.7964	2867581.1888	
Q8IMF4	RE24176p	6.68	3	3	0	16921.2366	30878.5415	
Q8IMJ0	VhaAC45-related protein, isoform A	33.07	13	38	1	1227959.71146	1464641.00632	
Q8IMK7	Alphabet, isoform B	7.28	3	4	0	28000.9004	32669.944	
Q8IMQ8	RH29536p	46.4	14	49	0	3754762.33766	4765798.15135	
Q8IMT3	IP12392p	10.71	4	5	4	107087.462	130268.965	
Q8IMT6	FI01822p	10.66	5	6	5	144023.001	168294.393	
Q8IMU2	RE10237p	19.18	4	5	0	116579.28670000001	142235.6586	
Q8IMV6	Scaffold attachment factor B, isoform B	5.82	4	4	3	75556.643	96937.756	
Q8IMX4	FI04408p	10.85	4	6	0	65157.7422	73001.4022	
Q8IMX8	U6 snRNA-associated Sm-like protein LSm3	40.78	4	13	4	263880.18257	565040.5739	
Q8IN49	MIP05539p	11.03	10	11	10	151950.7307	187060.0894	
Q8IN51	FI17609p1	37.59	7	14	7	360322.71157	468729.20075	
Q8IN95	Nuclear migration protein nudC	8.17	3	3	3	70288.021	94406.60800000001	
Q8INA9	Fasciclin 1, isoform C	50.08	31	171	2	66936.89929999999	90094.5443	
Q8ING0	Peptidase S1 domain-containing protein	11.35	5	5	5	30213.2923	34081.2272	
Q8INH5	Aminopeptidase	7.53	7	11	0	192224.0704	232837.2443	
Q8INQ9	LIM domain-containing protein	7.47	3	3	0	113567.11050000001	127269.0674	
Q8INU6	Glyoxylate reductase/hydroxypyruvate reductase	12.23	4	13	2	53585.051	77059.945	
Q8IP52	RE16941p	0.86	1	1	1	6907.765	9997.396	
Q8IP62	Small ribosomal subunit protein mS23	41.27	6	7	6	310334.97696	380939.78870000003	
Q8IP80	ethanolamine-phosphate cytidylyltransferase	38.58	15	20	1	774225.4205	996172.4492	
Q8IP94	threonine--tRNA ligase	7.54	6	6	0	120524.92169999999	141200.1513	
Q8IP97	Peroxin-19	35.62	9	32	9	3500079.3955	3757984.4675	
Q8IPA5	RE15581p	10.0	3	3	0	94123.283	107990.675	
Q8IPB1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	21.84	4	4	0	35641.0683	42722.121999999996	
Q8IPD8	Cuticular protein 30F	60.96	7	14	7	1359367.9165	1589395.64	
Q8IPE8	Trifunctional enzyme subunit alpha, mitochondrial	61.69	39	102	1	6197951.09682	7952473.64251	
Q8IPG8	Uncharacterized protein	14.21	3	8	3	155391.2415	155106.38509999998	
Q8IPH0	protein-glutamine gamma-glutamyltransferase	1.95	2	2	0	30092.42	31937.605	
Q8IPK0	Stathmin, isoform B	11.59	3	3	0	23443.4185	31212.307	
Q8IPP8	Ketoreductase domain-containing protein	49.61	11	26	9	902538.8106000001	1168048.9681	
Q8IPQ6	Polymerase (DNA-directed), delta interacting protein 2, isoform B	13.69	4	5	0	41421.8442	61326.780600000006	
Q8IPT0	ER membrane protein complex subunit 10	14.54	3	7	0	102963.17050000001	136486.2305	
Q8IPT6	small monomeric GTPase	10.24	4	13	0	781.00287	408.28665	
Q8IPT9	SD05439p1	39.06	11	32	0	947551.83761	1244362.79818	
Q8IPU3	hydroxyacylglutathione hydrolase	31.32	9	53	0	3920158.1690599998	4856109.79596	
Q8IPU7	BNIP3, isoform C	16.95	3	3	0	8829.99712	11182.13467	
Q8IPW1	Arouser, isoform A	5.47	4	4	0	29775.8258	35113.0177	
Q8IPZ5	Uncharacterized protein, isoform B	12.42	6	7	0	71235.64259999999	74250.7651	
Q8IQ99	PAR-domain protein 1, isoform J	1.42	1	1	0	8368.28	10106.286	
Q8IQB7	MIP21654p	9.44	3	3	3	132492.5347	129321.76580000001	
Q8IQB8	Tequila, isoform D	6.07	9	12	0	287110.1639	334863.5454	
Q8IQC6	Small VCP interacting protein, isoform A	24.39	4	6	4	249871.4956	207821.2197	
Q8IQD3	Uncharacterized protein, isoform C	2.95	2	3	2	75411.574	91375.972	
Q8IQD7	Phospholipid scramblase	6.44	1	1	0	33693.992	39679.754	
Q8IQE6	Insulin receptor substrate 53 kDa, isoform A	9.29	10	11	1	166691.49953	242577.16203	
Q8IQH0	FI12817p	4.98	8	9	1	132796.2359	148720.59	
Q8IQM5	Uncharacterized protein, isoform A	12.62	4	9	1	321448.2174	367481.1532	
Q8IQQ0	2-oxoglutarate dehydrogenase, mitochondrial	22.03	20	26	1	1091040.30424	1386917.3646	
Q8IQT0	Gamma-glutamylcyclotransferase	12.31	3	3	0	16323.5893	16818.1257	
Q8IQU1	LD36620p	19.62	9	13	1	56837.1804	63007.044	
Q8IQV4	Lysosome-associated membrane glycoprotein 2-like luminal domain-containing protein	5.76	1	2	1	54891.354499999994	57641.2623	
Q8IQW5	RE23625p	70.83	13	77	3	8965814.36736	10424414.37188	
Q8IQX3	Uncharacterized protein, isoform A	50.54	5	6	5	78167.885	83940.4464	
Q8IR41	Uncharacterized protein, isoform C	3.51	3	3	0	55603.4923	54500.2496	
Q8IR72	FI19011p1	10.06	1	1	1	15048.631	19549.486	
Q8IR76	FAD synthase	16.33	4	4	0	43748.7199	43362.888	
Q8IRD0	RH17559p	42.86	3	8	3	650750.0973	847605.879	
Q8IRD3	Glutathione peroxidase	49.58	11	72	0	20794577.8776	25983102.4584	
Q8IRH0	Puromycin-sensitive aminopeptidase	13.58	16	21	0	470331.21493	562878.439	
Q8IRI5	Trio, isoform D	15.92	12	15	2	129296.8667	135916.23113	
Q8IRQ5	fumarate hydratase	74.52	29	154	0	17991349.37646	20937227.87244	
Q8MKK1	AaRS-interacting multifunctional protein 3	10.61	2	3	2	50923.127	63707.145000000004	
Q8MLP9	GEO08457p1	33.04	4	5	4	83116.12706	101947.9255	
Q8MLQ0	FI14118p	11.84	1	1	1	4249.003	4300.659	
Q8MLS1	5-formyltetrahydrofolate cyclo-ligase	23.88	6	13	6	1464666.477	1820776.1861	
Q8MLS2	ribose-5-phosphate isomerase	36.1	8	16	8	395486.73696999997	512105.58083	
Q8MLW0	Receptor protein-tyrosine kinase	2.69	3	3	2	38167.5034	45399.4115	
Q8MLW4	Uncharacterized protein, isoform A	34.53	9	14	9	727854.5157	917569.348	
Q8MMD2	Epidermal growth factor receptor pathway substrate clone 15, isoform B	35.23	38	108	0	6389604.17491	8317269.10004	
Q8MQP2	MIP16184p	2.67	1	1	0	43455.473	42233.41	
Q8MRI4	Diphthine--ammonia ligase	2.22	2	2	2	13949.685399999998	14915.702299999999	
Q8MRM0	GH16740p	27.0	6	9	6	867642.7079	1098579.1136	
Q8MRS5	AT03104p	0.71	1	1	0	13503.243	19374.31	
Q8MRT7	SD26038p	13.79	3	4	3	74937.7923	91507.899	
Q8MRW1	SD19278p	14.08	2	4	2	117212.577	122166.6834	
Q8MS69	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	17.12	5	6	5	17485.9918	17181.17324	
Q8MSB1	E3 ubiquitin-protein transferase MAEA	2.54	1	1	1	6356.0264	6863.473	
Q8MSI2	GH15296p	85.19	22	138	22	5591497.07143	6521690.8981	
Q8MSS7	Small ribosomal subunit protein uS2m	13.26	3	6	3	46571.362	80094.5438	
Q8MST5	Tubulin beta chain	40.7	17	120	0	948962.89105	1236889.5943	
Q8MT58	Carnosine dipeptidase 2, isoform A	52.09	23	74	5	3457311.09388	4949395.14654	
Q8MZ07	GEO07581p1	6.16	1	1	1	45269.145	63884.59	
Q8MZI3	RNA helicase	14.91	11	20	5	254963.7216	324466.32462	
Q8SWS2	RE29468p	77.51	8	32	0	1765003.81867	1932542.0196500001	
Q8SWS3	RE26528p	17.13	2	6	2	165028.83382	207127.1947	
Q8SWZ6	RH51312p	15.35	3	7	3	21706.72098	28286.619099999996	
Q8SX06	GEO08318p1	15.43	2	2	2	7428.851	14168.137299999999	
Q8SX32	type I protein arginine methyltransferase	3.52	1	1	1	5822.009	6672.281	
Q8SX35	GEO07743p1	55.78	5	9	1	268230.53458	284528.287	
Q8SX50	RE04530p	17.6	6	7	0	164862.805	183953.85499999998	
Q8SX54	CLIP domain-containing serine protease	8.06	3	4	3	6102.6493	6406.2096	
Q8SX57	LD44221p	38.91	7	17	7	317429.8917	421910.12	
Q8SX78	LD05679p	21.72	9	9	9	125974.89749999999	174143.864	
Q8SX89	Kugelkern, isoform A	15.26	6	6	6	84164.06392	97131.5038	
Q8SXC2	FI04487p	9.56	5	5	5	66076.27560000001	76030.2552	
Q8SXD5	GH02216p	57.69	13	41	2	3284593.05387	4732081.517990001	
Q8SXE1	RH69521p	4.68	2	2	2	20042.7428	28734.237999999998	
Q8SXF0	Small ribosomal subunit protein uS9m	17.72	8	8	7	72471.64749999999	89013.8921	
Q8SXF2	RH40246p	8.18	4	4	4	80595.2537	89409.855	
Q8SXG7	tRNA selenocysteine-associated protein 1	5.06	2	2	2	58770.259000000005	54948.861	
Q8SXK0	RE18748p	6.55	2	2	2	29504.840200000002	38486.412	
Q8SXM8	Lysine--tRNA ligase	28.92	17	25	1	478527.08298	554252.08996	
Q8SXP8	TAR DNA-binding protein 43	12.24	5	8	2	29769.1646	25540.28	
Q8SXQ1	aldehyde dehydrogenase (NAD(+))	25.56	14	20	14	954534.5056	1145117.7064	
Q8SXQ5	Glutaredoxin-related protein 5, mitochondrial	4.4	1	2	1	6110.507	2933.262	
Q8SXS0	RE40914p	16.23	5	6	5	109627.849	127227.224	
Q8SXX1	Phosphatidylinositol 5-phosphate 4-kinase, isoform A	40.59	16	31	16	1149930.6028500001	1507239.7115	
Q8SY13	Beaten path IIIc, isoform A	8.62	4	5	0	25810.6869	27168.3314	
Q8SY19	Microsomal glutathione S-transferase 1	14.47	3	8	1	472623.7912	581176.9750000001	
Q8SY58	Ketimine reductase mu-crystallin	1.97	1	1	1	5968.465	7290.9805	
Q8SY67	lysozyme	14.47	2	6	2	432012.107	491696.78040000005	
Q8SY69	MICOS complex subunit MIC10	25.0	2	7	2	868766.8539999999	1217949.32	
Q8SYC4	RE68566p	3.93	2	2	2	30692.568	37977.144	
Q8SYD9	Endophilin B, isoform A	44.87	17	82	0	5051834.0845	5778484.57635	
Q8SYG3	E2 ubiquitin-conjugating enzyme	53.57	11	27	1	2179514.5882	2597028.5812	
Q8SYH8	RE57644p	19.05	5	10	0	252183.9065	317391.4951	
