Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 127N, Sample, n/a, SFug_M3	Abundances Count: F8: 127N, Sample, n/a, SFug_M3	Modifications
M9PC99	Secretory 24CD, isoform C	1.3	1	1	0	3343.6912	1	
M9PCA6	Beta galactosidase, isoform B	7.16	4	6	0	93557.1029	6	
M9PCA7	Sodium chloride cotransporter 69, isoform C	1.01	1	1	0	5133.13	1	
M9PCC4	Sin3A-associated protein 130, isoform G	5.54	5	6	0	54730.5982	6	
M9PCD4	Liprin-alpha, isoform E	8.73	11	13	0	133885.38466	12	
M9PCE5	Hemolectin, isoform B	5.99	22	23	0	155512.4284	22	
M9PCI1	Uncharacterized protein, isoform B	4.75	3	5	0	26498.1014	5	
M9PCI6	Echinoid, isoform C	3.83	6	6	0	115581.707	6	
M9PCT7	Bunched, isoform O	19.79	4	11	1	37533.841499999995	3	
M9PCU0	FI21215p1	31.45	40	59	2	117119.688	3	
M9PD23	DnaJ homolog, isoform C	24.32	9	12	0	189601.3351	11	
M9PD73	TEP1-F	26.63	37	63	0	2845551.3013	63	
M9PD88	Copper transport protein ATOX1	64.04	6	21	0	971256.5271000001	20	
M9PD94	Crooked legs, isoform F	1.98	2	2	0	6613.7343	2	
M9PDB2	Varicose, isoform E	8.51	6	6	0	69903.1233	6	
M9PDB4	Cytoplasmic linker protein 190, isoform Q	35.69	10	29	2	1316777.3599	26	
M9PDC7	Dynamin associated protein 160, isoform H	50.55	52	198	0	11054.342	2	
M9PDE6	Uncharacterized protein, isoform K	7.21	11	15	0	95485.381	13	
M9PDL2	Aspartyl-tRNA synthetase, mitochondrial, isoform D	9.31	10	11	0	123901.5242	9	
M9PDU4	Acyl carrier protein	19.34	5	38	3	16497536.2534	38	
M9PDV2	Tetraspanin	12.89	3	5	0	80423.4463	5	
M9PDW8	Uncharacterized protein, isoform T	7.49	35	48	0	521990.93211	40	
M9PDX2	Uncharacterized protein, isoform B	18.61	6	12	1	258097.97434000002	12	
M9PDX8	Nervana 3, isoform E	41.21	11	63	1	16533100.16326	58	
M9PE32	Fife, isoform D	14.76	16	27	1	222254.68352999998	24	
M9PE54	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	5.04	2	2	0	1373.26578	2	
M9PE74	No circadian temperature entrainment, isoform D	3.99	7	9	0	7682.18011	6	
M9PE93	Ensconsin, isoform K	12.81	11	12	0	57276.93734	11	
M9PE96	Uncharacterized protein, isoform B	2.44	4	4	0	54008.8695	4	
M9PEA2	CDK2-associated protein 1, isoform B	16.61	3	3	0	5048.863	2	
M9PEB1	Fiery mountain, isoform B	8.58	5	7	0	19276.571770000002	6	
M9PEC1	IST1 homolog	22.5	9	19	0	410802.3956	18	
M9PEE1	Smallminded, isoform H	10.14	9	12	0	281017.9169	11	
M9PEG1	Uncharacterized protein	34.58	16	38	16	1984155.26226	38	
M9PEI1	Dumpy, isoform U	10.21	177	267	0	3353792.10533	219	
M9PEJ9	Uncharacterized protein, isoform B	14.52	6	7	0	71579.88459999999	6	
M9PEL3	Quemao, isoform C	30.67	10	17	0	554682.311	15	
M9PEM1	Syntaxin 17, isoform B	15.03	7	8	0	80354.40318	8	
M9PET3	Simjang, isoform D	4.11	3	3	0	2091.65295	2	
M9PEZ7	Z band alternatively spliced PDZ-motif protein 67, isoform E	6.62	5	5	0	31354.846100000002	4	
M9PF16	Spectrin beta chain	29.64	75	147	5	3872383.64374	134	
M9PF36	Uncharacterized protein, isoform C	34.79	13	40	0	1660938.7225	34	
M9PF85	CCR4-NOT transcription complex subunit 9	8.97	2	4	0	11656.350600000002	2	
M9PFF7	Uncharacterized protein, isoform E	13.48	6	7	1	31456.19885	6	
M9PFH7	Tartan, isoform B	3.73	3	3	0	5958.6075	2	
M9PFR6	Multiprotein bridging factor 1, isoform E	11.7	2	2	0	7828.082	2	
M9PFU5	Uncharacterized protein, isoform K	9.55	7	7	0	53367.91343	5	
M9PFV2	Myosin phosphatase targeting subunit 75D, isoform B	5.35	3	3	0	3970.3212999999996	2	
M9PFV4	Uncharacterized protein, isoform B	2.88	1	1	0	37997.414	1	
M9PFV8	Regeneration, isoform B	3.47	3	5	0	5944.84693	3	
M9PFX4	Cuticular protein 76Bd, isoform C	20.47	15	23	0	445757.1008	21	
M9PG20	HP1 and insulator partner protein 1, isoform C	17.73	14	15	0	230065.92018000002	15	
M9PG87	Uncharacterized protein, isoform B	6.4	9	10	0	225835.4678	9	
M9PGA7	Alpha-actinin, sarcomeric	58.34	52	200	1	21425121.50009	184	
M9PGB6	Uncharacterized protein, isoform B	23.84	5	5	0	148277.57505	5	
M9PGD7	Uncharacterized protein, isoform B	5.83	3	3	0	57074.814000000006	3	
M9PGG8	Uncharacterized protein, isoform B	36.81	6	14	5	590030.3293	13	
M9PHA0	Bifocal, isoform F	14.56	19	30	3	277780.66962	24	
M9PHI7	Uracil phosphoribosyltransferase homolog	6.13	2	2	0	35423.602	2	
M9PHI8	Uncharacterized protein, isoform B	20.16	19	27	1	480349.45366	25	
M9PHK8	Discs large 1, isoform R	29.17	30	90	1	1292119.1261	25	
M9PHM9	Wurmchen 2, isoform A	38.6	3	3	3	63304.0714	3	
M9PHS8	Uncharacterized protein, isoform C	21.97	11	14	0	166099.9207	14	
M9PHX2	Visgun, isoform E	8.78	2	5	1	32640.70655	5	
M9PHY9	Uncharacterized protein, isoform B	7.01	1	1	0	16260.433	1	
M9PI33	Inositol oxygenase	6.91	2	4	0	138573.4167	3	
M9PI51	Dual specificity protein phosphatase 15	5.82	2	2	0	3491.5985	2	
M9PI97	Misexpression suppressor of ras 6, isoform B	5.17	3	3	0	29724.7493	3	
M9PIG4	Golgi complex-localized glycoprotein 1, isoform B	0.63	1	1	0	2428.5298	1	
M9PIL1	Juvenile hormone binding protein 6, isoform C	7.78	2	2	0	32630.835	2	
M9PJJ5	Uncharacterized protein	18.41	5	5	4	126388.71600000001	4	
M9PJM6	Upheld, isoform Q	52.58	35	114	1	11136.336	1	
M9PJQ5	Troponin I	49.46	15	70	0	601874.7488	14	
O15971	LD39986p	23.53	5	25	2	419973.944	4	
O16158	Calcium-binding protein	52.72	8	47	8	4987209.9769	38	
O17452	LD20793p	27.83	6	24	4	1664075.9736	21	
O18332	FI01544p	60.98	11	59	9	3209483.69164	43	
O18335	Rab11	64.49	14	53	14	6045404.96242	47	
O18336	Ras-related protein Rab-14	36.28	8	18	1	969284.1039999999	15	
O18338	LD44762p	33.33	7	28	1	14593.0824	2	
O44226	Elongin-B	97.46	10	37	10	2291179.693	31	
O44434	QKR58E-3	22.08	7	9	6	76342.0146	7	
O46052	EG:152A3.3 protein	22.91	6	6	1	70978.3994	6	
O46067	Hypoxia up-regulated protein 1	31.2	27	48	27	1159416.23137	45	
O46079	Protein KTI12 homolog	7.69	3	3	2	631.84955	1	
O46085	Peroxisomal targeting signal 1 receptor	9.61	6	6	0	57088.9442	6	
O61444	mitogen-activated protein kinase kinase	15.09	6	6	6	129522.7407	5	
O61604	Fimbrin	32.5	22	57	2	3575541.90704	56	
O62530	Adaptor protein complex 2, mu subunit, isoform A	17.62	9	9	9	55058.9308	7	
O62602	mitogen-activated protein kinase kinase	15.27	5	5	5	26778.9446	4	
O76521	Importin subunit alpha	7.0	4	6	4	88236.09760000001	6	
O76752	Sepiapterin reductase	36.02	9	16	9	415182.59	14	
O76877	EG:132E8.3 protein	20.62	3	8	3	462363.6758	8	
O77134	ATP synthase F(0) complex subunit e, mitochondrial	25.93	5	30	4	7007079.0982	25	
O77259	EG:115C2.5 protein	4.5	1	1	0	2660.2285	1	
O77425	Ribokinase	19.41	5	5	5	64915.403	4	
O77430	GEO01111p1	83.95	15	32	13	1389532.4111	28	
O77434	EG:34F3.8 protein	34.6	6	12	1	280499.83104	7	
O77477	LD24471p	22.41	8	11	8	234732.76024	10	
O96299	Sorbitol dehydrogenase	21.94	8	11	2	26974.5	1	
O96692	small monomeric GTPase	27.47	5	6	2	281365.9498	6	
O96824	Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5	68.0	6	7	6	171074.0658	6	
O96880	General transcription factor IIE subunit 1	5.59	2	2	2	989.77423	1	
O96881	Transcription initiation factor IIE subunit beta	10.96	3	3	1	22827.268900000003	3	
O97059	Ccp84Ab	44.8	7	12	0	294318.9554	12	
O97062	Ccp84Ae	70.19	12	29	12	802033.3582	26	
O97064	Ccp84Ag	39.27	6	11	6	286108.5252	10	
O97066	Signal peptidase complex catalytic subunit SEC11	10.81	2	2	2	100564.5076	2	
O97102	Small ubiquitin-related modifier	44.44	5	35	5	3188943.3416999998	31	
O97111	LD29223p	11.68	4	6	4	25022.0149	5	
O97183	DNA-directed RNA polymerase II subunit RPB3	6.91	1	1	1	840.4609	1	
O97365	BM-40	26.32	10	12	10	401765.30700000003	12	
O97418	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	79.61	9	32	9	3852523.8438	28	
O97428	Ciboulot, isoform A	37.21	4	6	1	184449.2157	6	
O97454	Protein BUD31 homolog	21.53	4	5	4	61909.8922	4	
O97479	Sorbitol dehydrogenase	21.11	9	13	3	250918.17616	12	
P91941	Adult cuticle protein 65Aa	60.0	4	191	4	11108689.30835	129	
P92181	Cuticle protein DCP2	37.61	3	10	3	110277.0073	7	
Q0E8E2	Phenoloxidase-activating factor 2	2.03	2	2	0	46900.684400000006	2	
Q0E8E8	Phosphate carrier protein, mitochondrial	49.16	16	84	13	8707609.0865	77	
Q0E8G6	Cleavage and polyadenylation specificity factor subunit 5	30.38	7	11	1	611174.0643999999	9	
Q0E8H9	beta-N-acetylhexosaminidase	6.91	5	6	0	153259.328	6	
Q0E8J0	MOG interacting and ectopic P-granules protein 1	4.86	4	5	4	2288.0383	1	
Q0E8J3	Zormin, isoform I	22.12	73	116	0	2861584.85781	107	
Q0E8P1	Uncharacterized protein, isoform B	6.87	1	1	0	6847.797	1	
Q0E8P5	FI05614p	22.24	11	21	11	408589.14535999997	18	
Q0E8S7	Homer, isoform E	45.76	21	61	4	4463997.1171	54	
Q0E8U4	FI09636p	17.67	5	6	5	91713.1802	6	
Q0E8V7	Mitochondrial import inner membrane translocase subunit	78.57	7	23	7	1206580.46258	23	
Q0E8X6	Translation initiation factor eIF2B subunit delta	11.28	5	6	0	112009.92139999999	5	
Q0E8X7	Reduction of Rh1, isoform A	53.66	7	56	7	4598709.572	52	
Q0E8X8	ATP synthase F1 subunit epsilon	42.99	5	18	5	2224135.28424	18	
Q0E980	Uncharacterized protein, isoform C	39.0	19	29	19	509060.0418	24	
Q0E9B7	DNAation factor-related protein 3, isoform A	15.04	3	3	3	27867.1077	3	
Q0E9E2	Pyruvate carboxylase	32.58	36	66	0	1015841.7781	56	
Q0E9E6	RE33655p	5.43	3	3	1	24774.9202	3	
Q0E9F9	Zinc carboxypeptidase A 1	27.59	12	22	12	655475.6505400001	20	
Q0E9G4	CG1600-PA	14.96	4	7	0	163849.0127	7	
Q0KHQ6	6-phosphofructo-2-kinase, isoform A	26.68	13	15	0	535184.3649	15	
Q0KHR3	Bazooka, isoform B	2.37	2	2	0	4173.5566	1	
Q0KHR7	Septin	13.58	6	8	0	151080.171	7	
Q0KHX7	FI18193p1	7.31	9	9	0	26212.9198	7	
Q0KHZ6	Electron transfer flavoprotein subunit beta	71.94	19	148	19	15314818.7502	127	
Q0KI15	Complex III assembly factor LYRM7	29.93	5	5	5	30309.302	4	
Q0KI25	Uncharacterized protein, isoform B	9.07	9	13	1	282211.99950000003	12	
Q0KI39	FI16806p1	18.15	3	5	1	2402.0142	1	
Q0KI76	Uncharacterized protein, isoform A	25.0	12	25	0	763460.7096	24	
Q0KI81	protein-tyrosine-phosphatase	8.19	11	12	11	112376.421	12	
Q0KI98	Tryptophan--tRNA ligase, cytoplasmic	11.4	5	7	5	203068.3093	7	
Q0KIB0	Sidestep III	0.95	1	1	1	6003.029	1	
Q0KIE7	Ankyrin, isoform B	4.71	7	7	5	77007.6543	5	
Q1RL12	IP16413p	55.9	15	82	2	352055.135	4	
Q24090	GH08712p	12.43	5	7	5	114325.99254	6	
Q24253	AP complex subunit beta	20.63	16	21	16	963685.3265	21	
Q26459	EN protein binding protein	26.32	12	22	0	219326.51144	19	
Q29QY7	IP15859p	22.54	3	5	1	565142.3137	5	
Q2MGK7	GEO13330p1	48.03	7	9	7	251358.4034	9	
Q2PDM3	Uncharacterized protein, isoform C	1.22	3	3	3	19988.4188	2	
Q2PDR0	Dolichol-phosphate mannosyltransferase subunit 3	10.64	1	1	1	41286.39	1	
Q3YMU0	Protein disulfide-isomerase (Fragment)	64.62	33	159	33	13625994.7713	152	
Q494G8	F-box and leucine-rich repeat protein 6, isoform A	8.75	5	6	5	70735.8127	6	
Q4LDP7	NADH-cytochrome b5 reductase	31.01	11	21	0	1167806.1201	16	
Q4QPU3	Synaptic plasticity regulator PANTS	30.13	5	6	5	96824.98099999999	4	
Q4QQ49	IP09595p	7.43	2	3	2	5745.78395	3	
Q4QQ70	IP09819p	23.98	7	9	7	58245.6778	7	
Q4V429	Cytochrome c oxidase assembly factor 5	13.92	1	1	1	5887.854	1	
Q4V5H1	Peptidyl-prolyl cis-trans isomerase	18.03	3	5	3	69896.4862	5	
Q4V619	IP07950p	27.16	5	6	1	33176.3772	5	
Q4V625	lysozyme	13.5	2	4	2	47380.08997	4	
Q4V6M1	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	57.75	7	16	7	695680.78327	16	
Q500Y7	GEO11443p1	54.39	4	28	4	1394363.47973	25	
Q59DP4	Uncharacterized protein, isoform A	4.68	3	3	0	6641.977800000001	2	
Q59E01	FI02065p	7.44	5	6	0	15460.376100000001	4	
Q59E14	Neural cell adhesion molecule 2	8.12	4	5	4	29302.0816	4	
Q5BIA9	RE10908p	0.99	1	1	1	19036.305	1	
Q5LJT3	MIP01391p	25.1	4	10	4	245371.239	10	
Q5U124	alpha-glucosidase	20.95	11	16	0	586102.5157	14	
Q5U126	GEO11286p1	59.42	7	33	7	5928413.9668	31	
Q5U191	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	25.11	8	12	1	191563.10968	10	
Q5U1B0	Beta hydroxy acid dehydrogenase 2	10.16	3	4	3	15988.1218	4	
Q6IDF5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	55.75	8	29	8	1226277.0906	27	
Q6IGM9	LYR motif-containing protein 2	28.89	3	4	3	28447.801600000003	3	
Q6IGN6	HDC05827	50.0	4	7	4	201430.60139999999	7	
Q6IGW6	GEO13367p1	44.23	2	5	2	44016.5042	3	
Q6IHY5	Cytochrome c oxidase subunit 7A-like 2, isoform A	35.48	2	20	2	3478210.0470000003	19	
Q6IIF2	GEO11103p1	24.29	3	4	3	12762.7987	3	
Q6IL43	GEO11093p1	27.71	2	4	2	232115.82259999998	4	
Q6NL44	GH28815p	13.18	6	6	6	46956.6567	5	
Q6NLJ9	AT19138p	53.41	5	6	5	67612.4712	4	
Q6NMY2	RH54371p	36.81	6	28	6	3627785.8570000003	18	
Q6NNV2	RE44043p	5.5	2	2	0	163585.054	2	
Q6NNV7	RH03309p	47.37	7	19	1	915785.75983	18	
Q6NP69	GST-containing FLYWCH zinc-finger protein	4.88	4	5	1	74855.57035000001	5	
Q6NP72	GEO09659p1	33.33	4	18	4	617626.5443000001	18	
Q76NQ0	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	6.55	3	3	3	69105.573	3	
Q76NR6	Regucalcin	81.19	23	173	0	16316316.80746	156	
Q7JMV3	Calcium/calmodulin-dependent protein kinase type 1	23.7	9	11	1	381948.47105	11	
Q7JMZ0	small monomeric GTPase	16.29	4	5	4	31772.679799999998	5	
Q7JNE1	Regulatory protein zeste	28.03	10	14	10	414687.5197	13	
Q7JPS2	Igloo, isoform A	55.83	12	29	4	3140783.34492	28	
Q7JQH9	carnitine O-palmitoyltransferase	2.56	2	2	0	4266.4325	2	
Q7JQR3	Sulfhydryl oxidase	24.65	16	30	16	907605.40277	27	
Q7JQX9	FI14001p1	7.6	5	5	1	33716.271100000005	5	
Q7JR58	Probable enoyl-CoA hydratase, mitochondrial	56.61	15	119	15	15209829.9827	108	
Q7JR69	Cuticular protein 49Ac, isoform C	37.65	10	18	0	749046.49035	16	
Q7JRB2	RH09039p	4.52	1	1	1	643.69586	1	
Q7JRC3	Epoxide hydrolase	5.7	3	4	2	66487.1592	3	
Q7JRF1	RE48509p	8.67	2	3	1	16819.2324	2	
Q7JRH5	RE28271p	5.61	3	3	3	16380.4866	2	
Q7JRL9	GH25289p	70.78	13	48	1	5128633.8877	47	
Q7JRN6	GH06388p	11.21	3	8	3	59286.9107	6	
Q7JS69	FI04632p	40.84	11	75	1	2008742.6786	14	
Q7JUN9	Deoxyribonuclease TATDN1	11.0	3	3	3	12084.4311	3	
Q7JUS1	NADP-retinol dehydrogenase	9.97	3	6	2	20982.0817	2	
Q7JUS9	Phosphate carrier protein, mitochondrial	32.35	15	44	12	4215906.558499999	33	
Q7JV09	GH28348p	6.55	7	8	3	67289.18059999999	8	
Q7JV69	SD11922p	10.96	4	6	4	239417.943	6	
Q7JVG2	diphosphoinositol-polyphosphate diphosphatase	23.73	3	4	3	61220.701199999996	4	
Q7JVH6	LD24696p	37.3	11	25	10	1134986.7093	15	
Q7JVI6	Glutathione S transferase E13, isoform A	18.58	4	12	4	362391.6388	10	
Q7JVK6	Translin	22.13	5	11	5	423567.34839999996	10	
Q7JVK8	GEO08987p1	71.92	10	16	10	792755.4502999999	15	
Q7JVM1	GH25962p	11.79	3	6	3	67980.676	4	
Q7JVX3	Zinc carboxypeptidase A 1	13.28	6	7	0	270737.989	7	
Q7JVZ8	Glutathione S transferase E11, isoform A	24.44	6	9	6	347586.957	8	
Q7JW03	Ubiquitin-conjugating enzyme E2 H	27.32	6	11	6	311186.3995	9	
Q7JW07	LD08826p	5.63	1	1	1	2448.9224	1	
Q7JW48	RE12410p	2.23	1	2	1	46011.03	1	
Q7JW66	LD21545p	4.83	2	2	2	37146.436	2	
Q7JWD6	Elongin-C	63.25	7	34	7	2738037.2824500003	29	
Q7JWF1	Electron transfer flavoprotein-ubiquinone oxidoreductase	26.32	16	41	16	2917429.1982	39	
Q7JWH5	RING-box protein 2	19.47	1	1	1	16843.076	1	
Q7JWQ7	RE01730p	14.62	5	8	5	67378.6482	8	
Q7JWR4	GH19585p	9.09	1	1	1	30410.508	1	
Q7JWU9	AT07420p	30.12	8	10	8	76946.0287	8	
Q7JWX3	GH10112p	35.92	11	23	11	502956.88117	21	
Q7JX87	1-Cys peroxiredoxin	50.0	9	54	1	697417.47957	9	
Q7JX94	Phospholipase A2	15.61	3	4	3	6038.1417	2	
Q7JXB5	Phosphoenolpyruvate carboxykinase [GTP]	17.4	11	13	2	331270.0967	12	
Q7JXB9	Endonuclease	16.77	5	5	5	507923.814	5	
Q7JXC4	CG6459 protein	35.74	7	44	7	6735033.52755	43	
Q7JXW8	Off-track2	12.24	5	5	5	83294.603	4	
Q7JXZ2	cystathionine gamma-lyase	19.34	7	13	7	485732.0033	12	
Q7JYH3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	28.24	4	8	4	1566931.3989999997	7	
Q7JYW9	Phosphotransferase	22.25	10	12	10	364738.1878	10	
Q7JYX5	Vesicle-associated membrane protein 7	11.93	3	3	3	58882.2948	3	
Q7JYZ0	lysozyme	39.13	4	10	4	155077.57526	10	
Q7JYZ9	Glutathione S transferase E2	37.1	8	21	8	922238.30213	19	
Q7JZB1	RE49860p	3.58	1	1	1	17412.97	1	
Q7JZD3	Eb1, isoform A	52.92	13	35	0	1826654.8474	29	
Q7JZD5	Dorsal interacting protein 3	9.2	3	3	3	6396.4846	3	
Q7JZF5	DNA-directed RNA polymerases I, II, and III subunit RPABC1	15.24	3	4	3	207308.001	4	
Q7JZK1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	64.52	12	40	12	3920164.21055	36	
Q7JZN0	Protein transport protein Sec61 subunit beta	56.0	5	21	5	188328.67062	19	
Q7JZR5	asparagine--tRNA ligase	4.57	2	2	2	4610.5069	2	
Q7JZW0	Cuticular protein 51A	62.5	9	32	9	1759008.36357	28	
Q7JZW2	40S ribosomal protein S15	61.49	7	32	2	1888854.18265	32	
Q7K012	Brahma associated protein 55kD	15.76	5	10	5	141167.2796	8	
Q7K076	GEO08269p1	34.35	3	4	0	73648.1348	4	
Q7K084	Odorant-binding protein 44a, isoform A	70.63	17	184	17	29895546.88502	166	
Q7K0A0	Large ribosomal subunit protein mL42	8.06	1	1	1	8898.1455	1	
Q7K0B6	Glutathione S transferase T1	67.98	17	32	17	1292551.58277	31	
Q7K0E6	Aspartate--tRNA ligase, cytoplasmic	22.79	9	13	9	167191.8914	11	
Q7K0L5	5'-nucleotidase	2.17	1	1	1	357.04004	1	
Q7K0P0	Juvenile hormone-inducible protein 26	8.2	4	4	4	56225.537	4	
Q7K0S1	LD39211p	3.66	2	2	2	34957.6262	2	
Q7K0S5	UBX domain-containing protein 6	34.24	15	27	15	448336.46113999997	24	
Q7K0S6	LD36817p	27.56	10	14	10	313350.93799999997	14	
Q7K0T7	LD33470p	2.07	2	3	0	5855.203	1	
Q7K0W1	LD27406p	3.67	2	2	2	31764.190000000002	2	
Q7K0W4	LD27203p	57.93	19	64	18	6559802.55863	59	
Q7K0X9	LD23667p	28.72	6	13	6	179727.55466	12	
Q7K126	CCR4-NOT transcription complex subunit 3	5.33	4	5	4	88087.70969999999	3	
Q7K127	Alpha-galactosidase	35.97	13	22	13	785131.53106	22	
Q7K130	Dynactin subunit 4	13.04	5	6	5	27629.6263	4	
Q7K148	Proteasome subunit beta	17.73	5	7	5	115649.416	7	
Q7K159	LD06557p	13.11	4	5	4	25528.9326	5	
Q7K180	LD02709p	23.18	10	13	10	165899.1277	11	
Q7K188	GEO05126p1	32.9	7	45	7	12895590.088	40	
Q7K1C0	GH23780p	50.5	7	12	1	831073.6986	11	
Q7K1C3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	18.25	6	10	6	371320.35020000004	10	
Q7K1C5	GH21176p	6.62	4	5	4	272113.5031	5	
Q7K1H0	GH09096p	20.37	6	7	6	146783.1411	7	
Q7K1M4	SD04017p	24.68	8	15	8	408041.99904	14	
Q7K1S1	Arginine-hydroxylase NDUFAF5, mitochondrial	7.81	3	4	3	67021.2864	4	
Q7K1W5	LD35843p	35.11	14	28	14	2029908.5165	27	
Q7K204	17S U2 SnRNP complex component HTATSF1	12.41	6	8	6	31225.458749999998	8	
Q7K221	Aspartate aminotransferase, cytoplasmic	34.62	13	30	1	1569097.9069	27	
Q7K2E1	LD05247p	11.72	7	10	7	144654.98330000002	8	
Q7K2K2	FI04612p	7.06	2	3	1	15952.18772	2	
Q7K2L7	GH27120p	17.59	3	12	3	439844.36179999996	10	
Q7K2N0	Endoplasmic reticulum junction formation protein lunapark	14.73	6	6	6	56687.5244	6	
Q7K2P1	Cuticular protein 50Cb	11.24	2	4	2	48240.015	4	
Q7K2P3	GH20817p	63.91	15	37	1	769715.99577	33	
Q7K2Q8	Trafficking protein particle complex subunit 5	20.1	4	6	4	151974.23746	5	
Q7K2W6	tyrosinase	26.81	17	23	17	75231.31021	18	
Q7K332	GH17623p	30.96	8	10	7	176225.70705	8	
Q7K3D4	peptidylprolyl isomerase	29.97	12	18	12	757032.25303	16	
Q7K3E2	LD34147p	66.97	33	68	33	3761536.0837	63	
Q7K3H0	LD28067p	2.56	5	7	0	47744.307	4	
Q7K3J0	T-complex protein 1 subunit theta	40.66	21	39	21	2207339.2508	36	
Q7K3N4	GH26015p	15.98	7	11	7	201877.20515	10	
Q7K3V6	Elongation factor Tu, mitochondrial	13.6	6	9	6	218871.88559999998	8	
Q7K3W2	Mitochondrial-processing peptidase subunit alpha	29.5	13	16	13	329465.3897	16	
Q7K3W4	GH08941p	26.81	8	27	8	1173122.3264	26	
Q7K3Y9	Spondin-1	4.58	3	3	3	3598.7672000000002	2	
Q7K3Z3	GH01724p	56.76	18	53	18	1122220.08345	47	
Q7K485	Cathepsin D	28.83	8	27	8	3040772.6135	25	
Q7K4C7	choline-phosphate cytidylyltransferase	16.54	8	9	5	110267.311	7	
Q7K4I5	UBX domain-containing protein 7	6.45	3	3	3	12046.0988	2	
Q7K4J7	LD36653p	7.38	2	3	2	34138.1785	3	
Q7K4Q9	Hydroxymethylglutaryl-CoA synthase	10.11	4	4	4	47688.447	4	
Q7K4T8	LD23856p	6.99	3	4	3	6592.73587	3	
Q7K4Y0	Desaturase 1, isoform A	5.74	2	2	1	2385.81907	2	
Q7K511	D-2-hydroxyglutarate dehydrogenase, mitochondrial	14.63	7	10	7	230793.5186	9	
Q7K519	GH16429p	23.9	7	8	7	115685.10582	8	
Q7K533	GH14572p	5.48	2	2	2	12152.534	2	
Q7K549	GH13040p	21.35	8	10	8	56584.8662	10	
Q7K568	GH10642p	21.49	6	8	6	92029.9647	5	
Q7K569	Glycerol-3-phosphate dehydrogenase	43.65	30	68	30	4398528.77577	61	
Q7K5J8	Cuticular protein 57A, isoform A	38.59	7	21	7	277976.63365	14	
Q7K5M6	GH04176p	37.5	9	17	9	687866.42666	15	
Q7K7G0	Coatomer subunit delta	32.2	17	24	0	956560.023	23	
Q7K860	FI07231p	39.22	6	19	6	5184237.384000001	19	
Q7K8X7	Glutathione S transferase E9	33.03	7	20	7	1976370.13814	17	
Q7K9H6	Zinc finger FYVE domain-containing protein	3.8	4	5	4	11145.1222	2	
Q7KJ08	receptor protein-tyrosine kinase	2.7	4	5	4	38265.38986	5	
Q7KK54	MIP07328p	10.52	7	7	7	89451.21745	7	
Q7KK90	GH14654p	50.0	8	36	8	4095042.7373	25	
Q7KKI0	T-complex protein 1 subunit epsilon	26.75	15	24	2	1192332.6242	24	
Q7KLE5	Amphiphysin	37.04	23	65	2	3431647.2468700004	60	
Q7KLW9	Pre-mRNA-processing factor 19	19.41	9	14	9	348861.91959999996	14	
Q7KLX3	Translocon-associated protein subunit delta	24.7	4	16	4	1789569.039	12	
Q7KM15	Transcription factor BTF3	36.09	4	5	4	164257.57679999998	5	
Q7KMM4	Glucosidase II subunit alpha	5.09	5	5	5	34894.89565	5	
Q7KMP8	26S proteasome non-ATPase regulatory subunit 13	30.63	11	23	11	1912409.85643	22	
Q7KMQ0	26S proteasome regulatory subunit 7	54.97	25	67	23	2563627.14535	66	
Q7KMQ6	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	6.42	3	3	0	15260.8843	2	
Q7KMS3	Dynein light chain roadblock	39.18	4	7	4	78073.07543999999	7	
Q7KN61	Farnesyl pyrophosphate synthase	3.82	2	2	2	9258.8406	2	
Q7KN75	Dodeca-satellite-binding protein 1, isoform A	22.83	27	37	27	1348285.13754	37	
Q7KN94	Electron transfer flavoprotein subunit alpha	82.42	22	116	22	11165591.14648	99	
Q7KND8	FI09619p	6.03	4	5	4	35742.1204	4	
Q7KNM2	Dorsal interacting protein 4	37.11	6	16	6	1562123.77225	16	
Q7KRT4	GH07253p	2.47	1	1	0	6383.426	1	
Q7KRZ3	Exocyst complex component 8	7.89	7	7	0	39802.90283	6	
Q7KS11	Uracil-DNA degrading factor, isoform B	11.71	4	7	4	111772.0998	6	
Q7KSD3	non-specific serine/threonine protein kinase	15.76	7	12	1	531041.0388	12	
Q7KSE4	GH05443p	2.78	2	2	2	7771.3044	2	
Q7KSM5	SUMO-activating enzyme subunit 1	28.78	10	18	10	753627.5811	17	
Q7KSQ0	Citrate transport protein	30.91	11	33	11	4042586.5037	32	
Q7KSQ2	Tyrosine-protein kinase	3.46	3	3	0	26946.994599999998	3	
Q7KSV7	Uncharacterized protein, isoform D	14.92	5	6	0	19360.64966	6	
